state,post_code,NMI_Bus_res,Sum of Num_DER_Connections,Sum of Installed_DER_capacity_kVA,Sum of Solar_Connections,Sum of Solar_capacity_kVA,Sum of Battery_Connections,Sum of Battery_capacity_kVA,Sum of Battery_Storage_kVAh,Sum of Num_Other_Connections,Sum of Installed_OtherDER_capacity_kVA
NSW,2550,RESIDENTIAL,1830,6225.1,1829,6116.1,21,109,205,0,0
NSW,2756,RESIDENTIAL,1830,10987.015,1830,10987.015,0,0,0,0,0
NSW,2470,RESIDENTIAL,1856,7785.5,1856,7687.5,21,98,191,0,0
NSW,2262,RESIDENTIAL,1867,7994,1861,7880.6,26,113.4,203.1,0,0
NSW,2763,RESIDENTIAL,1889,8598.21,1888,8586.21,0,0,0,1,12
NSW,2477,RESIDENTIAL,1919,7607.3,1918,7463.1,32,144.2,321,0,0
NSW,2330,RESIDENTIAL,1960,11408.6,1954,11146.8,50,262.9,403.5,0,0
NSW,2487,RESIDENTIAL,1977,8941.1,1977,8872.1,14,69,103,0,0
NSW,2745,RESIDENTIAL,1984,10086.47,1984,10086.47,0,0,0,0,0
NSW,2580,RESIDENTIAL,2000,8912,1996,8672.6,50,234.4,453,0,0
NSW,2263,RESIDENTIAL,2002,7864.18,2001,7777.58,19,86.7,155.3,0,0
NSW,2257,RESIDENTIAL,2005,8761.6,1995,8532.1,37,229.5,343.4,0,0
NSW,2168,RESIDENTIAL,2021,9676.9,2021,9676.9,0,0,0,0,0
NSW,2166,RESIDENTIAL,2023,9046.57,2023,9046.57,0,0,0,0,0
NSW,2234,RESIDENTIAL,2027,10069.4,2023,9821.7,38,238.8,359.6,0,0
NSW,2566,RESIDENTIAL,2036,9572.04,2036,9522.04,1,50,14.5,0,0
NSW,2350,RESIDENTIAL,2055,8965.74,2054,8818.64,28,142.5,317,0,0
NSW,2767,RESIDENTIAL,2059,10497.96,2059,10497.96,0,0,0,0,0
NSW,2171,RESIDENTIAL,2081,10533.47,2081,10533.47,0,0,0,0,0
NSW,2440,RESIDENTIAL,2132,8325.298,2127,8027.298,62,298,487,0,0
NSW,2154,RESIDENTIAL,2151,10911.53,2148,10851.33,11,60.2,110.8,0,0
NSW,2147,RESIDENTIAL,2166,9490.95,2166,9490.95,0,0,0,0,0
NSW,2768,RESIDENTIAL,2202,10870.06,2202,10870.06,0,0,0,0,0
NSW,2761,RESIDENTIAL,2291,10916.29,2291,10916.29,0,0,0,0,0
NSW,2280,RESIDENTIAL,2323,10808,2315,10418.8,80,389.4,587.2,0,0
NSW,2750,RESIDENTIAL,2341,11433.75,2341,11433.75,0,0,0,0,0
NSW,2323,RESIDENTIAL,2354,11021.5,2344,10679.1,70,342.9,521.4,0,0
NSW,2322,RESIDENTIAL,2357,11531.68,2351,11212.38,63,319.1,473.7,0,0
NSW,2290,RESIDENTIAL,2369,10600.08,2362,10132.58,98,468.7,793.3,0,0
NSW,2283,RESIDENTIAL,2381,11118.8,2372,10635.6,91,483,823.3,0,0
NSW,2530,RESIDENTIAL,2466,12250.74,2465,12237.74,0,0,0,1,13
NSW,2770,RESIDENTIAL,2535,11311.91,2535,11311.91,0,0,0,0,0
NSW,2251,RESIDENTIAL,2578,10958.94,2568,10750.04,34,208.9,319.1,0,0
NSW,2176,RESIDENTIAL,2604,11877.335,2604,11877.335,0,0,0,0,0
NSW,2428,RESIDENTIAL,2635,9133.8,2633,8911.8,53,222,396,0,0
NSW,2567,RESIDENTIAL,2642,13796.97,2642,13796.97,0,0,0,0,0
NSW,2325,RESIDENTIAL,2656,13831.038,2652,13457.738,66,373.2,490.9,0,0
NSW,2747,RESIDENTIAL,2679,14473.71,2679,14473.71,0,0,0,0,0
NSW,2620,RESIDENTIAL,2692,14119.3,2687,13578.3,100,541,1046.8,0,0
NSW,2484,RESIDENTIAL,2754,11690.7,2750,11440.7,48,233,508,0,0
NSW,2285,RESIDENTIAL,2777,12929.7,2773,12535.3,84,394.7,575.3,0,0
NSW,2145,RESIDENTIAL,2833,13413.4,2833,13413.4,0,0,0,0,0
NSW,2570,RESIDENTIAL,2898,16900.3,2898,16900.3,0,0,0,0,0
NSW,2324,RESIDENTIAL,2953,12791.5,2950,12283.5,83,508.1,873.9,0,0
NSW,2148,RESIDENTIAL,2972,12964.15,2972,12964.15,0,0,0,0,0
NSW,2880,RESIDENTIAL,3117,9962.6,3117,9850.4,11,112.2,139,0,0
NSW,2795,RESIDENTIAL,3145,14832.46,3142,14659.46,30,166,359,0,0
NSW,2287,RESIDENTIAL,3200,14741.4,3194,14289.2,105,452.1,793.8,0,0
NSW,2800,RESIDENTIAL,3283,15689.4,3283,15408.6,56,280.8,546,0,0
NSW,2320,RESIDENTIAL,3319,19621.12,3310,18885.52,107,631.9,856.09,0,0
NSW,2460,RESIDENTIAL,3340,14087.7,3340,13877.7,47,210,341,0,0
NSW,2153,RESIDENTIAL,3453,17507.36,3453,17507.36,0,0,0,0,0
NSW,2640,RESIDENTIAL,3471,14259.915,3471,14025.715,50,234.2,439.4,0,0
NSW,2261,RESIDENTIAL,3503,15446.59,3494,15196.69,48,249.9,370.5,0,0
NSW,2340,RESIDENTIAL,3773,17435.355,3771,17049.755,73,378.2,719,0,0
NSW,2430,RESIDENTIAL,3806,14706.8,3798,14346.3,79,351,941,0,0
NSW,2650,RESIDENTIAL,3846,16968.08,3845,16806.08,40,162,314,0,0
NSW,2540,RESIDENTIAL,4132,20452.2,4131,20439.2,0,0,0,1,13
NSW,2450,RESIDENTIAL,4195,17066.8,4193,16727.1,69,337.5,630,0,0
NSW,2478,RESIDENTIAL,4266,16518.5,4264,16227.2,58,291.3,627,0,0
NSW,2155,RESIDENTIAL,4320,24554.145,4318,24528.145,0,0,0,2,26
NSW,2170,RESIDENTIAL,4617,21712.67,4616,21699.67,0,0,0,1,13
NSW,2560,RESIDENTIAL,4647,21540.274,4646,21527.274,0,0,0,1,13
NSW,2250,RESIDENTIAL,4650,20516.28,4632,19964.38,92,552,826.7,0,0
NSW,2486,RESIDENTIAL,4790,18358.3,4788,18180.1,37,175.2,285,0,0
NSW,2444,RESIDENTIAL,4870,17886.895,4866,17502.195,81,384.1,596,0,0
NSW,2480,RESIDENTIAL,5907,23438.2,5904,22936.7,105,501.5,1101,0,0
NSW,2830,RESIDENTIAL,6183,21269.3,6183,21182.6,19,86.7,171,0,0
NSW,2259,RESIDENTIAL,6282,27946.81,6267,27368.31,107,578.5,885.8,0,0
QLD,<10 sites,<10 sites,912,36576.594,908,36474.494,15,102.1,145.6,0,0
QLD,4017,NULL,10,104.6,10,104.6,0,0,0,0,0
QLD,4053,NULL,10,68.9,10,63.9,1,5,13.5,0,0
QLD,4285,NULL,10,151.4,10,151.4,0,0,0,0,0
QLD,4467,BUSINESS,10,60.2,10,60.2,0,0,0,0,0
QLD,4500,NULL,10,66.2,10,66.2,0,0,0,0,0
QLD,4509,NULL,10,153,10,153,0,0,0,0,0
QLD,4560,NULL,10,66,10,66,0,0,0,0,0
QLD,4674,BUSINESS,10,93.9,10,93.9,0,0,0,0,0
QLD,4699,BUSINESS,10,42.1,10,42.1,0,0,0,0,0
QLD,4156,BUSINESS,11,69.8,11,69.8,0,0,0,0,0
QLD,4170,NULL,11,73.8,11,73.8,0,0,0,0,0
QLD,4376,BUSINESS,11,159.2,11,159.2,0,0,0,0,0
QLD,4385,BUSINESS,11,147.3,11,147.3,0,0,0,0,0
QLD,4423,RESIDENTIAL,11,54,11,54,0,0,0,0,0
QLD,4478,BUSINESS,11,171,11,171,0,0,0,0,0
QLD,4498,RESIDENTIAL,11,51,11,51,0,0,0,0,0
QLD,4554,BUSINESS,11,110.7,11,110.7,0,0,0,0,0
QLD,4673,BUSINESS,11,81,11,81,0,0,0,0,0
QLD,4714,BUSINESS,11,101.5,11,101.5,0,0,0,0,0
QLD,4742,BUSINESS,11,369.8,11,369.8,0,0,0,0,0
QLD,4886,BUSINESS,11,213.7,11,213.7,0,0,0,0,0
QLD,4155,BUSINESS,12,286.6,12,286.6,0,0,0,0,0
QLD,4301,NULL,12,8703,11,4743,0,0,0,1,3960
QLD,4303,BUSINESS,12,151.8,12,151.8,0,0,0,0,0
QLD,4489,RESIDENTIAL,12,63.2,12,63.2,0,0,0,0,0
QLD,4573,NULL,12,80.5,12,80.5,0,0,0,0,0
QLD,4678,BUSINESS,12,98.5,12,93.5,1,5,7,0,0
QLD,4713,BUSINESS,12,75.5,12,75.5,0,0,0,0,0
QLD,4724,BUSINESS,12,106.9,12,106.9,0,0,0,0,0
QLD,4822,BUSINESS,12,206.4,12,196.4,1,10,10,0,0
QLD,4346,BUSINESS,13,131.1,13,131.1,0,0,0,0,0
QLD,4426,RESIDENTIAL,13,74.8,13,74.8,0,0,0,0,0
QLD,4505,NULL,13,84.5,13,84.5,0,0,0,0,0
QLD,4613,BUSINESS,13,112.2,13,112.2,0,0,0,0,0
QLD,4655,NULL,13,76,13,76,0,0,0,0,0
QLD,4710,BUSINESS,13,127.9,13,123.3,1,4.6,6,0,0
QLD,4799,BUSINESS,13,191.1,13,191.1,0,0,0,0,0
QLD,4855,BUSINESS,13,126.9,13,126.9,0,0,0,0,0
QLD,4387,BUSINESS,14,144.5,14,144.5,0,0,0,0,0
QLD,4407,BUSINESS,14,96.2,14,96.2,0,0,0,0,0
QLD,4502,BUSINESS,14,249.56,14,249.56,0,0,0,0,0
QLD,4507,NULL,14,99.8,14,99.8,0,0,0,0,0
QLD,4856,BUSINESS,14,154.6,14,154.6,0,0,0,0,0
QLD,4887,BUSINESS,14,211.3,14,201.3,1,10,19.6,0,0
QLD,4428,BUSINESS,15,2055.6,15,2055.6,0,0,0,0,0
QLD,4571,BUSINESS,15,129.1,15,129.1,0,0,0,0,0
QLD,4600,BUSINESS,15,165.6,15,135.8,2,29.8,31.8,0,0
QLD,4020,NULL,16,102.2,16,102.2,0,0,0,0,0
QLD,4035,NULL,16,127.4,16,127.4,0,0,0,0,0
QLD,4112,BUSINESS,16,141,16,141,0,0,0,0,0
QLD,4123,NULL,16,96.2,16,96.2,0,0,0,0,0
QLD,4212,NULL,16,104.4,16,104.4,0,0,0,0,0
QLD,4416,BUSINESS,16,149.5,16,149.5,0,0,0,0,0
QLD,4422,BUSINESS,16,124.1,16,124.1,0,0,0,0,0
QLD,4494,RESIDENTIAL,16,82.8,16,82.8,0,0,0,0,0
QLD,4558,NULL,16,71.1,16,71.1,0,0,0,0,0
QLD,4581,BUSINESS,16,297.4,16,297.4,0,0,0,0,0
QLD,4746,RESIDENTIAL,16,133.4,16,133.4,0,0,0,0,0
QLD,4858,BUSINESS,16,216.3,16,216.3,0,0,0,0,0
QLD,4891,BUSINESS,16,262.9,16,262.9,0,0,0,0,0
QLD,4130,BUSINESS,17,178,17,178,0,0,0,0,0
QLD,4363,BUSINESS,17,90.5,17,90.5,0,0,0,0,0
QLD,4371,BUSINESS,17,104.6,17,101.1,1,3.6,7.2,0,0
QLD,4377,BUSINESS,17,181,17,181,0,0,0,0,0
QLD,4601,BUSINESS,17,231.2,17,231.2,0,0,0,0,0
QLD,4712,RESIDENTIAL,17,95.3,17,95.3,0,0,0,0,0
QLD,4753,BUSINESS,17,330.1,17,330.1,0,0,0,0,0
QLD,4798,BUSINESS,17,224.1,17,224.1,0,0,0,0,0
QLD,4036,BUSINESS,18,929.7,18,929.7,0,0,0,0,0
QLD,4054,BUSINESS,18,334.6,18,334.6,0,0,0,0,0
QLD,4287,BUSINESS,18,145.1,18,145.1,0,0,0,0,0
QLD,4378,BUSINESS,18,108.6,18,108.6,0,0,0,0,0
QLD,4510,NULL,18,404.9,18,404.9,0,0,0,0,0
QLD,4511,BUSINESS,18,293.5,18,293.5,0,0,0,0,0
QLD,4516,BUSINESS,18,327.6,18,327.6,0,0,0,0,0
QLD,4732,RESIDENTIAL,18,94.2,18,89.2,1,5,6,0,0
QLD,4018,BUSINESS,19,1254,19,1254,0,0,0,0,0
QLD,4067,BUSINESS,19,767.96,18,267.96,1,500,2150,0,0
QLD,4125,NULL,19,124,19,119,1,5,6.4,0,0
QLD,4208,NULL,19,134,19,134,0,0,0,0,0
QLD,4228,BUSINESS,19,406.68,19,406.68,0,0,0,0,0
QLD,4425,RESIDENTIAL,19,109.6,19,104.6,1,5,9,0,0
QLD,4621,BUSINESS,19,190.4,19,190.4,0,0,0,0,0
QLD,4627,BUSINESS,19,346.2,19,346.2,0,0,0,0,0
QLD,4716,BUSINESS,19,91.4,19,86.4,1,5,13.5,0,0
QLD,4104,BUSINESS,20,389.6,20,389.6,0,0,0,0,0
QLD,4224,BUSINESS,20,406,20,406,0,0,0,0,0
QLD,4270,BUSINESS,20,190.5,20,190.5,0,0,0,0,0
QLD,4360,BUSINESS,20,337.1,20,337.1,0,0,0,0,0
QLD,4417,BUSINESS,20,154.2,20,154.2,0,0,0,0,0
QLD,4472,BUSINESS,20,230.5,20,230.5,0,0,0,0,0
QLD,4477,BUSINESS,20,188.3,20,188.3,0,0,0,0,0
QLD,4480,BUSINESS,20,241.3,20,241.3,0,0,0,0,0
QLD,4608,BUSINESS,20,162,20,162,0,0,0,0,0
QLD,4614,BUSINESS,20,207.2,20,207.2,0,0,0,0,0
QLD,4717,BUSINESS,20,379.9,20,379.9,0,0,0,0,0
QLD,4861,BUSINESS,20,467.1,20,467.1,0,0,0,0,0
QLD,4022,BUSINESS,21,922.5,21,922.5,0,0,0,0,0
QLD,4364,BUSINESS,21,179.3,21,179.3,0,0,0,0,0
QLD,4420,BUSINESS,21,147.2,21,147.2,0,0,0,0,0
QLD,4723,BUSINESS,21,221.3,21,216.7,1,4.6,6,0,0
QLD,4849,BUSINESS,21,569.7,21,569.7,0,0,0,0,0
QLD,4373,BUSINESS,22,343.7,22,343.7,0,0,0,0,0
QLD,4408,BUSINESS,22,152.2,22,147.2,1,5,6,0,0
QLD,4424,RESIDENTIAL,22,123,22,113,2,10,20,0,0
QLD,4503,NULL,22,140.5,22,140.5,0,0,0,0,0
QLD,4705,RESIDENTIAL,22,101.3,22,96.3,1,5,10,0,0
QLD,4888,BUSINESS,22,341.5,22,341.5,0,0,0,0,0
QLD,4065,BUSINESS,23,322.7,23,322.7,0,0,0,0,0
QLD,4354,BUSINESS,23,240.1,23,240.1,0,0,0,0,0
QLD,4467,RESIDENTIAL,23,123.4,23,123.4,0,0,0,0,0
QLD,4697,RESIDENTIAL,23,133.5,23,123.9,2,9.6,19.8,0,0
QLD,4735,BUSINESS,23,246.2,23,246.2,0,0,0,0,0
QLD,4881,BUSINESS,23,577.9,23,573.3,1,4.6,13,0,0
QLD,4159,BUSINESS,24,691.4,24,691.4,0,0,0,0,0
QLD,4225,BUSINESS,24,312.1,24,312.1,0,0,0,0,0
QLD,4364,RESIDENTIAL,24,124.8,24,124.8,0,0,0,0,0
QLD,4372,RESIDENTIAL,24,95.2,24,95.2,0,0,0,0,0
QLD,4381,BUSINESS,24,210,24,210,0,0,0,0,0
QLD,4488,RESIDENTIAL,24,83.8,24,83.8,0,0,0,0,0
QLD,4804,BUSINESS,24,392.4,24,379.4,1,13,13,0,0
QLD,4884,BUSINESS,24,297.5,24,297.5,0,0,0,0,0
QLD,4161,BUSINESS,25,448.6,25,448.6,0,0,0,0,0
QLD,4205,BUSINESS,25,803.3,25,803.3,0,0,0,0,0
QLD,4355,BUSINESS,25,277.3,25,277.3,0,0,0,0,0
QLD,4468,BUSINESS,25,157.4,25,157.4,0,0,0,0,0
QLD,4611,RESIDENTIAL,25,118.1,25,118.1,0,0,0,0,0
QLD,4184,BUSINESS,26,346.8,26,346.8,0,0,0,0,0
QLD,4382,BUSINESS,26,279.9,26,276.9,1,3,4.8,0,0
QLD,4550,BUSINESS,26,305.9,26,305.9,0,0,0,0,0
QLD,4574,BUSINESS,26,389.3,26,389.3,0,0,0,0,0
QLD,4890,BUSINESS,26,4961.8,26,4961.8,0,0,0,0,0
QLD,4115,BUSINESS,27,704.6,27,704.6,0,0,0,0,0
QLD,4486,BUSINESS,27,6202.5,27,6202.5,0,0,0,0,0
QLD,4553,BUSINESS,27,178.8,27,178.8,0,0,0,0,0
QLD,4721,BUSINESS,27,326.3,27,326.3,0,0,0,0,0
QLD,4808,BUSINESS,27,554.3,27,554.3,0,0,0,0,0
QLD,4061,BUSINESS,28,309.3,28,309.3,0,0,0,0,0
QLD,4154,BUSINESS,28,635.4,28,635.4,0,0,0,0,0
QLD,4174,BUSINESS,28,1121.4,28,1121.4,0,0,0,0,0
QLD,4404,BUSINESS,28,315.2,28,315.2,0,0,0,0,0
QLD,4412,RESIDENTIAL,28,165.7,28,165.7,0,0,0,0,0
QLD,4568,BUSINESS,28,375.6,28,375.6,0,0,0,0,0
QLD,4676,RESIDENTIAL,28,123.3,28,114.1,2,9.2,10,0,0
QLD,4704,RESIDENTIAL,28,149.085,28,149.085,0,0,0,0,0
QLD,4707,RESIDENTIAL,28,127.8,28,127.8,0,0,0,0,0
QLD,4070,BUSINESS,29,239.2,29,239.2,0,0,0,0,0
QLD,4078,BUSINESS,29,303.2,29,298.2,1,5,6.3,0,0
QLD,4128,BUSINESS,29,251,29,251,0,0,0,0,0
QLD,4375,RESIDENTIAL,29,152.8,29,152.8,0,0,0,0,0
QLD,4454,BUSINESS,29,291.5,29,291.5,0,0,0,0,0
QLD,4492,BUSINESS,29,2221.7,29,669.7,1,1552,583.2,0,0
QLD,4492,RESIDENTIAL,29,151.2,29,151.2,0,0,0,0,0
QLD,4751,BUSINESS,29,473.3,29,473.3,0,0,0,0,0
QLD,4008,RESIDENTIAL,30,119.7,30,119.7,0,0,0,0,0
QLD,4300,NULL,30,216.2,30,216.2,0,0,0,0,0
QLD,4347,BUSINESS,30,344.1,30,344.1,0,0,0,0,0
QLD,4353,RESIDENTIAL,30,112.5,30,112.5,0,0,0,0,0
QLD,4359,BUSINESS,30,168.6,30,168.6,0,0,0,0,0
QLD,4410,BUSINESS,30,228.3,30,228.3,0,0,0,0,0
QLD,4719,BUSINESS,30,232.7,30,232.7,0,0,0,0,0
QLD,4005,BUSINESS,31,1483,31,1483,0,0,0,0,0
QLD,4010,BUSINESS,31,584.9,31,584.9,0,0,0,0,0
QLD,4103,BUSINESS,31,376.2,30,371.2,1,5,10,0,0
QLD,4183,BUSINESS,31,354,31,354,0,0,0,0,0
QLD,4280,NULL,31,211.7,31,211.7,0,0,0,0,0
QLD,4496,RESIDENTIAL,31,155.2,31,155.2,0,0,0,0,0
QLD,4659,BUSINESS,31,368.8,31,368.8,0,0,0,0,0
QLD,4677,BUSINESS,31,299.36,31,289.36,1,10,20,0,0
QLD,4728,RESIDENTIAL,31,172.5,31,172.5,0,0,0,0,0
QLD,4419,BUSINESS,32,224.1,32,224.1,0,0,0,0,0
QLD,4551,NULL,32,331.9,32,331.9,0,0,0,0,0
QLD,4630,BUSINESS,32,420.4,32,420.4,0,0,0,0,0
QLD,4757,RESIDENTIAL,32,187.3,32,177.3,2,10,10,0,0
QLD,4055,BUSINESS,33,632.49,32,627.49,1,5,9.5,0,0
QLD,4207,NULL,33,209.8,33,209.8,0,0,0,0,0
QLD,4606,BUSINESS,33,369.3,33,369.3,0,0,0,0,0
QLD,4718,BUSINESS,33,402.3,33,397.7,1,4.6,10,0,0
QLD,4722,BUSINESS,33,332,33,302,1,30,25,0,0
QLD,4727,RESIDENTIAL,33,148.9,33,148.9,0,0,0,0,0
QLD,4403,BUSINESS,34,373.6,34,373.6,0,0,0,0,0
QLD,4580,BUSINESS,34,401.4,34,396.4,1,5,9.5,0,0
QLD,4731,RESIDENTIAL,34,168.1,34,168.1,0,0,0,0,0
QLD,4117,BUSINESS,35,1969.7,35,1969.4,1,0.3,70,0,0
QLD,4512,BUSINESS,35,567,35,567,0,0,0,0,0
QLD,4521,BUSINESS,35,207.7,35,207.7,0,0,0,0,0
QLD,4563,NULL,35,185.5,35,185.5,0,0,0,0,0
QLD,4725,BUSINESS,35,408.3,35,408.3,0,0,0,0,0
QLD,4726,RESIDENTIAL,35,162.2,35,162.2,0,0,0,0,0
QLD,4008,BUSINESS,36,2364.6,36,2364.6,0,0,0,0,0
QLD,4110,NULL,36,244.6,36,244.6,0,0,0,0,0
QLD,4133,NULL,36,211.5,36,211.5,0,0,0,0,0
QLD,4307,BUSINESS,36,366.3,36,366.3,0,0,0,0,0
QLD,4358,BUSINESS,36,273.8,36,273.8,0,0,0,0,0
QLD,4823,BUSINESS,36,429.3,36,429.3,0,0,0,0,0
QLD,4179,BUSINESS,37,912.1,37,912.1,0,0,0,0,0
QLD,4275,BUSINESS,37,529.83,37,524.83,1,5,1.2,0,0
QLD,4060,BUSINESS,38,841.2,38,836.2,1,5,6.5,0,0
QLD,4160,BUSINESS,38,616.36,38,616.36,0,0,0,0,0
QLD,4404,RESIDENTIAL,38,253.5,38,253.5,0,0,0,0,0
QLD,4421,BUSINESS,38,376.6,38,361.6,2,15,26,0,0
QLD,4744,BUSINESS,38,1113.200001,38,1113.200001,0,0,0,0,0
QLD,4120,BUSINESS,39,545.4,39,535.6,1,9.8,9.8,0,0
QLD,4852,BUSINESS,39,570.7,39,570.7,0,0,0,0,0
QLD,4865,BUSINESS,39,753.54,39,753.54,0,0,0,0,0
QLD,4885,BUSINESS,39,446.3,39,446.3,0,0,0,0,0
QLD,4021,BUSINESS,40,530,40,530,0,0,0,0,0
QLD,4068,BUSINESS,40,1187.3,40,1187.3,0,0,0,0,0
QLD,4124,NULL,40,262.8,40,262.8,0,0,0,0,0
QLD,4406,BUSINESS,40,436.6,40,436.6,0,0,0,0,0
QLD,4694,RESIDENTIAL,40,220.6,40,206,2,14.6,30,0,0
QLD,4754,BUSINESS,40,672.6,40,672.6,0,0,0,0,0
QLD,4882,BUSINESS,40,1069.8,40,1069.8,0,0,0,0,0
QLD,4125,BUSINESS,41,538.1,41,538.1,0,0,0,0,0
QLD,4164,BUSINESS,41,533.8,41,533.8,0,0,0,0,0
QLD,4344,BUSINESS,41,580.3,41,575.3,1,5,4.8,0,0
QLD,4374,RESIDENTIAL,41,175,41,170.4,1,4.6,8,0,0
QLD,4468,RESIDENTIAL,41,189,41,189,0,0,0,0,0
QLD,4819,BUSINESS,41,337,41,337,0,0,0,0,0
QLD,4612,RESIDENTIAL,42,176.9,42,176.9,0,0,0,0,0
QLD,4877,BUSINESS,42,934.7,42,934.7,0,0,0,0,0
QLD,4312,BUSINESS,43,638.54,43,633.54,1,5,6.5,0,0
QLD,4497,RESIDENTIAL,43,235.2,43,235.2,0,0,0,0,0
QLD,4518,BUSINESS,43,471.4,43,471.4,0,0,0,0,0
QLD,4553,NULL,43,499.9,43,499.9,0,0,0,0,0
QLD,4007,BUSINESS,44,1250.2,44,1250.2,0,0,0,0,0
QLD,4066,BUSINESS,44,1266.9,44,1261.9,1,5,13.5,0,0
QLD,4342,BUSINESS,44,575.9,44,575.9,0,0,0,0,0
QLD,4416,RESIDENTIAL,44,229.8,44,229.8,0,0,0,0,0
QLD,4030,BUSINESS,45,721.6,44,709.1,2,12.5,78,0,0
QLD,4035,BUSINESS,45,919.7,45,909.7,1,10,1,0,0
QLD,4873,BUSINESS,45,996.8,45,996.8,0,0,0,0,0
QLD,4009,BUSINESS,46,6292.2,46,6292.2,0,0,0,0,0
QLD,4116,BUSINESS,46,1482.5,46,1482.5,0,0,0,0,0
QLD,4309,BUSINESS,46,548.6,46,508.6,1,40,14.2,0,0
QLD,4501,BUSINESS,46,674.3,46,674.3,0,0,0,0,0
QLD,4739,RESIDENTIAL,46,216.8,46,216.8,0,0,0,0,0
QLD,4879,BUSINESS,46,1016.8,46,1016.8,0,0,0,0,0
QLD,4059,BUSINESS,47,927.1,47,925.1,1,2,1,0,0
QLD,4221,BUSINESS,47,830.4,47,830.4,0,0,0,0,0
QLD,4564,BUSINESS,47,819.55,47,769.55,1,50,4.8,0,0
QLD,4567,BUSINESS,47,891.3,47,891.3,0,0,0,0,0
QLD,4815,BUSINESS,47,1115.63,47,1105.63,2,10,27.5,0,0
QLD,4376,RESIDENTIAL,49,257,49,248.5,2,8.5,13,0,0
QLD,4415,BUSINESS,49,894.8,49,889.8,1,5,10,0,0
QLD,4811,BUSINESS,49,1838.6,49,1823.6,2,15,20,0,0
QLD,4011,BUSINESS,50,884,50,884,0,0,0,0,0
QLD,4121,BUSINESS,50,604,50,604,0,0,0,0,0
QLD,4809,BUSINESS,50,601.6,50,596,1,5.6,6,0,0
QLD,4895,BUSINESS,50,920.5,50,915.5,1,5,12,0,0
QLD,4210,BUSINESS,51,1335.4,51,1335.4,0,0,0,0,0
QLD,4402,RESIDENTIAL,51,237.4,51,237.4,0,0,0,0,0
QLD,4411,RESIDENTIAL,51,267.2,51,267.2,0,0,0,0,0
QLD,4724,RESIDENTIAL,51,364.1,51,364.1,0,0,0,0,0
QLD,4821,BUSINESS,51,613,51,593,3,20,24,0,0
QLD,4000,BUSINESS,52,5693.6,51,1243.6,0,0,0,1,4450
QLD,4031,BUSINESS,52,1171.7,52,1171.7,0,0,0,0,0
QLD,4171,BUSINESS,52,961.6,52,961.6,0,0,0,0,0
QLD,4388,RESIDENTIAL,52,249.7,52,249.7,0,0,0,0,0
QLD,4671,BUSINESS,52,536.2,52,522.2,3,14,19.8,0,0
QLD,4012,BUSINESS,53,630.3,53,630.3,0,0,0,0,0
QLD,4124,BUSINESS,53,708.6,53,708.6,0,0,0,0,0
QLD,4427,RESIDENTIAL,53,232.3,53,232.3,0,0,0,0,0
QLD,4620,RESIDENTIAL,53,245.2,53,235.6,2,9.6,20,0,0
QLD,4891,RESIDENTIAL,53,306.7,53,306.7,0,0,0,0,0
QLD,4032,BUSINESS,54,1892.8,54,1887.8,1,5,6.5,0,0
QLD,4515,BUSINESS,54,719.3,54,719.3,0,0,0,0,0
QLD,4562,BUSINESS,54,391.6,54,386.6,1,5,9.5,0,0
QLD,4313,BUSINESS,55,581.6,55,581.6,0,0,0,0,0
QLD,4340,BUSINESS,55,623.5,55,613.5,2,10,23,0,0
QLD,4615,BUSINESS,55,447.3,55,447.3,0,0,0,0,0
QLD,4314,BUSINESS,56,600.6,56,590.6,1,10,10,0,0
QLD,4465,BUSINESS,56,433.9,56,424.1,1,9.8,9.8,0,0
QLD,4490,BUSINESS,56,453.6,56,453.6,0,0,0,0,0
QLD,4555,BUSINESS,57,359.5,57,359.5,0,0,0,0,0
QLD,4626,BUSINESS,57,1290.9,57,1290.9,0,0,0,0,0
QLD,4859,RESIDENTIAL,57,308.8,57,284.6,3,24.2,29,0,0
QLD,4883,BUSINESS,57,1212.2,57,1207.2,1,5,12,0,0
QLD,4131,BUSINESS,58,854.2,58,854.2,0,0,0,0,0
QLD,4169,BUSINESS,58,1163.4,58,1118.4,1,45,121.5,0,0
QLD,4301,BUSINESS,58,794.1,58,764.1,3,30,27.9,0,0
QLD,4382,RESIDENTIAL,58,308.5,57,285.5,4,23,25,0,0
QLD,4407,RESIDENTIAL,58,333.3,58,333.3,0,0,0,0,0
QLD,4557,BUSINESS,58,804.3,58,799.3,1,5,9.8,0,0
QLD,4470,BUSINESS,59,1374.4,59,1374.4,0,0,0,0,0
QLD,4520,BUSINESS,59,771.6,59,709.1,2,62.5,24.4,0,0
QLD,4565,BUSINESS,59,1068.3,59,1068.3,0,0,0,0,0
QLD,4699,RESIDENTIAL,59,263.8,59,258.8,1,5,10,0,0
QLD,4878,BUSINESS,59,1551.48,59,1542.28,2,9.2,15,0,0
QLD,4013,BUSINESS,60,1804.8,60,1804.8,0,0,0,0,0
QLD,4478,RESIDENTIAL,60,352.3,60,348.7,1,3.6,3.6,0,0
QLD,4102,BUSINESS,61,1225.4,61,1214.4,1,11,11,0,0
QLD,4151,BUSINESS,61,1190.6,61,1190.6,0,0,0,0,0
QLD,4132,BUSINESS,62,1854.7,62,1849.7,1,5,13,0,0
