state,postcode,NMI_Bus_res,Sum of Num_DER_Connections,Sum of Installed_DER_capacity_kVA,Sum of Solar_Connections,Sum of Solar_capacity_kVA,Sum of Battery_Connections,Sum of Battery_capacity_kVA,Sum of Battery_Storage_kVAh,Sum of Num_Other_Connections,Sum of Installed_OtherDER_capacity_kVA
ACT,2617,BUSINESS,76,2886.8,72,2602.1,4,223.2,1051.8,1,61.5
ACT,2617,RESIDENTIAL,3396,20877.489,3268,19336.789,279,1533.7,3164.7,0,0.0
ACT,2618,RESIDENTIAL,54,442.4,51,395.4,8,47.0,115.8,0,0.0
ACT,2620,RESIDENTIAL,48,329.8,48,329.8,0,0.0,0.0,0,0.0
ACT,2620,BUSINESS,57,3222.62,57,3217.62,1,5.0,9.8,0,0.0
ACT,2900,(blank),10,31280.0,10,31280.0,0,0.0,0.0,0,0.0
ACT,2900,BUSINESS,74,2852.4,69,1149.6,7,52.8,191.4,2,1650.0
ACT,2900,RESIDENTIAL,190,1107.4,180,1000.5,22,104.9,231.8,0,0.0
ACT,2902,BUSINESS,10,482.1,9,477.1,1,5.0,14.0,0,0.0
ACT,2902,RESIDENTIAL,2317,14446.57,2246,13471.67,178,966.1,1984.5,0,0.0
ACT,2903,BUSINESS,20,268.8,20,268.8,0,0.0,0.0,0,0.0
ACT,2903,RESIDENTIAL,1295,8297.5,1241,7610.2,118,688.3,1375.8,0,0.0
ACT,2904,BUSINESS,12,231.7,12,231.7,0,0.0,0.0,0,0.0
ACT,2904,RESIDENTIAL,2094,12674.589,2018,11604.289,183,1062.4,2131.9,0,0.0
ACT,2905,BUSINESS,32,793.7,32,793.7,0,0.0,0.0,0,0.0
ACT,2905,RESIDENTIAL,3945,24710.6,3790,22720.0,370,1979.5,4012.0,0,0.0
ACT,2906,BUSINESS,24,745.8,24,745.8,0,0.0,0.0,0,0.0
ACT,2906,RESIDENTIAL,2365,14564.975,2258,13393.575,208,1163.4,2394.9,0,0.0
ACT,2911,BUSINESS,79,1972.1,79,1952.7,2,19.4,34.7,0,0.0
ACT,2911,RESIDENTIAL,517,3936.0,495,3642.5,53,293.5,629.2,0,0.0
ACT,2912,BUSINESS,47,2860.2,44,2645.5,2,19.7,94.0,1,195.0
ACT,2912,RESIDENTIAL,451,2849.0,432,2573.9,42,271.5,766.6,0,0.0
ACT,2913,BUSINESS,29,1043.1,28,1028.1,1,15.0,42.0,0,0.0
ACT,2913,RESIDENTIAL,4626,31344.469,4454,29119.969,400,2216.9,4674.1,0,0.0
ACT,2914,BUSINESS,13,491.2,13,491.2,0,0.0,0.0,0,0.0
ACT,2914,RESIDENTIAL,3650,26122.345,3492,23980.945,380,2129.9,4479.4,0,0.0
ACT,<10 sites,,38,13755.8,38,13703.0,6,52.8,68.2,0,0.0
Grand Total,,,446334,3590261.9,406097,3470919.2,2660,98178.0,28631.0,40825,21177.2
NSW,2000,RESIDENTIAL,17,84.4,17,84.4,0,0.0,0.0,0,0.0
NSW,2000,BUSINESS,85,1464.845,76,1420.3,0,0.0,0.0,9,44.545
NSW,2007,RESIDENTIAL,14,52.7,14,52.7,0,0.0,0.0,0,0.0
NSW,2007,BUSINESS,18,668.4,18,668.4,0,0.0,0.0,0,0.0
NSW,2008,BUSINESS,15,2738.2,13,353.2,1,5.0,9.8,2,2380.0
NSW,2008,RESIDENTIAL,65,247.5,65,232.5,3,15.0,34.9,0,0.0
NSW,2009,RESIDENTIAL,10,30.8,10,30.8,0,0.0,0.0,0,0.0
NSW,2009,BUSINESS,21,696.2,21,691.2,1,5.0,14.0,0,0.0
NSW,2010,BUSINESS,46,764.29,46,750.29,1,14.0,5.0,0,0.0
NSW,2010,RESIDENTIAL,128,454.2,125,423.6,6,30.6,61.6,0,0.0
NSW,2011,BUSINESS,12,266.5,12,261.5,1,5.0,14.0,0,0.0
NSW,2011,RESIDENTIAL,25,112.2,25,89.0,2,23.2,21.8,0,0.0
NSW,2015,BUSINESS,110,5336.98,109,5071.98,2,265.0,507.4,0,0.0
NSW,2015,RESIDENTIAL,160,640.175,156,600.175,8,40.0,94.6,0,0.0
NSW,2016,BUSINESS,24,537.5,24,537.5,0,0.0,0.0,0,0.0
NSW,2016,RESIDENTIAL,112,460.8,111,421.4,7,39.4,68.6,0,0.0
NSW,2017,BUSINESS,39,1013.9,39,1013.9,0,0.0,0.0,0,0.0
NSW,2017,RESIDENTIAL,40,136.33,40,136.33,0,0.0,0.0,0,0.0
NSW,2018,BUSINESS,49,712.3,49,712.3,0,0.0,0.0,0,0.0
NSW,2018,RESIDENTIAL,304,1483.335,300,1409.835,12,73.5,122.9,0,0.0
NSW,2019,BUSINESS,84,2708.05,83,2603.05,3,105.0,23.6,0,0.0
NSW,2019,RESIDENTIAL,308,1566.215,307,1507.815,9,58.4,106.3,0,0.0
NSW,2020,BUSINESS,33,1057.16,32,1050.5,0,0.0,0.0,1,6.66
NSW,2020,RESIDENTIAL,308,1498.205,307,1427.805,10,70.4,102.7,0,0.0
NSW,2021,BUSINESS,23,278.1,23,278.1,0,0.0,0.0,0,0.0
NSW,2021,RESIDENTIAL,213,1066.98,213,974.88,13,92.0,98.8,0,0.0
NSW,2022,BUSINESS,12,294.2,12,294.2,0,0.0,0.0,0,0.0
NSW,2022,RESIDENTIAL,267,1304.34,261,1197.04,16,107.2,219.0,0,0.0
NSW,2023,BUSINESS,11,138.5,11,113.5,1,25.0,26.2,0,0.0
NSW,2023,RESIDENTIAL,203,1620.515,197,1495.215,16,125.3,184.8,0,0.0
NSW,2024,BUSINESS,27,744.2,27,744.2,0,0.0,0.0,0,0.0
NSW,2024,RESIDENTIAL,410,2280.54,398,2062.64,40,217.8,395.3,0,0.0
NSW,2025,BUSINESS,19,262.64,19,252.64,1,10.0,28.0,0,0.0
NSW,2025,RESIDENTIAL,123,708.73,118,620.53,14,88.2,167.6,0,0.0
NSW,2026,BUSINESS,30,1787.1,29,371.1,0,0.0,0.0,1,1416.0
NSW,2026,RESIDENTIAL,588,3412.5,580,3083.1,50,329.6,588.4,0,0.0
NSW,2027,BUSINESS,12,216.2,12,216.2,0,0.0,0.0,0,0.0
NSW,2027,RESIDENTIAL,54,358.48,53,318.48,5,40.0,64.5,0,0.0
NSW,2028,RESIDENTIAL,72,584.7,71,488.8,9,96.0,100.3,0,0.0
NSW,2029,RESIDENTIAL,192,1281.56,191,1200.86,10,80.7,101.5,0,0.0
NSW,2030,BUSINESS,12,217.4,12,204.9,1,12.5,28.0,0,0.0
NSW,2030,RESIDENTIAL,451,3230.829,433,2832.329,50,398.5,650.5,0,0.0
NSW,2031,BUSINESS,46,867.7,46,867.7,0,0.0,0.0,0,0.0
NSW,2031,RESIDENTIAL,707,3659.86,699,3434.66,34,225.0,379.1,0,0.0
NSW,2032,BUSINESS,19,421.05,19,421.05,0,0.0,0.0,0,0.0
NSW,2032,RESIDENTIAL,396,2116.45,393,2030.95,14,85.5,115.3,0,0.0
NSW,2033,BUSINESS,20,3105.44,15,1342.2,1,250.0,500.0,4,1513.24
NSW,2033,RESIDENTIAL,193,1206.49,190,1113.09,17,93.4,190.2,0,0.0
NSW,2034,BUSINESS,14,156.4,14,156.4,0,0.0,0.0,0,0.0
NSW,2034,RESIDENTIAL,458,2630.995,451,2468.495,27,162.4,313.4,0,0.0
NSW,2035,BUSINESS,43,845.02,43,845.02,0,0.0,0.0,0,0.0
NSW,2035,RESIDENTIAL,1074,5579.455,1058,5372.105,39,200.1,433.2,0,0.0
NSW,2036,BUSINESS,72,1314.2,71,1314.2,0,0.0,0.0,1,0.0
NSW,2036,RESIDENTIAL,1134,6154.755,1123,5934.555,39,220.2,365.1,0,0.0
NSW,2037,BUSINESS,28,435.6,28,435.6,0,0.0,0.0,0,0.0
NSW,2037,RESIDENTIAL,261,1107.1,259,1023.7,14,83.3,128.6,0,0.0
NSW,2038,BUSINESS,19,233.0,19,233.0,0,0.0,0.0,0,0.0
NSW,2038,RESIDENTIAL,328,1389.7,323,1292.1,16,97.8,184.2,0,0.0
NSW,2039,BUSINESS,15,178.7,15,178.7,0,0.0,0.0,0,0.0
NSW,2039,RESIDENTIAL,219,863.095,219,811.595,8,51.5,69.7,0,0.0
NSW,2040,BUSINESS,55,1413.7,55,1413.7,0,0.0,0.0,0,0.0
NSW,2040,RESIDENTIAL,793,3489.645,785,3330.245,30,159.6,276.4,0,0.0
NSW,2041,BUSINESS,17,224.7,17,224.7,0,0.0,0.0,0,0.0
NSW,2041,RESIDENTIAL,497,2087.99,489,1957.39,26,130.6,355.8,0,0.0
NSW,2042,BUSINESS,38,543.3,38,512.1,2,31.2,48.9,0,0.0
NSW,2042,RESIDENTIAL,486,1896.815,485,1830.515,11,66.4,111.2,0,0.0
NSW,2043,BUSINESS,11,280.8,11,280.8,0,0.0,0.0,0,0.0
NSW,2043,RESIDENTIAL,127,491.0,125,448.0,8,43.0,95.0,0,0.0
NSW,2044,BUSINESS,49,2287.86,49,2274.06,1,13.8,6.0,0,0.0
NSW,2044,RESIDENTIAL,375,1516.86,372,1472.86,8,44.0,93.1,0,0.0
NSW,2045,BUSINESS,10,308.5,10,308.5,0,0.0,0.0,0,0.0
NSW,2045,RESIDENTIAL,299,1989.51,292,1804.71,28,177.6,308.0,0,0.0
NSW,2046,BUSINESS,35,1308.6,35,1298.7,1,10.0,12.8,0,0.0
NSW,2046,RESIDENTIAL,838,4557.53,831,4382.93,30,174.6,273.9,0,0.0
NSW,2047,BUSINESS,12,122.6,12,122.6,0,0.0,0.0,0,0.0
NSW,2047,RESIDENTIAL,277,1512.68,270,1422.38,17,90.3,204.6,0,0.0
NSW,2048,BUSINESS,13,373.9,13,373.9,0,0.0,0.0,0,0.0
NSW,2048,RESIDENTIAL,227,983.539,225,938.439,7,45.1,76.2,0,0.0
NSW,2049,BUSINESS,20,355.3,20,355.3,0,0.0,0.0,0,0.0
NSW,2049,RESIDENTIAL,316,1360.2,314,1288.4,14,71.9,105.1,0,0.0
NSW,2050,BUSINESS,56,473.1,56,473.1,0,0.0,0.0,0,0.0
NSW,2050,RESIDENTIAL,108,423.32,105,388.02,8,35.3,86.6,0,0.0
NSW,2060,BUSINESS,32,533.16,30,520.0,0,0.0,0.0,2,13.16
NSW,2060,RESIDENTIAL,165,875.58,163,796.18,14,79.5,145.9,0,0.0
NSW,2061,RESIDENTIAL,17,76.8,16,60.8,3,16.0,37.8,0,0.0
NSW,2062,RESIDENTIAL,167,937.16,163,855.16,14,82.0,135.5,0,0.0
NSW,2063,RESIDENTIAL,401,2573.52,389,2391.62,28,181.8,316.7,0,0.0
NSW,2064,BUSINESS,63,1759.1,63,1750.4,1,8.6,7.4,0,0.0
NSW,2064,RESIDENTIAL,200,1139.985,197,1018.185,21,121.8,264.7,0,0.0
NSW,2065,BUSINESS,38,867.0,38,867.0,0,0.0,0.0,0,0.0
NSW,2065,RESIDENTIAL,591,3025.675,584,2819.175,36,206.6,407.7,0,0.0
NSW,2066,BUSINESS,61,3846.2,59,1741.2,2,2105.0,215.6,0,0.0
NSW,2066,RESIDENTIAL,1258,7447.225,1245,6961.925,85,485.3,865.5,0,0.0
NSW,2067,BUSINESS,41,1080.4,41,1080.4,0,0.0,0.0,0,0.0
NSW,2067,RESIDENTIAL,668,3452.395,660,3260.495,33,191.8,337.7,0,0.0
NSW,2068,BUSINESS,25,573.7,24,395.7,1,5.0,14.0,1,173.0
NSW,2068,RESIDENTIAL,951,5722.48,938,5303.88,64,418.6,714.0,0,0.0
NSW,2069,BUSINESS,23,509.4,23,509.4,0,0.0,0.0,0,0.0
NSW,2069,RESIDENTIAL,763,4811.285,755,4420.585,55,390.6,654.3,0,0.0
NSW,2070,BUSINESS,20,251.6,20,246.2,1,5.4,5.0,0,0.0
NSW,2070,RESIDENTIAL,695,4594.115,678,4127.015,66,467.1,780.5,0,0.0
NSW,2071,BUSINESS,13,242.0,13,180.7,3,61.3,61.4,0,0.0
NSW,2071,RESIDENTIAL,621,4360.66,614,4048.36,37,303.4,510.6,0,0.0
NSW,2072,RESIDENTIAL,262,1803.36,260,1672.86,20,130.6,231.9,0,0.0
NSW,2073,BUSINESS,24,783.4,24,783.4,0,0.0,0.0,0,0.0
NSW,2073,RESIDENTIAL,847,5525.23,836,5212.23,46,313.1,501.9,0,0.0
NSW,2074,BUSINESS,21,436.0,21,436.0,0,0.0,0.0,0,0.0
NSW,2074,RESIDENTIAL,1279,7626.885,1259,7165.585,76,461.4,876.6,0,0.0
NSW,2075,BUSINESS,21,506.0,21,437.1,4,68.8,80.2,0,0.0
NSW,2075,RESIDENTIAL,1082,7157.605,1068,6735.705,65,421.9,780.0,0,0.0
NSW,2076,BUSINESS,27,1162.4,27,1162.4,0,0.0,0.0,0,0.0
NSW,2076,RESIDENTIAL,1205,7131.085,1182,6768.585,54,360.5,613.8,0,0.0
NSW,2077,BUSINESS,71,1744.8,69,1715.8,4,29.0,40.5,1,0.0
NSW,2077,RESIDENTIAL,1479,7861.595,1466,7637.195,39,215.4,387.7,0,0.0
NSW,2079,RESIDENTIAL,529,2775.974,525,2686.474,14,89.6,177.7,0,0.0
NSW,2080,BUSINESS,17,370.1,17,370.1,0,0.0,0.0,0,0.0
NSW,2080,RESIDENTIAL,139,698.44,138,690.24,2,8.2,11.3,0,0.0
NSW,2081,RESIDENTIAL,483,2404.22,480,2299.42,15,104.9,151.8,0,0.0
NSW,2082,RESIDENTIAL,456,2423.23,452,2350.53,10,72.7,120.3,0,0.0
NSW,2083,BUSINESS,17,216.9,17,216.9,0,0.0,0.0,0,0.0
NSW,2083,RESIDENTIAL,167,922.3,165,859.3,10,63.0,107.2,0,0.0
NSW,2084,BUSINESS,18,349.8,18,349.8,0,0.0,0.0,0,0.0
NSW,2084,RESIDENTIAL,284,2237.28,278,1799.28,41,429.1,666.1,0,0.0
NSW,2085,BUSINESS,22,675.6,22,665.6,1,10.0,9.6,0,0.0
NSW,2085,RESIDENTIAL,937,5005.43,928,4810.13,32,195.3,335.5,0,0.0
NSW,2086,BUSINESS,27,1373.6,27,1368.6,1,5.0,13.5,0,0.0
NSW,2086,RESIDENTIAL,931,5181.675,921,4835.775,55,345.8,561.4,0,0.0
NSW,2087,BUSINESS,10,298.6,10,298.6,0,0.0,0.0,0,0.0
NSW,2087,RESIDENTIAL,917,5164.56,902,4935.96,39,228.7,423.2,0,0.0
NSW,2088,BUSINESS,28,458.6,28,448.6,2,10.0,27.5,0,0.0
NSW,2088,RESIDENTIAL,834,5340.92,816,4825.92,78,514.8,907.1,0,0.0
NSW,2089,RESIDENTIAL,100,604.17,97,517.17,15,87.0,193.1,0,0.0
NSW,2090,RESIDENTIAL,217,1109.79,212,992.69,18,117.2,186.8,0,0.0
NSW,2092,BUSINESS,15,309.6,15,309.6,0,0.0,0.0,0,0.0
NSW,2092,RESIDENTIAL,454,2739.215,448,2587.415,27,151.9,246.6,0,0.0
NSW,2093,BUSINESS,28,793.2,28,768.2,2,25.0,16.7,0,0.0
NSW,2093,RESIDENTIAL,1128,6730.215,1110,6266.015,79,464.4,894.6,0,0.0
NSW,2094,RESIDENTIAL,206,1088.875,201,972.375,21,116.6,247.9,0,0.0
NSW,2095,BUSINESS,27,2480.72,25,366.8,1,8.0,5.8,2,2105.92
NSW,2095,RESIDENTIAL,354,2127.555,346,1810.055,46,317.7,560.1,0,0.0
NSW,2096,BUSINESS,15,181.0,15,171.0,1,10.0,13.5,0,0.0
NSW,2096,RESIDENTIAL,617,3588.9,609,3211.9,53,377.1,605.6,0,0.0
NSW,2097,BUSINESS,10,205.2,10,205.2,0,0.0,0.0,0,0.0
NSW,2097,RESIDENTIAL,864,4717.36,854,4443.16,41,274.2,487.5,0,0.0
NSW,2099,BUSINESS,59,1478.6,58,1078.6,0,0.0,0.0,1,400.0
NSW,2099,RESIDENTIAL,1509,7862.375,1496,7462.675,68,399.8,704.2,0,0.0
NSW,2100,BUSINESS,96,2669.5,95,2578.5,3,91.0,137.9,0,0.0
NSW,2100,RESIDENTIAL,1317,7360.77,1307,6981.77,66,379.1,5695.4,0,0.0
NSW,2101,BUSINESS,33,507.1,33,439.7,4,67.3,68.8,0,0.0
NSW,2101,RESIDENTIAL,846,4568.085,838,4284.285,44,283.8,472.0,0,0.0
NSW,2102,BUSINESS,24,1505.8,22,726.0,0,0.0,0.0,2,779.8
NSW,2102,RESIDENTIAL,488,2280.135,483,2178.935,20,101.3,199.7,0,0.0
NSW,2103,BUSINESS,39,1394.1,39,1394.1,0,0.0,0.0,0,0.0
NSW,2103,RESIDENTIAL,551,3162.58,542,2934.18,37,228.8,371.6,0,0.0
NSW,2104,RESIDENTIAL,215,1360.935,211,1270.435,16,90.5,183.0,0,0.0
NSW,2105,RESIDENTIAL,120,763.23,117,643.33,20,119.9,223.2,0,0.0
NSW,2106,RESIDENTIAL,412,2321.765,405,2129.765,31,192.2,326.8,0,0.0
NSW,2107,BUSINESS,28,481.93,27,476.93,1,5.0,14.0,0,0.0
NSW,2107,RESIDENTIAL,835,5040.269,827,4604.469,71,435.9,776.3,0,0.0
NSW,2108,RESIDENTIAL,135,1009.425,130,778.525,24,230.9,350.8,0,0.0
NSW,2110,BUSINESS,11,234.5,11,234.5,0,0.0,0.0,0,0.0
NSW,2110,RESIDENTIAL,391,2491.99,386,2308.69,26,183.3,267.6,0,0.0
NSW,2111,BUSINESS,30,498.2,30,498.2,0,0.0,0.0,0,0.0
NSW,2111,RESIDENTIAL,644,3697.885,636,3585.085,19,112.8,192.0,0,0.0
NSW,2112,BUSINESS,26,745.4,26,745.4,0,0.0,0.0,0,0.0
NSW,2112,RESIDENTIAL,1207,6760.86,1202,6580.76,29,180.1,322.7,0,0.0
NSW,2113,BUSINESS,41,2187.8,41,2187.8,0,0.0,0.0,0,0.0
NSW,2113,RESIDENTIAL,808,4334.185,803,4195.285,23,139.2,222.0,0,0.0
NSW,2114,BUSINESS,35,561.7,35,532.2,4,29.5,30.1,0,0.0
NSW,2114,RESIDENTIAL,827,4109.18,825,4015.48,16,93.7,191.6,0,0.0
NSW,2115,BUSINESS,10,82.9,10,82.9,0,0.0,0.0,0,0.0
NSW,2115,RESIDENTIAL,367,1962.005,367,1962.005,0,0.0,0.0,0,0.0
NSW,2116,BUSINESS,44,551.2,43,521.3,0,0.0,0.0,1,29.9
NSW,2116,RESIDENTIAL,206,1174.64,206,1174.64,0,0.0,0.0,0,0.0
NSW,2117,BUSINESS,18,352.2,18,352.2,0,0.0,0.0,0,0.0
NSW,2117,RESIDENTIAL,699,3889.12,699,3889.12,0,0.0,0.0,0,0.0
NSW,2118,BUSINESS,24,310.8,24,229.0,4,81.8,88.3,0,0.0
NSW,2118,RESIDENTIAL,1262,7167.539,1261,7144.539,4,23.0,29.7,0,0.0
NSW,2119,BUSINESS,12,114.1,12,114.1,0,0.0,0.0,0,0.0
NSW,2119,RESIDENTIAL,719,4177.105,711,3979.005,35,197.9,362.0,0,0.0
NSW,2120,BUSINESS,41,1021.3,40,1013.1,1,8.2,4.1,0,0.0
NSW,2120,RESIDENTIAL,1218,6681.015,1211,6382.115,43,298.9,534.9,0,0.0
NSW,2121,BUSINESS,23,281.6,23,281.6,0,0.0,0.0,0,0.0
NSW,2121,RESIDENTIAL,1337,6863.52,1332,6707.92,27,155.6,270.9,0,0.0
NSW,2122,BUSINESS,38,856.6,37,844.1,0,0.0,0.0,1,12.5
NSW,2122,RESIDENTIAL,1278,5967.194,1275,5860.994,20,106.3,194.3,0,0.0
NSW,2125,RESIDENTIAL,1233,7340.484,1232,7310.784,4,29.7,39.6,0,0.0
NSW,2126,RESIDENTIAL,1649,8309.715,1634,8086.815,39,222.8,457.1,0,0.0
NSW,2127,BUSINESS,35,2078.4,34,1558.4,0,0.0,0.0,1,520.0
NSW,2127,RESIDENTIAL,1116,1263.2,1116,1263.2,0,0.0,0.0,0,0.0
NSW,2128,RESIDENTIAL,43,242.6,43,226.6,2,16.0,25.0,0,0.0
NSW,2128,BUSINESS,77,3122.6,77,3122.6,0,0.0,0.0,0,0.0
NSW,2130,RESIDENTIAL,158,737.32,155,711.92,6,25.5,60.1,0,0.0
NSW,2131,BUSINESS,27,750.3,27,750.3,0,0.0,0.0,0,0.0
NSW,2131,RESIDENTIAL,477,2195.3,476,2127.3,13,68.1,141.4,0,0.0
NSW,2132,RESIDENTIAL,376,1768.84,375,1697.74,11,71.1,102.5,0,0.0
NSW,2133,RESIDENTIAL,360,1712.36,359,1677.06,6,35.3,46.0,0,0.0
NSW,2134,BUSINESS,24,423.4,24,423.4,0,0.0,0.0,0,0.0
NSW,2134,RESIDENTIAL,290,1350.28,287,1312.38,8,37.9,84.7,0,0.0
NSW,2135,BUSINESS,29,849.0,29,849.0,0,0.0,0.0,0,0.0
NSW,2135,RESIDENTIAL,863,5126.09,855,4955.99,27,170.2,297.1,0,0.0
NSW,2136,BUSINESS,28,869.3,28,869.3,0,0.0,0.0,0,0.0
NSW,2136,RESIDENTIAL,258,1240.99,257,1195.09,6,46.0,63.8,0,0.0
NSW,2137,BUSINESS,33,742.3,33,742.3,0,0.0,0.0,0,0.0
NSW,2137,RESIDENTIAL,892,4929.5,881,4723.1,34,206.5,399.3,0,0.0
NSW,2138,BUSINESS,30,2107.8,30,2107.8,0,0.0,0.0,0,0.0
NSW,2138,RESIDENTIAL,403,2096.34,399,2016.04,13,80.3,121.7,0,0.0
NSW,2140,BUSINESS,42,4411.64,42,4411.64,0,0.0,0.0,0,0.0
NSW,2140,RESIDENTIAL,141,614.2,139,594.2,4,20.0,57.0,0,0.0
NSW,2141,BUSINESS,54,2489.0,54,2464.0,1,25.0,7.4,0,0.0
NSW,2141,RESIDENTIAL,1206,5105.739,1204,5046.039,12,59.8,119.3,0,0.0
NSW,2142,BUSINESS,48,1803.8,48,1803.8,0,0.0,0.0,0,0.0
NSW,2142,RESIDENTIAL,548,2593.7,548,2593.7,0,0.0,0.0,0,0.0
NSW,2143,BUSINESS,28,700.4,28,692.2,1,8.2,7.4,0,0.0
NSW,2143,RESIDENTIAL,440,1892.24,440,1879.04,3,13.2,25.9,0,0.0
NSW,2144,BUSINESS,103,4687.3,102,4662.3,2,25.0,26.1,0,0.0
NSW,2144,RESIDENTIAL,955,4083.34,954,4041.94,8,41.5,78.2,0,0.0
NSW,2145,BUSINESS,93,2228.34,92,2228.04,0,0.0,0.0,1,0.3
NSW,2145,RESIDENTIAL,3032,15371.575,3032,15371.575,0,0.0,0.0,0,0.0
NSW,2146,BUSINESS,23,323.6,23,323.6,0,0.0,0.0,0,0.0
NSW,2146,RESIDENTIAL,893,4227.61,893,4227.61,0,0.0,0.0,0,0.0
NSW,2147,BUSINESS,85,944.1,84,890.1,0,0.0,0.0,1,54.0
NSW,2147,RESIDENTIAL,2323,11001.675,2323,11001.675,0,0.0,0.0,0,0.0
NSW,2148,BUSINESS,163,3549.28,159,3418.48,0,0.0,0.0,4,130.8
NSW,2148,RESIDENTIAL,3130,14526.43,3130,14526.43,0,0.0,0.0,0,0.0
NSW,2150,BUSINESS,35,627.4,34,560.8,0,0.0,0.0,1,66.6
NSW,2150,RESIDENTIAL,169,862.34,169,862.34,0,0.0,0.0,0,0.0
NSW,2151,BUSINESS,27,164.6,27,164.6,0,0.0,0.0,0,0.0
NSW,2151,RESIDENTIAL,683,3711.145,683,3711.145,0,0.0,0.0,0,0.0
NSW,2152,RESIDENTIAL,416,2044.58,416,2044.58,0,0.0,0.0,0,0.0
NSW,2153,BUSINESS,47,663.2,47,663.2,0,0.0,0.0,0,0.0
NSW,2153,RESIDENTIAL,3838,21462.144,3838,21462.144,0,0.0,0.0,0,0.0
NSW,2154,BUSINESS,31,514.0,31,514.0,0,0.0,0.0,0,0.0
NSW,2154,RESIDENTIAL,2404,13711.95,2401,13631.75,15,80.3,153.9,0,0.0
NSW,2155,BUSINESS,45,1585.1,45,1585.1,0,0.0,0.0,0,0.0
NSW,2155,RESIDENTIAL,4998,30967.151,4995,30926.651,0,0.0,0.0,3,40.5
NSW,2156,BUSINESS,17,101.7,17,101.7,0,0.0,0.0,0,0.0
NSW,2156,RESIDENTIAL,988,6083.25,988,6083.25,0,0.0,0.0,0,0.0
NSW,2157,RESIDENTIAL,261,1594.8,260,1589.8,1,5.0,14.0,0,0.0
NSW,2158,BUSINESS,28,731.0,28,687.0,2,44.0,38.4,0,0.0
NSW,2158,RESIDENTIAL,531,3504.5,525,3395.2,16,109.0,216.7,1,0.3
NSW,2159,BUSINESS,17,366.5,17,307.7,3,58.8,63.5,0,0.0
NSW,2159,RESIDENTIAL,451,3234.12,444,3104.12,21,130.0,290.0,0,0.0
NSW,2160,BUSINESS,27,360.3,27,360.3,0,0.0,0.0,0,0.0
NSW,2160,RESIDENTIAL,915,4674.545,915,4674.545,0,0.0,0.0,0,0.0
NSW,2161,BUSINESS,68,1646.44,68,1646.44,0,0.0,0.0,0,0.0
NSW,2161,RESIDENTIAL,910,4428.1,910,4428.1,0,0.0,0.0,0,0.0
NSW,2162,BUSINESS,39,700.9,39,700.9,0,0.0,0.0,0,0.0
