state,postcode,NMI_Bus_res,Sum of Num_DER_Connections,Sum of Installed_DER_capacity_kVA,Sum of Solar_Connections,Sum of Solar_capacity_kVA,Sum of Battery_Connections,Sum of Battery_capacity_kVA,Sum of Battery_Storage_kVAh,Sum of Num_Other_Connections,Sum of Installed_OtherDER_capacity_kVA
NSW,2071,RESIDENTIAL,537,3292.66,533,3138.66,22,154.1,288.8,0,0.0
NSW,2072,RESIDENTIAL,225,1352.7,224,1267.2,13,85.6,149.7,0,0.0
NSW,2073,BUSINESS,25,772.6,25,772.6,0,0.0,0.0,0,0.0
NSW,2073,RESIDENTIAL,722,4126.56,713,3901.86,34,224.8,340.9,0,0.0
NSW,2074,BUSINESS,22,412.7,22,412.7,0,0.0,0.0,0,0.0
NSW,2074,RESIDENTIAL,1123,6062.36,1113,5724.96,55,337.4,554.8,0,0.0
NSW,2075,BUSINESS,15,333.6,15,326.1,1,7.5,14.0,0,0.0
NSW,2075,RESIDENTIAL,913,5358.3,906,5085.3,45,273.0,444.9,0,0.0
NSW,2076,BUSINESS,20,806.0,20,806.0,0,0.0,0.0,0,0.0
NSW,2076,RESIDENTIAL,1046,5416.63,1033,5150.93,38,265.8,410.7,0,0.0
NSW,2077,BUSINESS,59,1317.69,58,1289.4,3,24.0,26.5,1,4.29
NSW,2077,RESIDENTIAL,1312,6111.8,1304,5957.8,27,154.1,255.1,0,0.0
NSW,2079,RESIDENTIAL,467,2210.2,464,2142.6,11,67.6,145.8,0,0.0
NSW,2080,BUSINESS,16,333.1,16,333.1,0,0.0,0.0,0,0.0
NSW,2080,RESIDENTIAL,127,595.0,126,586.8,2,8.2,11.3,0,0.0
NSW,2081,RESIDENTIAL,431,1868.61,428,1789.91,12,78.7,114.3,0,0.0
NSW,2082,RESIDENTIAL,408,1988.93,405,1930.03,8,58.9,105.5,0,0.0
NSW,2083,BUSINESS,14,156.1,14,156.1,0,0.0,0.0,0,0.0
NSW,2083,RESIDENTIAL,154,786.6,154,743.6,6,43.0,51.2,0,0.0
NSW,2084,BUSINESS,16,335.0,16,335.0,0,0.0,0.0,0,0.0
NSW,2084,RESIDENTIAL,239,1604.6,235,1356.3,28,248.5,297.7,0,0.0
NSW,2085,BUSINESS,20,552.7,20,552.7,0,0.0,0.0,0,0.0
NSW,2085,RESIDENTIAL,804,3682.9,796,3557.6,23,125.3,227.9,0,0.0
NSW,2086,BUSINESS,18,494.8,18,489.8,1,5.0,13.5,0,0.0
NSW,2086,RESIDENTIAL,792,3740.4,788,3578.8,29,161.6,251.7,0,0.0
NSW,2087,BUSINESS,10,274.3,10,274.3,0,0.0,0.0,0,0.0
NSW,2087,RESIDENTIAL,775,3736.9,767,3591.5,26,145.4,260.7,0,0.0
NSW,2088,BUSINESS,27,445.7,27,440.7,1,5.0,13.5,0,0.0
NSW,2088,RESIDENTIAL,721,4274.9,707,3878.7,57,396.1,675.3,0,0.0
NSW,2089,RESIDENTIAL,82,457.9,81,405.9,9,52.0,103.9,0,0.0
NSW,2090,RESIDENTIAL,188,867.4,186,805.5,11,61.9,95.8,0,0.0
NSW,2092,BUSINESS,15,309.6,15,309.6,0,0.0,0.0,0,0.0
NSW,2092,RESIDENTIAL,387,2059.4,381,1930.8,23,128.6,203.1,0,0.0
NSW,2093,BUSINESS,24,671.3,24,646.3,2,25.0,16.7,0,0.0
NSW,2093,RESIDENTIAL,948,5026.44,939,4690.24,55,336.3,596.9,0,0.0
NSW,2094,RESIDENTIAL,172,816.4,169,725.9,16,90.6,182.1,0,0.0
NSW,2095,BUSINESS,26,2430.32,24,316.4,1,8.0,5.8,2,2105.92
NSW,2095,RESIDENTIAL,307,1706.215,303,1473.715,36,232.6,408.7,0,0.0
NSW,2096,BUSINESS,15,181.0,15,171.0,1,10.0,13.5,0,0.0
NSW,2096,RESIDENTIAL,519,2672.86,514,2446.16,34,226.8,372.4,0,0.0
NSW,2097,RESIDENTIAL,721,3266.36,716,3165.76,17,100.5,188.8,0,0.0
NSW,2099,BUSINESS,46,1215.5,45,815.5,0,0.0,0.0,1,400.0
NSW,2099,RESIDENTIAL,1330,6134.25,1324,5859.85,47,274.4,440.1,0,0.0
NSW,2100,BUSINESS,88,2422.5,88,2367.5,2,55.0,17.8,0,0.0
NSW,2100,RESIDENTIAL,1118,5521.06,1113,5262.36,44,258.8,431.5,0,0.0
NSW,2101,BUSINESS,29,373.6,29,367.6,1,6.0,7.4,0,0.0
NSW,2101,RESIDENTIAL,755,3637.48,748,3431.98,33,205.5,346.2,0,0.0
NSW,2102,BUSINESS,23,1388.4,21,608.6,0,0.0,0.0,2,779.8
NSW,2102,RESIDENTIAL,434,1791.1,431,1732.1,12,59.0,107.2,0,0.0
NSW,2103,BUSINESS,30,904.5,30,904.5,0,0.0,0.0,0,0.0
NSW,2103,RESIDENTIAL,470,2281.9,463,2141.0,24,141.1,228.1,0,0.0
NSW,2104,RESIDENTIAL,184,997.3,181,943.8,10,53.5,111.6,0,0.0
NSW,2105,RESIDENTIAL,102,622.4,100,512.5,18,109.9,199.4,0,0.0
NSW,2106,RESIDENTIAL,333,1572.07,328,1467.47,18,104.6,187.2,0,0.0
NSW,2107,BUSINESS,22,372.1,21,367.1,1,5.0,14.0,0,0.0
NSW,2107,RESIDENTIAL,701,3790.599,697,3495.999,48,294.7,497.9,0,0.0
NSW,2108,RESIDENTIAL,102,540.4,99,483.4,11,57.1,113.0,0,0.0
NSW,2110,BUSINESS,11,210.7,11,210.7,0,0.0,0.0,0,0.0
NSW,2110,RESIDENTIAL,339,1895.1,336,1744.8,22,150.2,221.2,0,0.0
NSW,2111,BUSINESS,26,383.7,26,383.7,0,0.0,0.0,0,0.0
NSW,2111,RESIDENTIAL,557,2821.025,552,2743.425,12,77.6,119.0,0,0.0
NSW,2112,BUSINESS,24,682.3,24,682.3,0,0.0,0.0,0,0.0
NSW,2112,RESIDENTIAL,1064,5159.17,1059,5024.17,23,135.1,237.8,0,0.0
NSW,2113,BUSINESS,37,1859.9,37,1859.9,0,0.0,0.0,0,0.0
NSW,2113,RESIDENTIAL,728,3460.71,725,3356.81,17,104.2,136.0,0,0.0
NSW,2114,BUSINESS,29,455.1,29,425.6,4,29.5,30.1,0,0.0
NSW,2114,RESIDENTIAL,747,3355.34,746,3289.84,11,65.4,126.1,0,0.0
NSW,2115,RESIDENTIAL,317,1522.0,317,1522.0,0,0.0,0.0,0,0.0
NSW,2116,BUSINESS,37,433.7,36,403.8,0,0.0,0.0,1,29.9
NSW,2116,RESIDENTIAL,184,969.1,184,969.1,0,0.0,0.0,0,0.0
NSW,2117,BUSINESS,14,295.9,14,295.9,0,0.0,0.0,0,0.0
NSW,2117,RESIDENTIAL,614,3047.9,614,3047.9,0,0.0,0.0,0,0.0
NSW,2118,BUSINESS,16,84.9,16,84.9,0,0.0,0.0,0,0.0
NSW,2118,RESIDENTIAL,1145,6026.039,1145,6013.039,2,13.0,9.9,0,0.0
NSW,2119,BUSINESS,11,102.2,11,102.2,0,0.0,0.0,0,0.0
NSW,2119,RESIDENTIAL,614,3137.56,610,3004.86,21,132.6,193.4,0,0.0
NSW,2120,BUSINESS,43,1159.4,42,1151.2,1,8.2,4.1,0,0.0
NSW,2120,RESIDENTIAL,1075,5287.6,1073,5098.7,24,189.0,280.0,0,0.0
NSW,2121,BUSINESS,22,204.2,22,204.2,0,0.0,0.0,0,0.0
NSW,2121,RESIDENTIAL,1203,5519.5,1199,5443.7,16,75.8,126.8,0,0.0
NSW,2122,BUSINESS,35,707.8,34,695.3,0,0.0,0.0,1,12.5
NSW,2122,RESIDENTIAL,1169,4754.009,1166,4703.809,10,50.3,73.7,0,0.0
NSW,2125,RESIDENTIAL,1112,6008.129,1112,6003.429,1,4.7,6.0,0,0.0
NSW,2126,RESIDENTIAL,1475,6480.87,1465,6353.27,25,127.6,255.0,0,0.0
NSW,2127,BUSINESS,34,2018.6,33,1498.6,0,0.0,0.0,1,520.0
NSW,2127,RESIDENTIAL,1112,1150.3,1112,1150.3,0,0.0,0.0,0,0.0
NSW,2128,RESIDENTIAL,38,181.9,38,176.9,1,5.0,14.0,0,0.0
NSW,2128,BUSINESS,69,2840.9,69,2840.9,0,0.0,0.0,0,0.0
NSW,2130,RESIDENTIAL,139,588.9,136,568.4,5,20.5,50.5,0,0.0
NSW,2131,BUSINESS,27,750.3,27,750.3,0,0.0,0.0,0,0.0
NSW,2131,RESIDENTIAL,430,1752.4,429,1694.3,11,58.1,122.0,0,0.0
NSW,2132,RESIDENTIAL,339,1393.8,338,1364.3,6,29.5,52.8,0,0.0
NSW,2133,RESIDENTIAL,322,1362.1,321,1326.8,6,35.3,46.0,0,0.0
NSW,2134,BUSINESS,24,423.4,24,423.4,0,0.0,0.0,0,0.0
NSW,2134,RESIDENTIAL,262,1059.1,260,1036.2,6,22.9,70.0,0,0.0
NSW,2135,BUSINESS,26,734.0,26,734.0,0,0.0,0.0,0,0.0
NSW,2135,RESIDENTIAL,775,4124.0,769,4007.2,19,116.9,197.2,0,0.0
NSW,2136,BUSINESS,26,816.5,26,816.5,0,0.0,0.0,0,0.0
NSW,2136,RESIDENTIAL,231,990.5,230,944.6,6,46.0,63.8,0,0.0
NSW,2137,BUSINESS,31,526.2,31,526.2,0,0.0,0.0,0,0.0
NSW,2137,RESIDENTIAL,764,3690.3,757,3521.3,26,169.0,291.9,0,0.0
NSW,2138,BUSINESS,28,2077.9,28,2077.9,0,0.0,0.0,0,0.0
NSW,2138,RESIDENTIAL,350,1588.1,347,1544.2,9,43.8,84.6,0,0.0
NSW,2140,BUSINESS,38,4275.04,38,4275.04,0,0.0,0.0,0,0.0
NSW,2140,RESIDENTIAL,127,484.2,125,464.2,4,20.0,57.0,0,0.0
NSW,2141,BUSINESS,44,1569.1,44,1544.1,1,25.0,7.4,0,0.0
NSW,2141,RESIDENTIAL,1099,4064.8,1097,4030.7,7,34.1,67.9,0,0.0
NSW,2142,BUSINESS,36,284.3,36,284.3,0,0.0,0.0,0,0.0
NSW,2142,RESIDENTIAL,523,2335.1,523,2335.1,0,0.0,0.0,0,0.0
NSW,2143,BUSINESS,28,691.0,28,682.8,1,8.2,7.4,0,0.0
NSW,2143,RESIDENTIAL,407,1570.1,407,1546.9,4,23.2,33.3,0,0.0
NSW,2144,BUSINESS,89,2883.9,88,2858.9,2,25.0,26.1,0,0.0
NSW,2144,RESIDENTIAL,889,3459.6,889,3435.2,5,24.5,41.2,0,0.0
NSW,2145,BUSINESS,91,1363.4,90,1363.1,0,0.0,0.0,1,0.3
NSW,2145,RESIDENTIAL,2878,13871.47,2878,13871.47,0,0.0,0.0,0,0.0
NSW,2146,BUSINESS,23,323.6,23,323.6,0,0.0,0.0,0,0.0
NSW,2146,RESIDENTIAL,847,3751.81,847,3751.81,0,0.0,0.0,0,0.0
NSW,2147,BUSINESS,80,738.2,80,738.2,0,0.0,0.0,0,0.0
NSW,2147,RESIDENTIAL,2207,9745.06,2207,9745.06,0,0.0,0.0,0,0.0
NSW,2148,BUSINESS,143,1841.4,140,1711.1,0,0.0,0.0,3,130.3
NSW,2148,RESIDENTIAL,3010,13326.17,3010,13326.17,0,0.0,0.0,0,0.0
NSW,2150,BUSINESS,31,330.7,31,330.7,0,0.0,0.0,0,0.0
NSW,2150,RESIDENTIAL,160,781.2,160,781.2,0,0.0,0.0,0,0.0
NSW,2151,BUSINESS,28,168.8,28,168.8,0,0.0,0.0,0,0.0
NSW,2151,RESIDENTIAL,616,3075.0,616,3075.0,0,0.0,0.0,0,0.0
NSW,2152,RESIDENTIAL,391,1787.3,391,1787.3,0,0.0,0.0,0,0.0
NSW,2153,BUSINESS,43,556.0,43,556.0,0,0.0,0.0,0,0.0
NSW,2153,RESIDENTIAL,3561,18525.334,3561,18525.334,0,0.0,0.0,0,0.0
NSW,2154,BUSINESS,31,399.3,31,399.3,0,0.0,0.0,0,0.0
NSW,2154,RESIDENTIAL,2226,11730.04,2223,11664.84,12,65.2,124.8,0,0.0
NSW,2155,BUSINESS,39,524.3,39,524.3,0,0.0,0.0,0,0.0
NSW,2155,RESIDENTIAL,4533,26439.716,4531,26413.716,0,0.0,0.0,2,26.0
NSW,2156,BUSINESS,20,86.0,20,86.0,0,0.0,0.0,0,0.0
NSW,2156,RESIDENTIAL,901,4948.85,901,4948.85,0,0.0,0.0,0,0.0
NSW,2157,RESIDENTIAL,239,1311.9,238,1306.9,1,5.0,14.0,0,0.0
NSW,2158,BUSINESS,26,684.1,26,640.1,2,44.0,38.4,0,0.0
NSW,2158,RESIDENTIAL,469,2723.2,464,2663.9,9,59.0,88.6,1,0.3
NSW,2159,BUSINESS,14,277.4,14,277.4,0,0.0,0.0,0,0.0
NSW,2159,RESIDENTIAL,407,2636.92,403,2546.92,14,90.0,179.2,0,0.0
NSW,2160,BUSINESS,24,153.4,24,153.4,0,0.0,0.0,0,0.0
NSW,2160,RESIDENTIAL,853,4014.25,853,4014.25,0,0.0,0.0,0,0.0
NSW,2161,BUSINESS,68,1554.9,68,1554.9,0,0.0,0.0,0,0.0
NSW,2161,RESIDENTIAL,861,3980.1,861,3980.1,0,0.0,0.0,0,0.0
NSW,2162,BUSINESS,38,695.9,38,695.9,0,0.0,0.0,0,0.0
NSW,2162,RESIDENTIAL,772,2991.4,771,2966.1,5,25.3,46.1,0,0.0
NSW,2163,BUSINESS,37,1093.1,37,1093.1,0,0.0,0.0,0,0.0
NSW,2163,RESIDENTIAL,273,1262.9,273,1260.4,1,2.5,7.4,0,0.0
NSW,2164,BUSINESS,184,4956.1,183,4846.1,0,0.0,0.0,1,110.0
NSW,2164,RESIDENTIAL,973,4592.015,973,4592.015,0,0.0,0.0,0,0.0
NSW,2165,BUSINESS,51,764.1,51,764.1,0,0.0,0.0,0,0.0
NSW,2165,RESIDENTIAL,1581,7337.31,1581,7337.31,0,0.0,0.0,0,0.0
NSW,2166,BUSINESS,65,674.5,65,674.5,0,0.0,0.0,0,0.0
NSW,2166,RESIDENTIAL,2057,9336.075,2057,9336.075,0,0.0,0.0,0,0.0
NSW,2167,RESIDENTIAL,605,3223.7,605,3223.7,0,0.0,0.0,0,0.0
NSW,2168,BUSINESS,21,222.6,21,222.6,0,0.0,0.0,0,0.0
NSW,2168,RESIDENTIAL,2057,9970.575,2057,9970.575,0,0.0,0.0,0,0.0
NSW,2170,BUSINESS,201,2516.8,200,2456.8,0,0.0,0.0,1,60.0
NSW,2170,RESIDENTIAL,4700,22511.35,4699,22498.35,0,0.0,0.0,1,13.0
NSW,2171,BUSINESS,20,258.0,20,258.0,0,0.0,0.0,0,0.0
NSW,2171,RESIDENTIAL,2142,11047.45,2142,11047.45,0,0.0,0.0,0,0.0
NSW,2172,RESIDENTIAL,198,980.8,198,980.8,0,0.0,0.0,0,0.0
NSW,2173,RESIDENTIAL,798,3588.9,798,3588.9,0,0.0,0.0,0,0.0
NSW,2174,BUSINESS,17,144.4,13,143.0,0,0.0,0.0,4,1.4
NSW,2174,RESIDENTIAL,514,3388.245,514,3388.245,0,0.0,0.0,0,0.0
NSW,2175,BUSINESS,30,1496.4,30,1496.4,0,0.0,0.0,0,0.0
NSW,2175,RESIDENTIAL,107,505.3,107,505.3,0,0.0,0.0,0,0.0
NSW,2176,BUSINESS,23,529.5,22,419.5,0,0.0,0.0,1,110.0
NSW,2176,RESIDENTIAL,2631,12162.97,2631,12162.97,0,0.0,0.0,0,0.0
NSW,2177,BUSINESS,17,205.8,17,205.8,0,0.0,0.0,0,0.0
NSW,2177,RESIDENTIAL,865,4054.115,865,4054.115,0,0.0,0.0,0,0.0
NSW,2178,BUSINESS,18,151.8,18,151.8,0,0.0,0.0,0,0.0
NSW,2178,RESIDENTIAL,196,1063.8,196,1063.8,0,0.0,0.0,0,0.0
NSW,2179,BUSINESS,13,254.0,13,254.0,0,0.0,0.0,0,0.0
NSW,2179,RESIDENTIAL,502,3475.325,502,3475.325,0,0.0,0.0,0,0.0
NSW,2190,BUSINESS,55,4647.4,55,4647.4,0,0.0,0.0,0,0.0
NSW,2190,RESIDENTIAL,915,3652.45,914,3639.15,2,13.3,16.1,0,0.0
NSW,2191,RESIDENTIAL,208,884.4,208,857.4,11,27.0,89.5,0,0.0
NSW,2192,BUSINESS,29,401.5,29,401.5,0,0.0,0.0,0,0.0
NSW,2192,RESIDENTIAL,295,1096.72,295,1081.72,3,15.0,26.2,0,0.0
NSW,2193,BUSINESS,11,365.7,11,365.7,0,0.0,0.0,0,0.0
NSW,2193,RESIDENTIAL,531,2003.599,529,1968.099,8,35.5,82.7,0,0.0
NSW,2194,BUSINESS,30,546.925,30,546.925,0,0.0,0.0,0,0.0
NSW,2194,RESIDENTIAL,368,1306.28,368,1287.48,3,18.8,27.5,0,0.0
NSW,2195,BUSINESS,42,689.3,41,684.3,1,5.0,14.0,0,0.0
NSW,2195,RESIDENTIAL,375,1406.3,375,1400.3,1,6.0,13.5,0,0.0
NSW,2196,BUSINESS,47,625.1,47,625.1,0,0.0,0.0,0,0.0
NSW,2196,RESIDENTIAL,1064,4184.985,1061,4130.985,11,54.0,100.2,0,0.0
NSW,2197,BUSINESS,13,1461.5,13,1461.5,0,0.0,0.0,0,0.0
NSW,2197,RESIDENTIAL,433,1716.7,432,1687.8,6,28.8,38.7,0,0.0
NSW,2198,RESIDENTIAL,391,1621.2,391,1616.2,1,5.0,7.4,0,0.0
NSW,2199,BUSINESS,33,470.4,33,470.4,0,0.0,0.0,0,0.0
NSW,2199,RESIDENTIAL,675,2874.7,674,2815.1,8,59.6,69.5,0,0.0
NSW,2200,BUSINESS,128,3195.96,128,3195.96,0,0.0,0.0,0,0.0
NSW,2200,RESIDENTIAL,1235,5128.96,1232,5082.46,7,46.4,72.8,0,0.0
NSW,2203,BUSINESS,12,113.6,12,113.6,0,0.0,0.0,0,0.0
NSW,2203,RESIDENTIAL,398,1543.4,397,1483.3,12,60.1,104.1,0,0.0
NSW,2204,BUSINESS,126,2467.04,125,2444.12,1,15.0,7.4,1,7.92
NSW,2204,RESIDENTIAL,709,2707.77,705,2601.57,18,106.2,130.3,0,0.0
NSW,2205,BUSINESS,24,425.0,24,425.0,0,0.0,0.0,0,0.0
NSW,2205,RESIDENTIAL,344,1374.1,341,1313.4,10,60.7,108.5,0,0.0
NSW,2206,BUSINESS,13,176.2,13,176.2,0,0.0,0.0,0,0.0
NSW,2206,RESIDENTIAL,776,3266.5,773,3214.5,10,52.0,100.8,0,0.0
NSW,2207,BUSINESS,33,1451.68,33,938.28,2,513.4,157.4,0,0.0
NSW,2207,RESIDENTIAL,885,3477.14,881,3410.24,13,66.9,99.8,0,0.0
