STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,DWTSTRD,Dwelling structure,SUM,Summation,REGION,Region,REGION_TYPE,Region Type,STATE,State,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,92,"Other dwelling: Cabin, houseboat",D,Dwellings,65210,Tasman,LGA2021,Local Government Areas (2021),6,Tasmania,2021,,4,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,91,Other dwelling: Caravan,D,Dwellings,70540,Belyuen,LGA2021,Local Government Areas (2021),7,Northern Territory,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,32,Flat or apartment: In a three storey block,D,Dwellings,74560,Wagait,LGA2021,Local Government Areas (2021),7,Northern Territory,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,93,"Other dwelling: Improvised home, tent, sleepers out",D,Dwellings,79399,Unincorporated NT,LGA2021,Local Government Areas (2021),7,Northern Territory,2021,,12,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,94,"Other dwelling: House or flat attached to a shop, office, etc",D,Dwellings,10180,Armidale Regional,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,12,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,92,"Other dwelling: Cabin, houseboat",D,Dwellings,10650,Berrigan,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,34,Flat or apartment: In a nine or more storey block,D,Dwellings,10750,Blacktown,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,224,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_N,Dwelling structure not stated,D,Dwellings,10900,Blue Mountains,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,71,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,93,"Other dwelling: Improvised home, tent, sleepers out",D,Dwellings,11400,Cabonne,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,31,Flat or apartment: In a one or two storey block,D,Dwellings,13660,Gwydir,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,9,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,14600,Lachlan,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,2067,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,22,"Semi-detached, row or terrace house, townhouse etc with: Two or more storeys",D,Dwellings,14850,Lismore,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,516,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,92,"Other dwelling: Cabin, houseboat",D,Dwellings,14920,Liverpool Plains,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,2,"Semi-detached, row or terrace house, townhouse etc with: Total",D,Dwellings,15270,Mid-Western Regional,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,609,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,3,Flat or apartment: Total,D,Dwellings,15560,Murrumbidgee,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,44,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,21,"Semi-detached, row or terrace house, townhouse etc with: One storey",D,Dwellings,15950,North Sydney,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,1173,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,N_OCC,Unoccupied private dwelling,D,Dwellings,15950,North Sydney,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,5201,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,33,Flat or apartment: In a four to eight storey block,D,Dwellings,16950,Shoalhaven,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,11,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,94,"Other dwelling: House or flat attached to a shop, office, etc",D,Dwellings,17080,Snowy Valleys,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,20,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,31,Flat or apartment: In a one or two storey block,D,Dwellings,17310,Tamworth Regional,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,357,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,92,"Other dwelling: Cabin, houseboat",D,Dwellings,17420,The Hills Shire,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,34,Flat or apartment: In a nine or more storey block,D,Dwellings,17550,Tweed,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,525,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,22,"Semi-detached, row or terrace house, townhouse etc with: Two or more storeys",D,Dwellings,18350,Wingecarribee,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,341,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,2,"Semi-detached, row or terrace house, townhouse etc with: Total",D,Dwellings,19799,Migratory - Offshore - Shipping (NSW),LGA2021,Local Government Areas (2021),1,New South Wales,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_N,Dwelling structure not stated,D,Dwellings,19799,Migratory - Offshore - Shipping (NSW),LGA2021,Local Government Areas (2021),1,New South Wales,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,92,"Other dwelling: Cabin, houseboat",D,Dwellings,21270,Buloke,LGA2021,Local Government Areas (2021),2,Victoria,2021,,6,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,21750,Colac Otway,LGA2021,Local Government Areas (2021),2,Victoria,2021,,8848,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_T,Total private dwellings,D,Dwellings,23350,Indigo,LGA2021,Local Government Areas (2021),2,Victoria,2021,,7309,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,93,"Other dwelling: Improvised home, tent, sleepers out",D,Dwellings,24650,Melton,LGA2021,Local Government Areas (2021),2,Victoria,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,24650,Melton,LGA2021,Local Government Areas (2021),2,Victoria,2021,,54907,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,9,Other dwelling: Total,D,Dwellings,25150,Moorabool,LGA2021,Local Government Areas (2021),2,Victoria,2021,,58,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,25490,Moyne,LGA2021,Local Government Areas (2021),2,Victoria,2021,,6439,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,34,Flat or apartment: In a nine or more storey block,D,Dwellings,25810,Northern Grampians,LGA2021,Local Government Areas (2021),2,Victoria,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,91,Other dwelling: Caravan,D,Dwellings,26170,South Gippsland,LGA2021,Local Government Areas (2021),2,Victoria,2021,,25,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,26490,Surf Coast,LGA2021,Local Government Areas (2021),2,Victoria,2021,,12363,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,35,Flat or apartment: Attached to a house,D,Dwellings,26700,Wangaratta,LGA2021,Local Government Areas (2021),2,Victoria,2021,,5,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,92,"Other dwelling: Cabin, houseboat",D,Dwellings,26980,Whitehorse,LGA2021,Local Government Areas (2021),2,Victoria,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,32,Flat or apartment: In a three storey block,D,Dwellings,27170,Wodonga,LGA2021,Local Government Areas (2021),2,Victoria,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,32260,Cassowary Coast,LGA2021,Local Government Areas (2021),3,Queensland,2021,,10962,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,2,"Semi-detached, row or terrace house, townhouse etc with: Total",D,Dwellings,33100,Etheridge,LGA2021,Local Government Areas (2021),3,Queensland,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,93,"Other dwelling: Improvised home, tent, sleepers out",D,Dwellings,33800,Hinchinbrook,LGA2021,Local Government Areas (2021),3,Queensland,2021,,12,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,33800,Hinchinbrook,LGA2021,Local Government Areas (2021),3,Queensland,2021,,4426,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,N_OCC,Unoccupied private dwelling,D,Dwellings,34420,Kowanyama,LGA2021,Local Government Areas (2021),3,Queensland,2021,,15,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,31,Flat or apartment: In a one or two storey block,D,Dwellings,34590,Logan,LGA2021,Local Government Areas (2021),3,Queensland,2021,,2248,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,94,"Other dwelling: House or flat attached to a shop, office, etc",D,Dwellings,34800,McKinlay,LGA2021,Local Government Areas (2021),3,Queensland,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,22,"Semi-detached, row or terrace house, townhouse etc with: Two or more storeys",D,Dwellings,35010,Moreton Bay,LGA2021,Local Government Areas (2021),3,Queensland,2021,,12636,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,32,Flat or apartment: In a three storey block,D,Dwellings,35670,Napranum,LGA2021,Local Government Areas (2021),3,Queensland,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_N,Dwelling structure not stated,D,Dwellings,35780,Northern Peninsula Area,LGA2021,Local Government Areas (2021),3,Queensland,2021,,22,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,3,Flat or apartment: Total,D,Dwellings,36150,Quilpie,LGA2021,Local Government Areas (2021),3,Queensland,2021,,15,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,92,"Other dwelling: Cabin, houseboat",D,Dwellings,36300,Richmond,LGA2021,Local Government Areas (2021),3,Queensland,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,9,Other dwelling: Total,D,Dwellings,36820,Tablelands,LGA2021,Local Government Areas (2021),3,Queensland,2021,,194,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,N_OCC,Unoccupied private dwelling,D,Dwellings,37400,Winton,LGA2021,Local Government Areas (2021),3,Queensland,2021,,124,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,22,"Semi-detached, row or terrace house, townhouse etc with: Two or more storeys",D,Dwellings,40700,Burnside,LGA2021,Local Government Areas (2021),4,South Australia,2021,,1196,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,46510,Prospect,LGA2021,Local Government Areas (2021),4,South Australia,2021,,5718,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,92,"Other dwelling: Cabin, houseboat",D,Dwellings,47630,Tatiara,LGA2021,Local Government Areas (2021),4,South Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,21,"Semi-detached, row or terrace house, townhouse etc with: One storey",D,Dwellings,47910,Tumby Bay,LGA2021,Local Government Areas (2021),4,South Australia,2021,,59,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,48540,Whyalla,LGA2021,Local Government Areas (2021),4,South Australia,2021,,5029,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_N,Dwelling structure not stated,D,Dwellings,50840,Bridgetown-Greenbushes,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,7,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,33,Flat or apartment: In a four to eight storey block,D,Dwellings,51330,Canning,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,189,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,N_OCC,Unoccupied private dwelling,D,Dwellings,51540,Carnarvon,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,432,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,33,Flat or apartment: In a four to eight storey block,D,Dwellings,51710,Christmas Island,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,5,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,93,"Other dwelling: Improvised home, tent, sleepers out",D,Dwellings,51960,Coolgardie,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,53640,Gnowangerup,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,437,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,31,Flat or apartment: In a one or two storey block,D,Dwellings,54170,Joondalup,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,464,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,22,"Semi-detached, row or terrace house, townhouse etc with: Two or more storeys",D,Dwellings,54550,Kojonup,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,32,Flat or apartment: In a three storey block,D,Dwellings,54830,Kwinana,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,201,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,3,Flat or apartment: Total,D,Dwellings,55320,Melville,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,2067,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,2,"Semi-detached, row or terrace house, townhouse etc with: Total",D,Dwellings,55740,Mosman Park,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,507,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,9,Other dwelling: Total,D,Dwellings,55950,Mukinbudin,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,93,"Other dwelling: Improvised home, tent, sleepers out",D,Dwellings,56300,Nannup,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,56300,Nannup,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,604,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,N_OCC,Unoccupied private dwelling,D,Dwellings,56620,Ngaanyatjarraku,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,164,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,94,"Other dwelling: House or flat attached to a shop, office, etc",D,Dwellings,57140,Pingelly,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,9,Other dwelling: Total,D,Dwellings,57210,Plantagenet,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,24,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_N,Dwelling structure not stated,D,Dwellings,57980,Subiaco,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,4,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,31,Flat or apartment: In a one or two storey block,D,Dwellings,58260,Three Springs,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,22,"Semi-detached, row or terrace house, townhouse etc with: Two or more storeys",D,Dwellings,58610,Wagin,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,32,Flat or apartment: In a three storey block,D,Dwellings,58890,West Arthur,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_N,Dwelling structure not stated,D,Dwellings,59170,Williams,LGA2021,Local Government Areas (2021),5,Western Australia,2021,,5,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,9,Other dwelling: Total,D,Dwellings,61010,Central Highlands (Tas.),LGA2021,Local Government Areas (2021),6,Tasmania,2021,,22,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,3,Flat or apartment: Total,D,Dwellings,61410,Clarence,LGA2021,Local Government Areas (2021),6,Tasmania,2021,,276,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,33,Flat or apartment: In a four to eight storey block,D,Dwellings,62010,Flinders (Tas.),LGA2021,Local Government Areas (2021),6,Tasmania,2021,,0,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,N_OCC,Unoccupied private dwelling,D,Dwellings,62610,Glenorchy,LGA2021,Local Government Areas (2021),6,Tasmania,2021,,1184,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,9,Other dwelling: Total,D,Dwellings,62810,Hobart,LGA2021,Local Government Areas (2021),6,Tasmania,2021,,109,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_T,Total private dwellings,D,Dwellings,62810,Hobart,LGA2021,Local Government Areas (2021),6,Tasmania,2021,,23770,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,31,Flat or apartment: In a one or two storey block,D,Dwellings,63410,King Island,LGA2021,Local Government Areas (2021),6,Tasmania,2021,,4,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,91,Other dwelling: Caravan,D,Dwellings,65210,Tasman,LGA2021,Local Government Areas (2021),6,Tasmania,2021,,7,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,OCC,Total occupied private dwellings,D,Dwellings,71300,East Arnhem,LGA2021,Local Government Areas (2021),7,Northern Territory,2021,,1450,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,11,Separate house,D,Dwellings,79399,Unincorporated NT,LGA2021,Local Government Areas (2021),7,Northern Territory,2021,,1485,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,31,Flat or apartment: In a one or two storey block,D,Dwellings,89399,Unincorporated ACT,LGA2021,Local Government Areas (2021),8,Australian Capital Territory,2021,,5628,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,3,Flat or apartment: Total,D,Dwellings,10500,Bayside (NSW),LGA2021,Local Government Areas (2021),1,New South Wales,2021,,33875,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,21,"Semi-detached, row or terrace house, townhouse etc with: One storey",D,Dwellings,11730,Clarence Valley,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,851,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,35,Flat or apartment: Attached to a house,D,Dwellings,12000,Coolamon,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,6,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,_N,Dwelling structure not stated,D,Dwellings,12850,Fairfield,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,191,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,2,"Semi-detached, row or terrace house, townhouse etc with: Total",D,Dwellings,13310,Goulburn Mulwaree,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,1036,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,33,Flat or apartment: In a four to eight storey block,D,Dwellings,14100,Hunters Hill,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,412,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,9,Other dwelling: Total,D,Dwellings,14350,Kempsey,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,142,
DATAFLOW,ABS:C21_G36_LGA(1.0.0),"Census 2021, G36 Dwelling structure, Local Government Area 2021 (LGA 2021 boundaries)",I,93,"Other dwelling: Improvised home, tent, sleepers out",D,Dwellings,14600,Lachlan,LGA2021,Local Government Areas (2021),1,New South Wales,2021,,0,
