,Year,Lga,PenTotal,CPDTotal,CPCTotal,GrowthTotal,PenBattery,CPDBattery,CPCBattery,GrowthBattery,PenSolar,CPDSolar,CPCSolar,GrowthSolar,PenOther,CPDOther,CPCOther,GrowthOther,BSR
1277,2024,45540.0,15.68141592920354,169.56902654867255,10.813374717832957,1219.9099999999994,0.5132743362831859,4.513274336283186,8.793103448275861,111.36,15.663716814159292,165.05575221238936,10.537457627118643,1108.5499999999995,0.0,0.0,0.0,0.0,0.0327683615819209
1278,2021,45680.0,2.433868289983398,58.987818483674594,24.236241018644836,80351.5642,0.011068068622025456,0.07105700055340343,6.42,7463.32,2.429441062534588,58.9167614831212,24.251158997722097,54363.244199999994,0.0,0.0,0.0,18525.0,0.004555808656036446
1279,2022,45680.0,2.8968452679018526,72.42188532799199,25.000260155574765,80351.5642,0.016524787180771158,1.2250375563345017,74.13333333333334,7463.32,2.886830245368052,71.19684777165749,24.662637467476152,54363.244199999994,0.00400600901352028,0.0,0.0,18525.0,0.00572419774501301
1280,2023,45680.0,2.8868864121413327,75.06711643348352,26.002795301462136,80351.5642,0.02608489447474508,1.2670618923405264,48.57454545454545,7463.32,2.8712354754564857,73.36609675124497,25.552100264288075,54363.244199999994,0.005691249703580745,0.4339577898980318,76.25,18525.0,0.009084902543772711
1281,2024,45680.0,2.920153811354897,106.74482017643066,36.55451975213013,80351.5642,0.040262384076000905,5.651300610721557,140.361797752809,7463.32,2.8975344944582675,87.2640692151097,30.116662763466042,54363.244199999994,0.005881022393123728,13.829450350599412,2351.5384615384614,18525.0,0.013895394223263077
1282,2021,45890.0,1.472962226640159,32.537020477137176,22.089514509380482,247530.232,0.011332007952286283,0.0768389662027833,6.780701754385965,176225.46,1.4662027833001987,32.46026103379722,22.138998372881357,61403.69199999998,0.0,0.0,0.0,9899.999999999998,0.007728813559322034
1283,2022,45890.0,1.758538812785388,47.07053388127854,26.76684389281263,247530.232,0.017168949771689496,3.050593607305936,177.68085106382978,176225.46,1.7499543378995435,41.551227945205476,23.74417837386494,61403.69199999998,0.0009132420091324201,2.4657534246575343,2700.0,9899.999999999998,0.00981108443795011
1284,2023,45890.0,1.7662043095175783,47.76123056791416,27.041735947841552,247530.232,0.0205879787141237,3.075023990229434,149.36016949152543,176225.46,1.7546889993893395,41.93629817674257,23.89956179775281,61403.69199999998,0.002093692750588851,2.747971735147867,1312.5,9899.999999999998,0.011733121209108084
1285,2024,45890.0,1.7836494657500208,94.56928567878738,53.02010708646791,247530.232,0.026671084237554876,48.66861591982109,1824.7708074534164,176225.46,1.7692371407272427,43.291028410502776,24.46875402621723,61403.69199999998,0.001987906899693531,2.6091278058477596,1312.5,9899.999999999998,0.015074906367041199
1286,2021,46090.0,2.1956155143338956,33.12256323777403,15.085775729646697,2288.3668000000002,0.0,0.0,0.0,323.99999999999994,2.1956155143338956,33.12256323777403,15.085775729646697,1964.3668,0.0,0.0,0.0,0.0,0.0
1287,2022,46090.0,2.459375,38.17081875,15.52053621346887,2288.3668000000002,0.009375,1.6875,180.0,323.99999999999994,2.45,36.48331875,14.891150510204081,1964.3668,0.0,0.0,0.0,0.0,0.003826530612244898
1288,2023,46090.0,2.5046153846153847,39.51516615384615,15.776939803439804,2288.3668000000002,0.009230769230769232,1.6615384615384616,180.0,323.99999999999994,2.4953846153846153,37.85362769230769,15.169456226880394,1964.3668,0.0,0.0,0.0,0.0,0.0036991368680641184
1289,2024,46090.0,2.5865834633385334,41.889326053042126,16.194848009650183,2288.3668000000002,0.0093603744149766,1.6848673946957877,180.0,323.99999999999994,2.577223088923557,40.20445865834633,15.599914043583535,1964.3668,0.0,0.0,0.0,0.0,0.0036319612590799033
1290,2021,46300.0,1.2444143534190928,17.85362220717671,14.347007616974972,2921.944,0.006770480704129994,0.033852403520649964,5.0,58.0,1.2376438727149628,17.819769803656058,14.398140043763675,2863.9439999999995,0.0,0.0,0.0,0.0,0.005470459518599562
1291,2022,46300.0,1.3941411451398136,19.91854860186418,14.287325692454631,2921.944,0.011984021304926764,0.05992010652463382,5.0,58.0,1.3821571238348869,19.85862849533955,14.367851637764932,2863.9439999999995,0.0,0.0,0.0,0.0,0.008670520231213872
1292,2023,46300.0,1.4543046357615894,21.828807947019868,15.00979052823315,2921.944,0.013245033112582781,0.06622516556291391,5.0,58.0,1.4410596026490066,21.762582781456953,15.101792279411764,2863.9439999999995,0.0,0.0,0.0,0.0,0.009191176470588236
1293,2024,46300.0,1.5121311475409835,23.01311475409836,15.21899392888118,2921.944,0.02754098360655738,0.15737704918032788,5.714285714285714,58.0,1.4872131147540983,22.85573770491803,15.36816578483245,2863.9439999999995,0.0,0.0,0.0,0.0,0.018518518518518517
