,Year,Lga,Type,TotalCapacity,BatteryCapacity,SolarCapacity,OtherCapacity,TotalDerConnections,BatteryConnections,SolarConnections,OtherConnections,TotalPopulation,PopulationDensity,MedianAge,MedianEquivalisedHouseholdIncome,Certificate,AdvDiploma,BachelorDegree,GraduateDiploma,Postgraduate,TotalDwelling
748,2021,25900.0,RESIDENTIAL,110409.1,2298.0,108109.1,0.0,25498.0,624.0,25104.0,0.0,103438.0,5017.8,38.1,1602.0,9.9,9.9,30.7,4.2,14.0,59798.0
749,2022,25900.0,RESIDENTIAL,217406.72,4036.2,213337.24,31.08,28680.0,904.0,28182.0,6.0,104096.0,5049.7,38.1,1602.0,9.9,9.9,30.7,4.2,14.0,59798.0
750,2023,25900.0,RESIDENTIAL,241164.26,6070.6,235062.38,31.08,31530.0,1198.0,30934.0,6.0,109585.0,5316.0,37.6,1602.0,9.9,9.9,30.7,4.2,14.0,59798.0
751,2024,25900.0,RESIDENTIAL,275252.436,9084.8,266137.156,31.08,35526.0,1632.0,34766.0,6.0,112669.0,5465.6,37.5,1602.0,9.9,9.9,30.7,4.2,14.0,59798.0
752,2021,25990.0,RESIDENTIAL,197301.766,1001.1999999999999,196261.766,40.8,44622.0,164.0,44528.0,12.0,7619.0,2.2,50.3,728.0,22.4,8.1,8.2,1.9,1.9,3671.0
753,2022,25990.0,RESIDENTIAL,236757.866,2503.6,234209.506,10.8,49080.0,438.0,48916.0,6.0,7653.0,2.2,50.6,728.0,22.4,8.1,8.2,1.9,1.9,3671.0
754,2023,25990.0,RESIDENTIAL,268589.778,4534.2,264011.218,10.8,52904.0,850.0,52514.0,6.0,7785.0,2.3,50.8,728.0,22.4,8.1,8.2,1.9,1.9,3671.0
755,2024,25990.0,RESIDENTIAL,308653.824,7029.64,301602.064,10.8,57400.0,1230.0,56884.0,6.0,7958.0,2.3,50.9,728.0,22.4,8.1,8.2,1.9,1.9,3671.0
756,2021,26080.0,RESIDENTIAL,100968.58,351.20000000000005,19587.38,81030.0,4914.0,64.0,4868.0,12.0,3236.0,375.6,62.6,1065.0,13.2,12.4,24.8,5.1,8.4,2682.0
757,2022,26080.0,RESIDENTIAL,25437.92,851.1999999999999,24547.5,39.42,5624.0,164.0,5534.0,6.0,3221.0,373.8,63.8,1065.0,13.2,12.4,24.8,5.1,8.4,2682.0
758,2023,26080.0,RESIDENTIAL,30918.48,1570.8,29308.46,39.42,6316.0,304.0,6148.0,6.0,3238.0,375.8,64.2,1065.0,13.2,12.4,24.8,5.1,8.4,2682.0
759,2024,26080.0,RESIDENTIAL,38155.6,2489.8,35626.58,39.42,7184.0,448.0,6986.0,10.0,3302.0,383.2,64.5,1065.0,13.2,12.4,24.8,5.1,8.4,2682.0
760,2021,26170.0,RESIDENTIAL,291836.57,3228.0,288607.77,0.0,71072.0,386.0,70736.0,6.0,30388.0,9.2,48.9,824.0,23.9,9.1,11.2,2.5,2.9,16154.0
761,2022,26170.0,RESIDENTIAL,348546.58,8002.6,340382.82,60.0,78950.0,1028.0,78038.0,6.0,30708.0,9.3,49.4,824.0,23.9,9.1,11.2,2.5,2.9,16154.0
762,2023,26170.0,RESIDENTIAL,392212.482,10005.4,381794.022,60.0,84888.0,1352.0,83692.0,6.0,30822.0,9.4,49.5,824.0,23.9,9.1,11.2,2.5,2.9,16154.0
763,2024,26170.0,RESIDENTIAL,448280.886,11502.88,436524.866,60.0,91954.0,1646.0,90484.0,6.0,31022.0,9.4,49.9,824.0,23.9,9.1,11.2,2.5,2.9,16154.0
764,2021,26260.0,RESIDENTIAL,72903.01,300.0,72497.61,105.6,16276.0,26.0,16252.0,24.0,16492.0,2.5,46.8,849.0,22.9,8.9,10.8,2.2,2.5,7872.0
765,2022,26260.0,RESIDENTIAL,89592.44,952.0,88535.44,105.6,17808.0,118.0,17750.0,24.0,16401.0,2.5,47.1,849.0,22.9,8.9,10.8,2.2,2.5,7872.0
766,2023,26260.0,RESIDENTIAL,98677.59999999999,1647.6,96925.0,105.6,18906.0,238.0,18822.0,24.0,16468.0,2.5,47.1,849.0,22.9,8.9,10.8,2.2,2.5,7872.0
767,2024,26260.0,RESIDENTIAL,109953.858,2243.8,107604.658,105.6,20184.0,326.0,20088.0,24.0,16525.0,2.5,47.2,849.0,22.9,8.9,10.8,2.2,2.5,7872.0
768,2021,26350.0,RESIDENTIAL,247675.374,3940.6,243732.974,0.0,58660.0,1230.0,57834.0,0.0,106190.0,4139.8,36.7,1672.0,7.3,9.0,34.5,4.1,14.4,57080.0
769,2022,26350.0,RESIDENTIAL,388914.816,7176.2,381737.816,0.0,66018.0,1794.0,65018.0,0.0,106524.0,4152.8,36.4,1672.0,7.3,9.0,34.5,4.1,14.4,57080.0
770,2023,26350.0,RESIDENTIAL,438354.676,10259.2,428097.076,0.0,72246.0,2334.0,71042.0,0.0,111416.0,4343.5,35.6,1672.0,7.3,9.0,34.5,4.1,14.4,57080.0
771,2024,26350.0,RESIDENTIAL,515513.756,15966.8,499549.956,0.0,81076.0,3172.0,79572.0,0.0,114038.0,4445.8,35.5,1672.0,7.3,9.0,34.5,4.1,14.4,57080.0
772,2021,26430.0,RESIDENTIAL,250445.60199999998,1697.0,248748.802,0.0,57584.0,268.0,57414.0,0.0,11368.0,3.4,53.3,804.0,22.0,9.6,10.4,2.2,2.6,5714.0
773,2022,26430.0,RESIDENTIAL,295751.982,3514.6,292237.382,0.0,63296.0,520.0,62968.0,0.0,11515.0,3.5,53.5,804.0,22.0,9.6,10.4,2.2,2.6,5714.0
774,2023,26430.0,RESIDENTIAL,333410.588,4859.6,328431.788,0.0,68050.0,732.0,67578.0,0.0,11579.0,3.5,53.9,804.0,22.0,9.6,10.4,2.2,2.6,5714.0
775,2024,26430.0,RESIDENTIAL,379849.074,6748.6,373049.674,0.0,73448.0,1010.0,72828.0,0.0,11739.0,3.6,53.9,804.0,22.0,9.6,10.4,2.2,2.6,5714.0
776,2021,26490.0,RESIDENTIAL,399248.706,6350.4,311715.306,81184.20000000001,71752.0,1154.0,71154.0,42.0,37648.0,24.2,42.3,1231.0,18.4,11.6,22.5,4.3,6.8,19527.0
777,2022,26490.0,RESIDENTIAL,406538.088,12775.4,393134.02,629.868,82204.0,2246.0,81134.0,102.0,38672.0,24.9,42.5,1231.0,18.4,11.6,22.5,4.3,6.8,19527.0
778,2023,26490.0,RESIDENTIAL,477766.276,20445.2,456693.608,629.868,91296.0,3538.0,89564.0,102.0,39290.0,25.3,42.7,1231.0,18.4,11.6,22.5,4.3,6.8,19527.0
779,2024,26490.0,RESIDENTIAL,578355.364,31823.2,545901.8960000001,629.868,102886.0,5016.0,100688.0,114.0,39928.0,25.7,43.0,1231.0,18.4,11.6,22.5,4.3,6.8,19527.0
780,2021,26610.0,RESIDENTIAL,138736.23,374.9,138361.33,0.0,25829.0,76.0,25794.0,0.0,21381.0,3.5,39.0,877.0,20.3,7.3,8.2,1.6,1.4,8721.0
781,2022,26610.0,RESIDENTIAL,163241.74599999998,726.2,162515.546,0.0,28119.0,143.0,28063.0,0.0,21239.0,3.5,39.2,877.0,20.3,7.3,8.2,1.6,1.4,8721.0
782,2023,26610.0,RESIDENTIAL,175399.986,1324.6,174075.386,0.0,29986.0,204.0,29892.0,0.0,21210.0,3.5,39.2,877.0,20.3,7.3,8.2,1.6,1.4,8721.0
783,2024,26610.0,RESIDENTIAL,196771.06100000002,3128.8,193642.261,0.0,32182.0,312.0,32058.0,0.0,21094.0,3.4,39.2,877.0,20.3,7.3,8.2,1.6,1.4,8721.0
784,2021,26670.0,RESIDENTIAL,208378.49,2764.0,205591.69,0.0,46780.0,470.0,46712.0,0.0,6186.0,0.9,51.8,846.0,25.6,9.2,9.3,2.5,2.1,2891.0
785,2022,26670.0,RESIDENTIAL,227078.68,4003.2,222997.48,0.0,49004.0,604.0,48822.0,0.0,6198.0,0.9,52.3,846.0,25.6,9.2,9.3,2.5,2.1,2891.0
786,2023,26670.0,RESIDENTIAL,239025.38,4777.8,234176.78,0.0,50402.0,674.0,50176.0,0.0,6243.0,0.9,52.4,846.0,25.6,9.2,9.3,2.5,2.1,2891.0
787,2024,26670.0,RESIDENTIAL,262089.038,5922.0,256143.838,0.0,52936.0,772.0,52672.0,0.0,6237.0,0.9,52.8,846.0,25.6,9.2,9.3,2.5,2.1,2891.0
788,2021,26700.0,RESIDENTIAL,251924.214,2029.6,249894.614,0.0,57552.0,210.0,57352.0,0.0,29751.0,8.2,45.3,872.0,23.5,9.8,11.6,2.9,2.8,12952.0
789,2022,26700.0,RESIDENTIAL,291084.392,5218.0,285856.992,0.0,62720.0,526.0,62308.0,0.0,29915.0,8.2,45.5,872.0,23.5,9.8,11.6,2.9,2.8,12952.0
790,2023,26700.0,RESIDENTIAL,327313.492,7622.6,319657.092,0.0,67022.0,782.0,66480.0,0.0,30000.0,8.2,45.7,872.0,23.5,9.8,11.6,2.9,2.8,12952.0
791,2024,26700.0,RESIDENTIAL,380680.556,10219.0,370443.156,0.0,72848.0,1082.0,72126.0,0.0,30169.0,8.3,45.8,872.0,23.5,9.8,11.6,2.9,2.8,12952.0
792,2021,26730.0,RESIDENTIAL,69912.54,269.2,69602.54000000001,40.8,16154.0,44.0,16110.0,18.0,35433.0,293.0,41.7,937.0,22.0,9.2,13.1,2.8,3.5,15223.0
793,2022,26730.0,RESIDENTIAL,87110.168,719.6,86349.768,40.8,18016.0,134.0,17926.0,18.0,35576.0,294.1,42.0,937.0,22.0,9.2,13.1,2.8,3.5,15223.0
794,2023,26730.0,RESIDENTIAL,98975.104,1366.8000000000002,97567.904,40.8,19618.0,264.0,19456.0,18.0,35906.0,296.9,41.9,937.0,22.0,9.2,13.1,2.8,3.5,15223.0
795,2024,26730.0,RESIDENTIAL,117675.752,2453.2,115101.552,121.8,22014.0,444.0,21808.0,20.0,36150.0,298.9,42.0,937.0,22.0,9.2,13.1,2.8,3.5,15223.0
796,2021,26810.0,RESIDENTIAL,432678.98,5759.0,426895.78,0.0,103072.0,584.0,102526.0,6.0,45469.0,4.2,44.4,834.0,24.5,8.4,9.6,2.0,2.2,22151.0
797,2022,26810.0,RESIDENTIAL,502131.344,12571.6,489411.224,60.0,112866.0,1416.0,111550.0,6.0,45818.0,4.2,44.9,834.0,24.5,8.4,9.6,2.0,2.2,22151.0
798,2023,26810.0,RESIDENTIAL,560310.656,15892.0,543961.316,60.0,120658.0,1842.0,118966.0,6.0,46120.0,4.3,45.1,834.0,24.5,8.4,9.6,2.0,2.2,22151.0
799,2024,26810.0,RESIDENTIAL,638189.972,18801.36,619161.232,60.0,130592.0,2272.0,128528.0,6.0,46533.0,4.3,45.4,834.0,24.5,8.4,9.6,2.0,2.2,22151.0
800,2021,26890.0,RESIDENTIAL,144275.574,6241.4,137980.374,54.0,28456.0,792.0,28000.0,12.0,3978.0,0.4,50.8,811.0,20.8,8.1,8.8,1.8,1.5,2085.0
801,2022,26890.0,RESIDENTIAL,163545.876,8315.4,155176.476,54.0,30640.0,1100.0,30066.0,12.0,3943.0,0.4,50.9,811.0,20.8,8.1,8.8,1.8,1.5,2085.0
802,2023,26890.0,RESIDENTIAL,177850.676,9595.8,168202.076,54.0,32288.0,1310.0,31598.0,12.0,3932.0,0.4,50.7,811.0,20.8,8.1,8.8,1.8,1.5,2085.0
803,2024,26890.0,RESIDENTIAL,197481.554,12147.800000000001,185281.154,54.0,34510.0,1744.0,33644.0,12.0,3913.0,0.4,50.6,811.0,20.8,8.1,8.8,1.8,1.5,2085.0
804,2021,26980.0,RESIDENTIAL,749539.938,6626.0,742905.138,0.0,181354.0,2548.0,179450.0,0.0,171077.0,2661.4,39.2,1121.0,10.3,10.1,25.7,3.8,12.2,69511.0
805,2022,26980.0,RESIDENTIAL,914565.67,14826.4,898235.47,0.0,202520.0,3980.0,200050.0,0.0,172607.0,2685.2,39.1,1121.0,10.3,10.1,25.7,3.8,12.2,69511.0
806,2023,26980.0,RESIDENTIAL,1053075.224,23137.6,1029720.784,0.0,219636.0,5346.0,216572.0,0.0,178714.0,2780.2,38.6,1121.0,10.3,10.1,25.7,3.8,12.2,69511.0
807,2024,26980.0,RESIDENTIAL,1267226.414,35628.36,1231520.574,0.0,244320.0,7194.0,240522.0,0.0,183462.0,2854.1,38.3,1121.0,10.3,10.1,25.7,3.8,12.2,69511.0
808,2021,27070.0,RESIDENTIAL,1064655.9456,6229.0,1058402.9456,0.0,226268.0,988.0,225468.0,6.0,231831.0,473.4,35.3,992.0,17.5,10.3,15.2,2.0,6.2,80108.0
809,2022,27070.0,RESIDENTIAL,1298605.9796,14400.0,1283999.5596,79.19999999999999,255926.0,2522.0,253934.0,12.0,237143.0,484.3,35.5,992.0,17.5,10.3,15.2,2.0,6.2,80108.0
810,2023,27070.0,RESIDENTIAL,1475049.4656,19295.2,1455207.3456000001,79.19999999999999,277990.0,3340.0,275360.0,12.0,245013.0,500.3,35.6,992.0,17.5,10.3,15.2,2.0,6.2,80108.0
811,2024,27070.0,RESIDENTIAL,1756039.9575999998,26205.08,1729565.6376,79.19999999999999,314180.0,4308.0,310710.0,18.0,253204.0,517.1,35.7,992.0,17.5,10.3,15.2,2.0,6.2,80108.0
812,2021,27170.0,RESIDENTIAL,266021.64,2902.7999999999997,263118.24,0.0,59796.0,468.0,59654.0,0.0,43207.0,99.8,37.5,972.0,26.2,10.2,10.7,2.6,2.6,17465.0
813,2022,27170.0,RESIDENTIAL,304569.92,5805.6,298755.12,0.0,64652.0,826.0,64232.0,0.0,43716.0,101.0,38.0,972.0,26.2,10.2,10.7,2.6,2.6,17465.0
814,2023,27170.0,RESIDENTIAL,332628.05,7477.8,325117.05,0.0,68078.0,970.0,67556.0,0.0,44269.0,102.2,38.2,972.0,26.2,10.2,10.7,2.6,2.6,17465.0
815,2024,27170.0,RESIDENTIAL,372969.634,9768.0,363185.034,0.0,72680.0,1178.0,72056.0,0.0,44824.0,103.5,38.4,972.0,26.2,10.2,10.7,2.6,2.6,17465.0
816,2021,27260.0,RESIDENTIAL,1193921.708,5539.400000000001,1188248.108,134.4,260514.0,1032.0,260016.0,30.0,296322.0,546.6,32.6,1094.0,14.9,10.4,19.4,2.2,10.8,95935.0
817,2022,27260.0,RESIDENTIAL,1590619.146,15369.8,1575145.386,108.36,297918.0,2826.0,296662.0,30.0,309398.0,570.7,32.9,1094.0,14.9,10.4,19.4,2.2,10.8,95935.0
818,2023,27260.0,RESIDENTIAL,1796944.456,26978.8,1769850.896,108.36,325144.0,5110.0,322418.0,30.0,324061.0,597.8,33.1,1094.0,14.9,10.4,19.4,2.2,10.8,95935.0
819,2024,27260.0,RESIDENTIAL,2134459.72,40839.8,2093511.76,108.36,367990.0,7120.0,364592.0,30.0,337009.0,621.7,33.3,1094.0,14.9,10.4,19.4,2.2,10.8,95935.0
820,2021,27350.0,RESIDENTIAL,215250.506,3375.8,211875.306,0.0,56550.0,616.0,56278.0,0.0,91521.0,4683.3,34.5,1705.0,7.8,7.7,35.0,4.9,16.2,47806.0
821,2022,27350.0,RESIDENTIAL,274347.824,6775.2,267537.824,0.0,63798.0,1242.0,63170.0,0.0,92392.0,4727.8,34.3,1705.0,7.8,7.7,35.0,4.9,16.2,47806.0
822,2023,27350.0,RESIDENTIAL,319545.094,10281.0,309211.694,0.0,69800.0,1886.0,68860.0,0.0,97505.0,4989.5,34.1,1705.0,7.8,7.7,35.0,4.9,16.2,47806.0
823,2024,27350.0,RESIDENTIAL,383995.802,15418.4,368561.002,0.0,77920.0,2662.0,76666.0,0.0,100706.0,5153.3,34.1,1705.0,7.8,7.7,35.0,4.9,16.2,47806.0
824,2021,27450.0,RESIDENTIAL,847581.7,10062.2,837459.7,0.0,204872.0,1220.0,203814.0,0.0,157421.0,63.8,40.1,1080.0,24.3,11.2,14.4,2.9,4.1,59475.0
825,2022,27450.0,RESIDENTIAL,1025709.278,23257.2,1002183.838,0.0,227824.0,3248.0,225022.0,0.0,157467.0,63.8,40.3,1080.0,24.3,11.2,14.4,2.9,4.1,59475.0
826,2023,27450.0,RESIDENTIAL,1171046.404,28448.6,1141368.564,0.0,246230.0,4082.0,242672.0,0.0,158672.0,64.3,40.4,1080.0,24.3,11.2,14.4,2.9,4.1,59475.0
827,2024,27450.0,RESIDENTIAL,1378868.856,36462.96,1341869.616,0.0,270778.0,5066.0,266300.0,0.0,160137.0,64.9,40.5,1080.0,24.3,11.2,14.4,2.9,4.1,59475.0
828,2021,27630.0,RESIDENTIAL,64732.458,332.4,64400.058,0.0,14838.0,36.0,14830.0,0.0,6510.0,0.9,51.9,736.0,21.6,8.2,7.1,1.6,1.2,3389.0
829,2022,27630.0,RESIDENTIAL,80429.682,829.2,79600.482,0.0,15896.0,110.0,15866.0,0.0,6437.0,0.9,52.8,736.0,21.6,8.2,7.1,1.6,1.2,3389.0
830,2023,27630.0,RESIDENTIAL,87698.122,1174.3999999999999,86523.722,0.0,16728.0,162.0,16678.0,0.0,6388.0,0.9,52.9,736.0,21.6,8.2,7.1,1.6,1.2,3389.0
831,2024,27630.0,RESIDENTIAL,98210.842,1625.6,96585.242,0.0,18088.0,218.0,18028.0,0.0,6346.0,0.9,53.0,736.0,21.6,8.2,7.1,1.6,1.2,3389.0
832,2021,29399.0,RESIDENTIAL,152164.18,2188.6,149975.18,0.0,35950.0,238.0,35744.0,6.0,946.0,3.3,31.0,1095.0,15.7,7.0,17.1,2.3,3.1,475.0
833,2022,29399.0,RESIDENTIAL,173271.958,4275.8,168923.158,60.0,39198.0,484.0,38788.0,6.0,961.0,3.4,31.6,1095.0,15.7,7.0,17.1,2.3,3.1,475.0
834,2023,29399.0,RESIDENTIAL,194429.458,5711.2,188546.658,60.0,42018.0,666.0,41458.0,6.0,953.0,3.4,32.9,1095.0,15.7,7.0,17.1,2.3,3.1,475.0
835,2024,29399.0,RESIDENTIAL,224194.148,7459.2,216631.948,60.0,45676.0,876.0,44958.0,6.0,964.0,3.4,33.3,1095.0,15.7,7.0,17.1,2.3,3.1,475.0
836,2021,30300.0,RESIDENTIAL,72053.5,624.0,71430.1,0.0,16391.0,88.0,16383.0,0.0,4378.0,0.1,39.3,911.0,19.6,6.4,9.6,1.4,1.2,1956.0
837,2022,30300.0,RESIDENTIAL,77685.4,780.8,76784.78,120.42,16937.0,104.0,16907.0,18.0,4352.0,0.1,39.1,911.0,19.6,6.4,9.6,1.4,1.2,1956.0
838,2023,30300.0,RESIDENTIAL,82960.1,973.2,81866.48,120.42,17446.0,134.0,17414.0,18.0,4344.0,0.1,39.3,911.0,19.6,6.4,9.6,1.4,1.2,1956.0
839,2024,30300.0,RESIDENTIAL,94941.1,1318.0,93502.68,120.42,18524.0,184.0,18488.0,18.0,4356.0,0.1,39.5,911.0,19.6,6.4,9.6,1.4,1.2,1956.0
840,2021,30370.0,RESIDENTIAL,449089.39400000003,7685.6,441382.994,0.0,90700.0,1372.0,90612.0,0.0,14657.0,0.5,38.0,1080.0,23.7,5.2,7.9,0.9,1.2,6123.0
841,2022,30370.0,RESIDENTIAL,516006.34,10289.0,505422.92,242.22,98374.0,1664.0,98192.0,36.0,14778.0,0.5,38.2,1080.0,23.7,5.2,7.9,0.9,1.2,6123.0
842,2023,30370.0,RESIDENTIAL,571859.934,12898.4,558667.914,242.22,104610.0,1958.0,104372.0,36.0,14917.0,0.5,38.3,1080.0,23.7,5.2,7.9,0.9,1.2,6123.0
843,2024,30370.0,RESIDENTIAL,669708.368,16414.6,653037.948,242.22,114222.0,2362.0,113926.0,36.0,15053.0,0.5,38.9,1080.0,23.7,5.2,7.9,0.9,1.2,6123.0
844,2021,30410.0,RESIDENTIAL,276230.8,5774.0,270413.2,0.0,51056.0,1046.0,50980.0,0.0,2863.0,0.1,43.5,973.0,22.7,5.9,9.2,1.2,1.2,1417.0
845,2022,30410.0,RESIDENTIAL,319798.992,8229.4,311283.772,191.88,55674.0,1258.0,55528.0,12.0,2864.0,0.1,43.5,973.0,22.7,5.9,9.2,1.2,1.2,1417.0
846,2023,30410.0,RESIDENTIAL,358998.552,11414.6,347299.332,191.88,59498.0,1490.0,59326.0,12.0,2893.0,0.1,42.6,973.0,22.7,5.9,9.2,1.2,1.2,1417.0
847,2024,30410.0,RESIDENTIAL,423188.986,15952.359999999999,407017.166,191.88,65348.0,1864.0,65130.0,12.0,2917.0,0.1,42.8,973.0,22.7,5.9,9.2,1.2,1.2,1417.0
848,2021,30450.0,RESIDENTIAL,17860.2,100.0,17760.4,0.0,3246.0,18.0,3246.0,0.0,312.0,0.1,38.7,1258.0,24.1,5.6,7.1,1.9,2.3,160.0
849,2022,30450.0,RESIDENTIAL,20375.4,90.0,20285.4,0.0,3538.0,18.0,3538.0,0.0,315.0,0.1,38.4,1258.0,24.1,5.6,7.1,1.9,2.3,160.0
850,2023,30450.0,RESIDENTIAL,23043.4,90.0,22953.4,0.0,3796.0,18.0,3796.0,0.0,317.0,0.1,38.0,1258.0,24.1,5.6,7.1,1.9,2.3,160.0
851,2024,30450.0,RESIDENTIAL,28343.0,377.59999999999997,27965.399999999998,0.0,4208.0,32.0,4208.0,0.0,317.0,0.1,39.6,1258.0,24.1,5.6,7.1,1.9,2.3,160.0
852,2021,30760.0,RESIDENTIAL,157246.80000000002,3334.8,153890.4,0.0,30424.0,604.0,30394.0,0.0,1918.0,0.1,46.8,817.0,20.4,7.2,7.3,1.6,0.7,987.0
853,2022,30760.0,RESIDENTIAL,179056.2,4359.4,174614.91999999998,29.880000000000003,32864.0,708.0,32798.0,6.0,1934.0,0.1,47.1,817.0,20.4,7.2,7.3,1.6,0.7,987.0
854,2023,30760.0,RESIDENTIAL,199790.84,5725.4,193984.96,29.880000000000003,35016.0,840.0,34940.0,6.0,1953.0,0.1,46.6,817.0,20.4,7.2,7.3,1.6,0.7,987.0
855,2024,30760.0,RESIDENTIAL,229585.03399999999,6664.4,222876.354,29.880000000000003,37900.0,964.0,37812.0,6.0,1969.0,0.1,46.1,817.0,20.4,7.2,7.3,1.6,0.7,987.0
856,2021,30900.0,RESIDENTIAL,5487.6,0.0,5487.6,0.0,948.0,0.0,948.0,0.0,470.0,941.0,35.1,1095.0,22.2,7.2,5.5,3.4,1.4,202.0
857,2022,30900.0,RESIDENTIAL,6403.4,20.0,6363.599999999999,19.799999999999997,1086.0,4.0,1080.0,6.0,474.0,941.0,36.1,1095.0,22.2,7.2,5.5,3.4,1.4,202.0
858,2023,30900.0,RESIDENTIAL,7869.0,30.0,7819.2,19.799999999999997,1218.0,6.0,1212.0,6.0,478.0,941.0,37.2,1095.0,22.2,7.2,5.5,3.4,1.4,202.0
859,2024,30900.0,RESIDENTIAL,9566.8,50.0,9497.0,19.799999999999997,1358.0,8.0,1352.0,6.0,479.0,941.0,38.1,1095.0,22.2,7.2,5.5,3.4,1.4,202.0
860,2021,31000.0,RESIDENTIAL,5878861.83,75619.0,5803165.63,0.0,1236480.0,13112.0,1234682.0,0.0,1262968.0,940.6,35.9,1284.0,14.9,9.7,25.0,3.4,9.7,501707.0
861,2022,31000.0,RESIDENTIAL,6874346.798,121795.4,6749200.212,3165.786,1335374.0,18998.0,1330230.0,472.0,1283432.0,955.8,36.0,1284.0,14.9,9.7,25.0,3.4,9.7,501707.0
862,2023,31000.0,RESIDENTIAL,7668303.364,174085.2,7490703.558,3140.706,1413082.0,25532.0,1404956.0,468.0,1323481.0,985.7,35.7,1284.0,14.9,9.7,25.0,3.4,9.7,501707.0
863,2024,31000.0,RESIDENTIAL,8854481.790000001,269531.196,8581456.988,3140.706,1516878.0,36578.0,1504656.0,552.0,1355640.0,1009.6,35.7,1284.0,14.9,9.7,25.0,3.4,9.7,501707.0
864,2021,31750.0,RESIDENTIAL,79490.4,703.2,78787.2,0.0,22716.0,72.0,22716.0,0.0,342.0,15.4,36.5,1156.0,32.0,6.1,5.0,1.4,1.1,146.0
865,2022,31750.0,RESIDENTIAL,81607.0,703.2,80903.8,0.0,22978.0,72.0,22978.0,0.0,343.0,15.4,36.2,1156.0,32.0,6.1,5.0,1.4,1.1,146.0
866,2023,31750.0,RESIDENTIAL,82009.59999999999,703.2,81306.4,0.0,23044.0,72.0,23044.0,0.0,346.0,15.4,37.0,1156.0,32.0,6.1,5.0,1.4,1.1,146.0
867,2024,31750.0,RESIDENTIAL,85524.8,703.2,84821.6,0.0,23378.0,72.0,23378.0,0.0,347.0,15.4,37.8,1156.0,32.0,6.1,5.0,1.4,1.1,146.0
868,2021,31820.0,RESIDENTIAL,909593.9940000001,16055.8,893542.9940000001,0.0,196534.0,2884.0,196290.0,0.0,100095.0,15.6,47.1,742.0,25.3,7.0,8.7,1.4,1.6,42650.0
869,2022,31820.0,RESIDENTIAL,1052695.046,22522.0,1029379.836,797.61,213282.0,3678.0,212620.0,114.0,102070.0,15.9,47.6,742.0,25.3,7.0,8.7,1.4,1.6,42650.0
870,2023,31820.0,RESIDENTIAL,1175515.878,29776.8,1144956.828,787.25,226818.0,4558.0,225862.0,112.0,104168.0,16.2,47.6,742.0,25.3,7.0,8.7,1.4,1.6,42650.0
871,2024,31820.0,RESIDENTIAL,1379028.592,43666.196,1334575.668,766.53,246362.0,5896.0,245030.0,116.0,106146.0,16.5,47.5,742.0,25.3,7.0,8.7,1.4,1.6,42650.0
872,2021,31900.0,RESIDENTIAL,233385.0,5710.8,227653.4,0.0,43162.0,886.0,43042.0,0.0,16836.0,3.3,45.4,891.0,24.5,5.6,7.3,0.9,0.9,7471.0
873,2022,31900.0,RESIDENTIAL,276130.546,7848.599999999999,268243.406,0.0,47654.0,1110.0,47464.0,0.0,16868.0,3.3,45.9,891.0,24.5,5.6,7.3,0.9,0.9,7471.0
874,2023,31900.0,RESIDENTIAL,313087.766,10190.4,302855.626,0.0,51266.0,1290.0,51036.0,0.0,17019.0,3.4,45.8,891.0,24.5,5.6,7.3,0.9,0.9,7471.0
875,2024,31900.0,RESIDENTIAL,381997.282,14388.96,367367.542,0.0,57294.0,1652.0,57008.0,0.0,17204.0,3.4,45.9,891.0,24.5,5.6,7.3,0.9,0.9,7471.0
876,2021,31950.0,RESIDENTIAL,2418.0,0.0,2418.0,0.0,392.0,0.0,392.0,0.0,430.0,99.9,36.3,991.0,19.8,5.1,3.7,2.3,2.3,190.0
877,2022,31950.0,RESIDENTIAL,3022.6000000000004,20.0,2982.8,19.799999999999997,490.0,4.0,484.0,6.0,432.0,99.9,37.4,991.0,19.8,5.1,3.7,2.3,2.3,190.0
878,2023,31950.0,RESIDENTIAL,3336.0,30.0,3286.2,19.799999999999997,512.0,6.0,506.0,6.0,438.0,99.9,38.3,991.0,19.8,5.1,3.7,2.3,2.3,190.0
879,2024,31950.0,RESIDENTIAL,3722.8,50.0,3653.0,19.799999999999997,540.0,8.0,534.0,6.0,444.0,99.9,38.5,991.0,19.8,5.1,3.7,2.3,2.3,190.0
880,2021,32080.0,RESIDENTIAL,846198.842,18631.4,827557.842,0.0,149880.0,2822.0,149656.0,0.0,169250.0,100.2,39.0,1012.0,23.7,9.8,13.4,2.2,3.6,66737.0
881,2022,32080.0,RESIDENTIAL,1018433.732,26611.0,989805.4,1983.132,167238.0,3522.0,166700.0,186.0,171985.0,101.8,39.3,1012.0,23.7,9.8,13.4,2.2,3.6,66737.0
882,2023,32080.0,RESIDENTIAL,1161366.098,35968.0,1123346.566,1983.132,180474.0,4200.0,179862.0,186.0,175397.0,103.8,39.4,1012.0,23.7,9.8,13.4,2.2,3.6,66737.0
883,2024,32080.0,RESIDENTIAL,1391537.27,54851.0,1334674.938,1983.132,198838.0,5764.0,197932.0,198.0,178104.0,105.4,39.5,1012.0,23.7,9.8,13.4,2.2,3.6,66737.0
884,2021,32250.0,RESIDENTIAL,90043.096,2136.4,87883.496,0.0,16136.0,370.0,16094.0,0.0,2158.0,6.3,35.2,937.0,22.0,5.0,5.9,1.2,1.0,891.0
