,Year,Lga,Type,TotalCapacity,BatteryCapacity,SolarCapacity,OtherCapacity,TotalDerConnections,BatteryConnections,SolarConnections,OtherConnections,TotalBusinesses,PrimaryIndustry,SecondaryIndustry,TertiaryIndustry,QuaternaryIndustry,SmallBusinesses,MediumBusinesses,LargeBusinesses
0,2021,10050.0,BUSINESS,75042.76,6.0,75036.76,0.0,4076.0,6.0,4070.0,0.0,4711.0,252.0,1219.0,2759.0,475.0,2717.0,1855.0,139.0
1,2022,10050.0,BUSINESS,84386.78,90.0,84201.92,94.86,4382.0,12.0,4358.0,12.0,4995.0,258.0,1308.0,2912.0,510.0,2830.0,2014.0,155.0
2,2023,10050.0,BUSINESS,90985.83,294.0,90596.97,94.86,4578.0,28.0,4544.0,12.0,5127.0,259.0,1358.0,2978.0,527.0,2876.0,2087.0,164.0
3,2024,10050.0,BUSINESS,96094.93,434.6,95565.47,94.86,4846.0,38.0,4802.0,12.0,5215.0,256.0,1383.0,3048.0,542.0,2861.0,2184.0,175.0
4,2021,10180.0,BUSINESS,37060.2,96.0,36964.2,0.0,2464.0,18.0,2464.0,0.0,2785.0,869.0,423.0,1245.0,248.0,1729.0,995.0,61.0
5,2022,10180.0,BUSINESS,36620.6,96.0,36524.6,0.0,2432.0,18.0,2432.0,0.0,2899.0,889.0,438.0,1296.0,256.0,1668.0,1162.0,67.0
6,2023,10180.0,BUSINESS,36730.4,96.0,36634.4,0.0,2422.0,18.0,2422.0,0.0,2900.0,859.0,443.0,1337.0,261.0,1599.0,1218.0,83.0
7,2024,10180.0,BUSINESS,37301.0,96.0,37205.0,0.0,2430.0,18.0,2430.0,0.0,2911.0,861.0,440.0,1333.0,263.0,1607.0,1210.0,81.0
8,2021,10250.0,BUSINESS,63233.8,480.0,62753.8,0.0,4358.0,60.0,4352.0,0.0,4719.0,607.0,1128.0,2457.0,525.0,2868.0,1769.0,82.0
9,2022,10250.0,BUSINESS,62909.0,500.0,62409.0,0.0,4344.0,64.0,4338.0,0.0,4925.0,608.0,1175.0,2581.0,558.0,2911.0,1920.0,93.0
10,2023,10250.0,BUSINESS,62954.2,510.0,62444.2,0.0,4338.0,66.0,4332.0,0.0,5052.0,592.0,1256.0,2638.0,565.0,2956.0,2003.0,93.0
11,2024,10250.0,BUSINESS,62944.2,486.0,62458.2,0.0,4286.0,60.0,4280.0,0.0,5178.0,578.0,1270.0,2745.0,588.0,3026.0,2046.0,109.0
12,2021,10300.0,BUSINESS,50643.21,60.0,50583.21,0.0,1586.0,6.0,1586.0,0.0,318.0,169.0,41.0,97.0,10.0,126.0,177.0,15.0
13,2022,10300.0,BUSINESS,59970.174,60.0,59910.174,0.0,1818.0,6.0,1818.0,0.0,331.0,177.0,42.0,110.0,11.0,135.0,167.0,19.0
14,2023,10300.0,BUSINESS,66744.974,60.0,66684.974,0.0,1964.0,6.0,1964.0,0.0,323.0,169.0,44.0,100.0,9.0,132.0,170.0,21.0
15,2024,10300.0,BUSINESS,72985.374,60.0,72925.374,0.0,2060.0,6.0,2060.0,0.0,336.0,176.0,46.0,109.0,14.0,128.0,184.0,17.0
16,2021,10470.0,BUSINESS,60845.4,120.0,60725.4,0.0,3362.0,24.0,3362.0,0.0,3583.0,699.0,872.0,1714.0,297.0,2110.0,1388.0,85.0
17,2022,10470.0,BUSINESS,58852.0,120.0,58732.0,0.0,3344.0,24.0,3344.0,0.0,3767.0,722.0,905.0,1830.0,310.0,2127.0,1554.0,89.0
18,2023,10470.0,BUSINESS,57872.8,120.0,57752.8,0.0,3320.0,24.0,3320.0,0.0,3861.0,713.0,953.0,1861.0,333.0,2117.0,1631.0,113.0
19,2024,10470.0,BUSINESS,58948.6,120.0,58828.6,0.0,3346.0,24.0,3346.0,0.0,3870.0,695.0,946.0,1889.0,331.0,2087.0,1669.0,107.0
20,2021,10500.0,BUSINESS,136044.08,7106.0,119938.08,9000.0,4318.0,68.0,4294.0,12.0,17668.0,58.0,3851.0,11618.0,2124.0,11640.0,5460.0,568.0
21,2022,10500.0,BUSINESS,142414.41999999998,7124.4,126123.1,9166.92,4646.0,72.0,4598.0,36.0,18332.0,60.0,4096.0,11855.0,2290.0,11800.0,5925.0,601.0
22,2023,10500.0,BUSINESS,148503.86,7124.4,132212.54,9166.92,4846.0,72.0,4798.0,36.0,18843.0,59.0,4143.0,12245.0,2379.0,11667.0,6496.0,680.0
23,2024,10500.0,BUSINESS,162114.62,7154.4,145793.3,9166.92,5364.0,78.0,5306.0,40.0,19596.0,62.0,4346.0,12723.0,2447.0,11964.0,6911.0,720.0
24,2021,10550.0,BUSINESS,26108.6,308.4,25800.2,0.0,2356.0,36.0,2332.0,0.0,3159.0,548.0,778.0,1540.0,287.0,1878.0,1235.0,46.0
25,2022,10550.0,BUSINESS,26435.399999999998,308.4,26127.0,0.0,2366.0,36.0,2342.0,0.0,3263.0,555.0,819.0,1595.0,300.0,1884.0,1343.0,39.0
26,2023,10550.0,BUSINESS,26630.079999999998,308.4,26321.68,0.0,2374.0,36.0,2350.0,0.0,3376.0,553.0,868.0,1627.0,321.0,1864.0,1459.0,53.0
27,2024,10550.0,BUSINESS,27774.28,414.4,27359.079999999998,0.0,2424.0,60.0,2376.0,0.0,3422.0,558.0,877.0,1636.0,332.0,1909.0,1448.0,62.0
28,2021,10600.0,BUSINESS,38703.6,114.0,38589.6,0.0,2288.0,18.0,2282.0,0.0,1261.0,298.0,247.0,579.0,135.0,816.0,433.0,12.0
29,2022,10600.0,BUSINESS,38465.4,114.0,38351.4,0.0,2288.0,18.0,2282.0,0.0,1325.0,295.0,246.0,631.0,149.0,841.0,474.0,16.0
30,2023,10600.0,BUSINESS,38604.8,114.0,38490.8,0.0,2296.0,18.0,2290.0,0.0,1339.0,295.0,263.0,624.0,156.0,842.0,479.0,18.0
31,2024,10600.0,BUSINESS,38865.2,114.0,38751.2,0.0,2300.0,18.0,2294.0,0.0,1344.0,300.0,269.0,631.0,138.0,856.0,478.0,17.0
32,2021,10650.0,BUSINESS,128899.34,0.0,72199.34,56700.0,3685.0,0.0,3679.0,6.0,936.0,362.0,149.0,384.0,45.0,483.0,430.0,23.0
33,2022,10650.0,BUSINESS,138210.333,0.0,81510.333,56700.0,4005.0,0.0,3999.0,6.0,969.0,365.0,154.0,402.0,46.0,481.0,451.0,29.0
34,2023,10650.0,BUSINESS,142039.833,0.0,85339.833,56700.0,4150.0,0.0,4144.0,6.0,981.0,364.0,156.0,413.0,48.0,469.0,477.0,35.0
35,2024,10650.0,BUSINESS,151816.443,40.0,95076.443,56700.0,4382.0,4.0,4374.0,6.0,996.0,360.0,162.0,419.0,48.0,480.0,483.0,35.0
36,2021,10750.0,BUSINESS,103670.0,0.0,102226.4,1443.6000000000001,6982.0,0.0,6952.0,30.0,27248.0,160.0,6207.0,17820.0,3042.0,17954.0,8451.0,843.0
37,2022,10750.0,BUSINESS,117817.84,0.0,116374.24,1443.6000000000001,7160.0,0.0,7130.0,30.0,29635.0,170.0,6767.0,19268.0,3420.0,19509.0,9206.0,916.0
38,2023,10750.0,BUSINESS,139133.26,0.0,137136.66,1996.6000000000001,7598.0,0.0,7548.0,50.0,31510.0,169.0,6989.0,20589.0,3740.0,20145.0,10350.0,1015.0
39,2024,10750.0,BUSINESS,196721.66,0.0,194945.06,1776.6000000000001,7992.0,0.0,7944.0,48.0,33878.0,162.0,7149.0,22529.0,4041.0,21588.0,11192.0,1090.0
40,2021,10800.0,BUSINESS,31463.399999999998,0.0,31463.399999999998,0.0,1976.0,0.0,1976.0,0.0,797.0,397.0,87.0,286.0,25.0,352.0,434.0,12.0
41,2022,10800.0,BUSINESS,31409.28,0.0,31409.28,0.0,1962.0,0.0,1962.0,0.0,837.0,419.0,91.0,296.0,28.0,355.0,459.0,23.0
42,2023,10800.0,BUSINESS,31332.88,10.0,31322.88,0.0,1960.0,2.0,1960.0,0.0,832.0,420.0,95.0,293.0,20.0,343.0,466.0,23.0
43,2024,10800.0,BUSINESS,31605.68,30.0,31575.68,0.0,1964.0,6.0,1964.0,0.0,838.0,430.0,103.0,286.0,25.0,331.0,481.0,24.0
44,2021,10850.0,BUSINESS,46790.6,60.0,46730.6,0.0,2430.0,12.0,2430.0,0.0,791.0,358.0,142.0,243.0,50.0,489.0,292.0,10.0
45,2022,10850.0,BUSINESS,44798.6,60.0,44738.6,0.0,2416.0,12.0,2416.0,0.0,866.0,383.0,149.0,275.0,52.0,516.0,346.0,13.0
46,2023,10850.0,BUSINESS,43792.0,60.0,43732.0,0.0,2390.0,12.0,2390.0,0.0,855.0,364.0,146.0,294.0,52.0,492.0,342.0,21.0
47,2024,10850.0,BUSINESS,44820.8,60.0,44760.8,0.0,2408.0,12.0,2408.0,0.0,880.0,387.0,143.0,286.0,50.0,531.0,324.0,18.0
48,2021,10900.0,BUSINESS,20690.8,0.0,20690.8,0.0,2102.0,0.0,2102.0,0.0,5512.0,63.0,1257.0,3170.0,1016.0,3592.0,1872.0,48.0
49,2022,10900.0,BUSINESS,21944.96,0.0,21944.96,0.0,2122.0,0.0,2122.0,0.0,5688.0,64.0,1294.0,3294.0,1036.0,3655.0,1980.0,56.0
50,2023,10900.0,BUSINESS,23941.76,0.0,23935.76,6.0,2232.0,0.0,2220.0,12.0,5663.0,59.0,1298.0,3278.0,1019.0,3460.0,2144.0,59.0
51,2024,10900.0,BUSINESS,32080.56,0.0,32074.56,6.0,2314.0,0.0,2302.0,12.0,5686.0,73.0,1311.0,3252.0,1049.0,3406.0,2209.0,73.0
52,2021,10950.0,BUSINESS,11341.8,30.0,11311.8,0.0,802.0,6.0,802.0,0.0,432.0,244.0,40.0,141.0,9.0,265.0,161.0,8.0
53,2022,10950.0,BUSINESS,11349.8,30.0,11319.8,0.0,800.0,6.0,800.0,0.0,428.0,250.0,31.0,141.0,8.0,209.0,205.0,15.0
54,2023,10950.0,BUSINESS,11383.8,30.0,11353.8,0.0,808.0,6.0,808.0,0.0,449.0,253.0,39.0,142.0,13.0,220.0,215.0,14.0
55,2024,10950.0,BUSINESS,11932.0,30.0,11902.0,0.0,824.0,6.0,824.0,0.0,451.0,257.0,37.0,149.0,10.0,221.0,217.0,6.0
56,2021,11150.0,BUSINESS,7217.6,30.0,7187.6,0.0,770.0,6.0,770.0,0.0,297.0,124.0,45.0,113.0,11.0,153.0,138.0,4.0
57,2022,11150.0,BUSINESS,7778.0,30.0,7748.0,0.0,788.0,6.0,788.0,0.0,317.0,137.0,42.0,123.0,8.0,137.0,172.0,8.0
58,2023,11150.0,BUSINESS,8205.2,30.0,8175.200000000001,0.0,816.0,6.0,816.0,0.0,333.0,137.0,57.0,131.0,10.0,155.0,169.0,9.0
59,2024,11150.0,BUSINESS,8922.8,30.0,8892.8,0.0,876.0,6.0,876.0,0.0,337.0,139.0,59.0,123.0,17.0,159.0,176.0,4.0
60,2021,11200.0,BUSINESS,45332.6,0.0,45332.6,0.0,1138.0,0.0,1138.0,0.0,126.0,75.0,4.0,44.0,3.0,72.0,54.0,0.0
61,2022,11200.0,BUSINESS,31092.2,36.0,31056.2,0.0,1158.0,2.0,1158.0,0.0,121.0,72.0,3.0,39.0,3.0,54.0,62.0,0.0
62,2023,11200.0,BUSINESS,31786.0,247.2,31538.8,0.0,1184.0,14.0,1178.0,0.0,129.0,77.0,4.0,44.0,5.0,62.0,66.0,0.0
63,2024,11200.0,BUSINESS,32409.6,285.6,32124.0,0.0,1236.0,18.0,1230.0,0.0,136.0,74.0,4.0,43.0,7.0,60.0,79.0,3.0
64,2021,11250.0,BUSINESS,12032.8,60.0,11972.8,0.0,1004.0,6.0,1004.0,0.0,939.0,147.0,202.0,531.0,56.0,509.0,409.0,21.0
65,2022,11250.0,BUSINESS,12025.6,60.0,11965.6,0.0,1000.0,6.0,1000.0,0.0,947.0,146.0,215.0,546.0,53.0,493.0,440.0,18.0
66,2023,11250.0,BUSINESS,12046.8,60.0,11986.8,0.0,1002.0,6.0,1002.0,0.0,935.0,137.0,195.0,556.0,49.0,463.0,445.0,27.0
67,2024,11250.0,BUSINESS,12046.8,60.0,11986.8,0.0,1002.0,6.0,1002.0,0.0,944.0,129.0,201.0,563.0,48.0,448.0,460.0,28.0
68,2021,11300.0,BUSINESS,26066.8,0.0,26066.8,0.0,1020.0,0.0,1020.0,0.0,5163.0,21.0,927.0,3540.0,672.0,3332.0,1728.0,103.0
69,2022,11300.0,BUSINESS,26200.15,0.0,26200.15,0.0,1032.0,0.0,1032.0,0.0,5281.0,21.0,976.0,3582.0,708.0,3383.0,1778.0,116.0
70,2023,11300.0,BUSINESS,27945.35,0.0,27945.35,0.0,1058.0,0.0,1058.0,0.0,5359.0,22.0,982.0,3633.0,720.0,3345.0,1907.0,107.0
71,2024,11300.0,BUSINESS,29176.35,60.0,29116.95,0.0,1106.0,6.0,1106.0,0.0,5483.0,23.0,958.0,3755.0,757.0,3341.0,2040.0,100.0
72,2021,11350.0,BUSINESS,67884.0,426.0,67458.0,0.0,4788.0,48.0,4788.0,0.0,5368.0,379.0,1060.0,3182.0,737.0,3241.0,2036.0,91.0
73,2022,11350.0,BUSINESS,67687.2,446.0,67241.2,0.0,4772.0,52.0,4772.0,0.0,5768.0,376.0,1129.0,3434.0,813.0,3362.0,2280.0,127.0
74,2023,11350.0,BUSINESS,67676.2,456.0,67220.2,0.0,4758.0,54.0,4758.0,0.0,5888.0,365.0,1177.0,3484.0,850.0,3313.0,2445.0,130.0
75,2024,11350.0,BUSINESS,67927.6,456.0,67471.6,0.0,4716.0,54.0,4716.0,0.0,6048.0,365.0,1212.0,3548.0,906.0,3374.0,2539.0,131.0
76,2021,11400.0,BUSINESS,105317.40000000001,120.0,105197.40000000001,0.0,6296.0,24.0,6296.0,0.0,1849.0,872.0,300.0,579.0,98.0,1135.0,691.0,23.0
77,2022,11400.0,BUSINESS,103498.0,140.0,103358.0,0.0,6282.0,28.0,6278.0,0.0,1974.0,898.0,336.0,608.0,119.0,1139.0,806.0,28.0
78,2023,11400.0,BUSINESS,102946.59999999999,150.0,102796.59999999999,0.0,6266.0,30.0,6260.0,0.0,2042.0,919.0,356.0,649.0,115.0,1155.0,861.0,26.0
79,2024,11400.0,BUSINESS,107033.6,150.0,106883.6,0.0,6318.0,30.0,6312.0,0.0,2019.0,892.0,357.0,663.0,115.0,1139.0,851.0,29.0
80,2021,11450.0,BUSINESS,19927.86,0.0,19927.86,0.0,1688.0,0.0,1688.0,0.0,8716.0,204.0,2630.0,4945.0,934.0,5054.0,3419.0,243.0
81,2022,11450.0,BUSINESS,22614.18,0.0,22614.18,0.0,1758.0,0.0,1758.0,0.0,9584.0,210.0,2858.0,5486.0,1021.0,5503.0,3813.0,272.0
82,2023,11450.0,BUSINESS,23385.02,0.0,23385.02,0.0,1808.0,0.0,1808.0,0.0,10340.0,212.0,3037.0,5966.0,1118.0,5791.0,4226.0,323.0
83,2024,11450.0,BUSINESS,34885.04,0.0,34885.04,0.0,1940.0,0.0,1940.0,0.0,11020.0,216.0,3096.0,6458.0,1243.0,5977.0,4694.0,349.0
84,2021,11500.0,BUSINESS,35271.26,0.0,35265.66,5.6,3242.0,0.0,3226.0,16.0,10660.0,77.0,2577.0,6980.0,1016.0,6903.0,3468.0,289.0
85,2022,11500.0,BUSINESS,41544.74,0.0,40956.34,588.4,3382.0,0.0,3350.0,32.0,11444.0,75.0,2875.0,7372.0,1108.0,7431.0,3697.0,308.0
86,2023,11500.0,BUSINESS,44810.0,0.0,43778.6,1031.4,3494.0,0.0,3452.0,42.0,11896.0,72.0,2934.0,7740.0,1141.0,7580.0,3932.0,384.0
87,2024,11500.0,BUSINESS,62294.42,0.0,61263.02,1031.4,3766.0,0.0,3724.0,42.0,12367.0,75.0,3015.0,8055.0,1223.0,7732.0,4232.0,407.0
88,2021,11520.0,BUSINESS,72741.8,0.0,69621.8,3120.0,1466.0,0.0,1460.0,6.0,11342.0,48.0,1975.0,7431.0,1874.0,7128.0,3957.0,257.0
89,2022,11520.0,BUSINESS,73142.44,0.0,70022.44,3120.0,1518.0,0.0,1512.0,6.0,11596.0,56.0,2027.0,7514.0,1995.0,7178.0,4159.0,260.0
90,2023,11520.0,BUSINESS,74982.24,0.0,71862.24,3120.0,1554.0,0.0,1548.0,6.0,11652.0,59.0,2006.0,7597.0,1977.0,6965.0,4383.0,304.0
91,2024,11520.0,BUSINESS,79444.64,260.0,76065.24,3120.0,1694.0,10.0,1688.0,6.0,11848.0,50.0,2036.0,7735.0,2020.0,6885.0,4626.0,340.0
92,2021,11570.0,BUSINESS,228276.18,3529.6,224746.58,0.0,9334.0,50.0,9322.0,0.0,38409.0,124.0,10449.0,24534.0,3270.0,25941.0,11525.0,943.0
93,2022,11570.0,BUSINESS,245069.66999999998,3609.6,241052.55,407.52,9670.0,54.0,9646.0,12.0,40475.0,119.0,11152.0,25670.0,3510.0,27214.0,12260.0,995.0
94,2023,11570.0,BUSINESS,259856.67,3609.6,255836.55,410.52,9968.0,54.0,9938.0,18.0,41102.0,111.0,11201.0,26102.0,3662.0,26427.0,13556.0,1119.0
95,2024,11570.0,BUSINESS,298093.07,3686.7999999999997,293995.95,410.52,10514.0,62.0,10476.0,18.0,42747.0,103.0,11399.0,27459.0,3754.0,26939.0,14522.0,1282.0
96,2021,11600.0,BUSINESS,64474.0,360.0,64114.0,0.0,2856.0,18.0,2856.0,0.0,425.0,247.0,37.0,131.0,8.0,185.0,227.0,13.0
97,2022,11600.0,BUSINESS,64416.08,360.0,64056.08,0.0,2846.0,18.0,2846.0,0.0,431.0,244.0,41.0,132.0,5.0,174.0,251.0,7.0
98,2023,11600.0,BUSINESS,64426.68,360.0,64066.68,0.0,2850.0,18.0,2850.0,0.0,429.0,239.0,47.0,137.0,6.0,163.0,234.0,32.0
99,2024,11600.0,BUSINESS,65123.08,360.0,64763.08,0.0,2858.0,18.0,2858.0,0.0,440.0,247.0,45.0,130.0,6.0,175.0,247.0,30.0
100,2021,11650.0,BUSINESS,171656.65,3699.4,167956.85,0.0,6274.0,74.0,6256.0,0.0,24481.0,555.0,7079.0,13652.0,3179.0,14398.0,9632.0,451.0
101,2022,11650.0,BUSINESS,183061.948,3945.4,179056.56,59.988,6616.0,90.0,6582.0,6.0,25654.0,560.0,7420.0,14272.0,3390.0,14834.0,10289.0,527.0
102,2023,11650.0,BUSINESS,204278.008,4103.4,200114.41999999998,59.988,6956.0,100.0,6920.0,6.0,26266.0,576.0,7587.0,14655.0,3424.0,14572.0,11106.0,588.0
103,2024,11650.0,BUSINESS,219557.308,4533.4,214963.32,59.988,7304.0,130.0,7268.0,6.0,26735.0,571.0,7681.0,14990.0,3479.0,14632.0,11472.0,631.0
104,2021,11700.0,BUSINESS,23908.0,90.0,23818.0,0.0,1730.0,12.0,1730.0,0.0,173.0,115.0,15.0,40.0,3.0,84.0,87.0,0.0
105,2022,11700.0,BUSINESS,23820.600000000002,90.0,23730.600000000002,0.0,1716.0,12.0,1716.0,0.0,198.0,121.0,19.0,50.0,3.0,82.0,111.0,3.0
106,2023,11700.0,BUSINESS,23875.8,90.0,23785.8,0.0,1726.0,12.0,1726.0,0.0,206.0,130.0,16.0,55.0,4.0,92.0,112.0,3.0
107,2024,11700.0,BUSINESS,24220.4,90.0,24130.4,0.0,1746.0,12.0,1746.0,0.0,197.0,120.0,14.0,53.0,5.0,90.0,109.0,3.0
108,2021,11720.0,BUSINESS,309746.45,1734.6,281936.25,26076.0,9460.0,96.0,9418.0,12.0,3070.0,301.0,783.0,1674.0,308.0,1854.0,1145.0,71.0
109,2022,11720.0,BUSINESS,313010.108,1824.6,297533.3,13652.807999999999,9964.0,102.0,9904.0,24.0,3317.0,314.0,861.0,1823.0,323.0,1932.0,1307.0,75.0
110,2023,11720.0,BUSINESS,341736.148,1942.6,326141.34,13652.807999999999,10470.0,108.0,10410.0,24.0,3416.0,326.0,890.0,1875.0,324.0,1930.0,1398.0,88.0
111,2024,11720.0,BUSINESS,368546.848,2765.0,352129.64,13652.807999999999,11088.0,144.0,11020.0,24.0,3486.0,325.0,879.0,1946.0,326.0,1963.0,1432.0,92.0
112,2021,11730.0,BUSINESS,73519.22,288.0,73231.22,0.0,4840.0,54.0,4828.0,0.0,4041.0,1078.0,862.0,1859.0,242.0,2491.0,1489.0,61.0
113,2022,11730.0,BUSINESS,72382.8,288.0,72094.8,0.0,4834.0,54.0,4822.0,0.0,4239.0,1103.0,919.0,1955.0,275.0,2591.0,1572.0,76.0
114,2023,11730.0,BUSINESS,72865.6,288.0,72577.6,0.0,4856.0,54.0,4844.0,0.0,4282.0,1111.0,974.0,1911.0,285.0,2537.0,1668.0,77.0
115,2024,11730.0,BUSINESS,73191.2,288.0,72903.2,0.0,4850.0,54.0,4838.0,0.0,4322.0,1102.0,982.0,1928.0,303.0,2496.0,1742.0,78.0
116,2021,11750.0,BUSINESS,17587.2,30.0,17557.2,0.0,1144.0,6.0,1144.0,0.0,450.0,177.0,75.0,184.0,17.0,247.0,197.0,7.0
117,2022,11750.0,BUSINESS,17568.68,30.0,17538.68,0.0,1142.0,6.0,1142.0,0.0,465.0,186.0,80.0,173.0,23.0,232.0,217.0,8.0
118,2023,11750.0,BUSINESS,17603.28,30.0,17573.28,0.0,1150.0,6.0,1150.0,0.0,465.0,190.0,76.0,176.0,21.0,243.0,212.0,11.0
119,2024,11750.0,BUSINESS,18163.48,30.0,18133.48,0.0,1166.0,6.0,1166.0,0.0,465.0,195.0,80.0,171.0,21.0,254.0,199.0,14.0
120,2021,11800.0,BUSINESS,56289.42,174.0,56115.42,0.0,3506.0,30.0,3500.0,0.0,6173.0,640.0,1510.0,3387.0,630.0,3450.0,2589.0,134.0
121,2022,11800.0,BUSINESS,55233.6,204.0,55029.6,0.0,3522.0,36.0,3510.0,0.0,6459.0,643.0,1611.0,3536.0,655.0,3534.0,2779.0,150.0
122,2023,11800.0,BUSINESS,55381.200000000004,204.0,55177.200000000004,0.0,3532.0,36.0,3520.0,0.0,6600.0,620.0,1668.0,3617.0,690.0,3510.0,2929.0,161.0
123,2024,11800.0,BUSINESS,55788.4,204.0,55584.4,0.0,3542.0,36.0,3530.0,0.0,6705.0,607.0,1665.0,3739.0,679.0,3516.0,3003.0,188.0
124,2021,12000.0,BUSINESS,42010.799999999996,120.0,41890.799999999996,0.0,2572.0,12.0,2572.0,0.0,394.0,202.0,61.0,123.0,9.0,176.0,210.0,8.0
125,2022,12000.0,BUSINESS,42251.8,120.0,42131.8,0.0,2572.0,12.0,2572.0,0.0,434.0,216.0,70.0,124.0,14.0,178.0,245.0,10.0
126,2023,12000.0,BUSINESS,42229.6,130.0,42099.6,0.0,2570.0,14.0,2570.0,0.0,446.0,209.0,88.0,142.0,11.0,203.0,231.0,12.0
127,2024,12000.0,BUSINESS,43689.8,150.0,43539.8,0.0,2594.0,18.0,2594.0,0.0,470.0,220.0,89.0,137.0,15.0,214.0,244.0,17.0
128,2021,12150.0,BUSINESS,15403.199999999999,0.0,15403.199999999999,0.0,1470.0,0.0,1470.0,0.0,566.0,317.0,61.0,170.0,16.0,280.0,273.0,13.0
129,2022,12150.0,BUSINESS,15290.8,0.0,15290.8,0.0,1456.0,0.0,1456.0,0.0,581.0,331.0,58.0,175.0,17.0,237.0,320.0,22.0
130,2023,12150.0,BUSINESS,15242.4,0.0,15242.4,0.0,1446.0,0.0,1446.0,0.0,589.0,329.0,69.0,169.0,21.0,231.0,335.0,23.0
131,2024,12150.0,BUSINESS,15264.4,0.0,15264.4,0.0,1440.0,0.0,1440.0,0.0,600.0,326.0,92.0,176.0,18.0,259.0,317.0,19.0
132,2021,12160.0,BUSINESS,65066.799999999996,120.0,64946.799999999996,0.0,4170.0,12.0,4170.0,0.0,1159.0,449.0,173.0,459.0,77.0,564.0,574.0,21.0
133,2022,12160.0,BUSINESS,65374.8,120.0,65254.8,0.0,4172.0,12.0,4172.0,0.0,1201.0,462.0,186.0,476.0,81.0,589.0,590.0,19.0
134,2023,12160.0,BUSINESS,65529.0,170.0,65359.0,0.0,4174.0,16.0,4174.0,0.0,1214.0,459.0,194.0,482.0,80.0,571.0,611.0,32.0
135,2024,12160.0,BUSINESS,67865.8,270.0,67595.8,0.0,4214.0,24.0,4214.0,0.0,1226.0,469.0,204.0,482.0,81.0,576.0,625.0,25.0
136,2021,12350.0,BUSINESS,65376.0,60.0,65316.0,0.0,3784.0,12.0,3784.0,0.0,1299.0,501.0,191.0,539.0,66.0,735.0,529.0,35.0
137,2022,12350.0,BUSINESS,63348.2,60.0,63288.2,0.0,3762.0,12.0,3762.0,0.0,1364.0,504.0,202.0,587.0,73.0,742.0,585.0,40.0
138,2023,12350.0,BUSINESS,62369.2,60.0,62309.2,0.0,3740.0,12.0,3740.0,0.0,1370.0,503.0,223.0,574.0,66.0,729.0,598.0,43.0
139,2024,12350.0,BUSINESS,63500.0,60.0,63440.0,0.0,3750.0,12.0,3750.0,0.0,1385.0,503.0,223.0,587.0,69.0,716.0,622.0,45.0
140,2021,12380.0,BUSINESS,185888.94,269.2,181056.13999999998,4563.6,6314.0,20.0,6272.0,36.0,25543.0,61.0,7999.0,15515.0,1947.0,17020.0,7790.0,733.0
141,2022,12380.0,BUSINESS,192296.64,349.2,187383.84,4563.6,6450.0,24.0,6408.0,36.0,27032.0,69.0,8714.0,16064.0,2166.0,17978.0,8268.0,782.0
142,2023,12380.0,BUSINESS,209466.36,349.2,204150.96,4966.2,6720.0,24.0,6666.0,48.0,27631.0,79.0,8713.0,16568.0,2253.0,17741.0,9037.0,853.0
143,2024,12380.0,BUSINESS,258103.52,536.4,252601.12,4966.2,7208.0,26.0,7152.0,48.0,29133.0,82.0,9143.0,17530.0,2362.0,18457.0,9742.0,939.0
144,2021,12390.0,BUSINESS,79236.0,210.0,79026.0,0.0,4748.0,24.0,4748.0,0.0,5160.0,1170.0,1158.0,2500.0,325.0,2972.0,2058.0,130.0
145,2022,12390.0,BUSINESS,77683.0,230.0,77453.0,0.0,4742.0,28.0,4738.0,0.0,5488.0,1229.0,1242.0,2679.0,335.0,2978.0,2362.0,152.0
146,2023,12390.0,BUSINESS,77295.0,240.0,77055.0,0.0,4732.0,30.0,4726.0,0.0,5593.0,1248.0,1233.0,2763.0,346.0,2965.0,2470.0,158.0
147,2024,12390.0,BUSINESS,78713.4,240.0,78473.4,0.0,4760.0,30.0,4754.0,0.0,5686.0,1222.0,1269.0,2832.0,361.0,3007.0,2522.0,162.0
148,2021,12700.0,BUSINESS,100589.0,1916.4,98672.8,0.0,3932.0,78.0,3896.0,0.0,1091.0,429.0,213.0,373.0,76.0,737.0,342.0,12.0
149,2022,12700.0,BUSINESS,105407.12,1916.4,103490.72,0.0,4066.0,78.0,4030.0,0.0,1172.0,450.0,219.0,413.0,80.0,778.0,373.0,12.0
150,2023,12700.0,BUSINESS,109600.84,1996.4,107604.44,0.0,4166.0,80.0,4130.0,0.0,1204.0,441.0,249.0,426.0,88.0,786.0,401.0,17.0
151,2024,12700.0,BUSINESS,117392.64,2386.4,115006.24,0.0,4358.0,94.0,4322.0,0.0,1258.0,443.0,251.0,460.0,105.0,806.0,425.0,19.0
152,2021,12730.0,BUSINESS,25435.2,0.0,25435.2,0.0,1488.0,0.0,1488.0,0.0,943.0,332.0,156.0,393.0,59.0,510.0,405.0,28.0
153,2022,12730.0,BUSINESS,25493.2,0.0,25493.2,0.0,1486.0,0.0,1486.0,0.0,1005.0,355.0,162.0,411.0,57.0,517.0,454.0,32.0
154,2023,12730.0,BUSINESS,25623.0,0.0,25623.0,0.0,1494.0,0.0,1494.0,0.0,1023.0,362.0,179.0,422.0,59.0,513.0,472.0,38.0
155,2024,12730.0,BUSINESS,25892.6,0.0,25892.6,0.0,1496.0,0.0,1496.0,0.0,1039.0,360.0,182.0,436.0,61.0,502.0,499.0,41.0
