,Year,Lga,Type,TotalCapacity,BatteryCapacity,SolarCapacity,OtherCapacity,TotalDerConnections,BatteryConnections,SolarConnections,OtherConnections,TotalBusinesses,PrimaryIndustry,SecondaryIndustry,TertiaryIndustry,QuaternaryIndustry,SmallBusinesses,MediumBusinesses,LargeBusinesses
371,2024,16380.0,BUSINESS,68418.2,637.8,67780.4,0.0,4146.0,68.0,4146.0,0.0,7475.0,686.0,1870.0,4203.0,722.0,4092.0,3202.0,172.0
372,2021,16400.0,BUSINESS,92947.8,1612.8,91335.2,0.0,3704.0,66.0,3680.0,0.0,4834.0,300.0,1353.0,2678.0,498.0,2846.0,1870.0,118.0
373,2022,16400.0,BUSINESS,102249.84,5612.8,96637.04000000001,0.0,3920.0,106.0,3856.0,0.0,5045.0,301.0,1409.0,2809.0,527.0,2867.0,2035.0,139.0
374,2023,16400.0,BUSINESS,113035.22,7652.8,105382.42,0.0,4148.0,128.0,4064.0,0.0,5073.0,293.0,1426.0,2811.0,541.0,2734.0,2177.0,162.0
375,2024,16400.0,BUSINESS,126078.62,7994.2,118084.42,0.0,4434.0,140.0,4350.0,0.0,5238.0,297.0,1420.0,2938.0,561.0,2745.0,2318.0,174.0
376,2021,16490.0,BUSINESS,132680.58,265.2,108853.38,23562.0,5278.0,27.0,5242.0,36.0,4981.0,600.0,1490.0,2231.0,655.0,2889.0,1962.0,130.0
377,2022,16490.0,BUSINESS,140977.34,412.6,116984.94,23562.0,5652.0,45.0,5602.0,36.0,5382.0,625.0,1576.0,2458.0,717.0,3136.0,2115.0,136.0
378,2023,16490.0,BUSINESS,160409.82,695.4,136153.02,23562.0,6064.0,75.0,5998.0,36.0,5547.0,633.0,1607.0,2540.0,761.0,3092.0,2295.0,160.0
379,2024,16490.0,BUSINESS,199906.1,855.1999999999999,175488.9,23562.0,6613.0,106.0,6531.0,36.0,5701.0,613.0,1654.0,2658.0,776.0,3149.0,2385.0,162.0
380,2021,16550.0,BUSINESS,61213.6,2120.0,50093.6,9000.0,2208.0,22.0,2190.0,12.0,13300.0,90.0,2430.0,8348.0,2418.0,8467.0,4611.0,222.0
381,2022,16550.0,BUSINESS,64280.7,2120.0,53081.26,9079.44,2384.0,20.0,2354.0,24.0,13533.0,85.0,2483.0,8456.0,2501.0,8325.0,4986.0,224.0
382,2023,16550.0,BUSINESS,69326.2,2160.0,58086.76,9079.44,2526.0,24.0,2496.0,24.0,13704.0,85.0,2532.0,8500.0,2572.0,8152.0,5267.0,285.0
383,2024,16550.0,BUSINESS,77262.8,2190.0,65993.36,9079.44,2824.0,30.0,2784.0,28.0,14067.0,85.0,2613.0,8726.0,2616.0,8219.0,5558.0,289.0
384,2021,16610.0,BUSINESS,73207.22,336.0,72871.22,0.0,4700.0,54.0,4700.0,0.0,1751.0,628.0,336.0,705.0,80.0,1110.0,609.0,32.0
385,2022,16610.0,BUSINESS,72195.2,356.0,71839.2,0.0,4704.0,58.0,4704.0,0.0,1848.0,633.0,356.0,763.0,95.0,1178.0,635.0,34.0
386,2023,16610.0,BUSINESS,72443.2,366.0,72077.2,0.0,4712.0,60.0,4712.0,0.0,1896.0,635.0,378.0,790.0,91.0,1179.0,677.0,40.0
387,2024,16610.0,BUSINESS,73130.6,366.0,72764.6,0.0,4672.0,60.0,4672.0,0.0,1916.0,618.0,399.0,801.0,96.0,1183.0,688.0,42.0
388,2021,16700.0,BUSINESS,45345.2,239.4,45105.8,0.0,1980.0,36.0,1974.0,0.0,13363.0,48.0,2330.0,8578.0,2393.0,8437.0,4422.0,504.0
389,2022,16700.0,BUSINESS,57362.0,8619.4,48667.6,75.0,2092.0,36.0,2080.0,6.0,13881.0,50.0,2392.0,8945.0,2495.0,8674.0,4683.0,526.0
390,2023,16700.0,BUSINESS,64889.8,12839.4,51975.4,75.0,2216.0,42.0,2198.0,6.0,14361.0,40.0,2511.0,9235.0,2562.0,8626.0,5146.0,589.0
391,2024,16700.0,BUSINESS,75744.0,13207.2,62461.8,75.0,2508.0,60.0,2490.0,6.0,14962.0,41.0,2663.0,9618.0,2632.0,8874.0,5436.0,648.0
392,2021,16900.0,BUSINESS,18142.8,0.0,18142.8,0.0,1454.0,0.0,1454.0,0.0,3680.0,72.0,1169.0,2073.0,366.0,2095.0,1504.0,81.0
393,2022,16900.0,BUSINESS,18466.4,0.0,18466.4,0.0,1422.0,0.0,1422.0,0.0,4069.0,71.0,1319.0,2275.0,405.0,2284.0,1704.0,84.0
394,2023,16900.0,BUSINESS,19714.2,0.0,19714.2,0.0,1458.0,0.0,1458.0,0.0,4139.0,75.0,1338.0,2290.0,436.0,2198.0,1846.0,95.0
395,2024,16900.0,BUSINESS,23640.2,0.0,23640.2,0.0,1510.0,0.0,1510.0,0.0,4292.0,69.0,1339.0,2397.0,470.0,2260.0,1920.0,115.0
396,2021,16950.0,BUSINESS,38877.42,61.199999999999996,38814.42,1.7999999999999998,3354.0,6.0,3348.0,6.0,7610.0,479.0,2229.0,4166.0,731.0,4285.0,3181.0,144.0
397,2022,16950.0,BUSINESS,40331.3,61.199999999999996,40268.3,1.7999999999999998,3422.0,6.0,3416.0,6.0,8034.0,495.0,2358.0,4387.0,800.0,4401.0,3472.0,158.0
398,2023,16950.0,BUSINESS,44237.14,61.199999999999996,44174.14,1.7999999999999998,3538.0,6.0,3532.0,6.0,8117.0,485.0,2405.0,4428.0,795.0,4308.0,3625.0,184.0
399,2024,16950.0,BUSINESS,47568.96,61.199999999999996,47505.96,1.7999999999999998,3684.0,6.0,3678.0,6.0,8282.0,479.0,2433.0,4538.0,831.0,4364.0,3727.0,190.0
400,2021,17000.0,BUSINESS,114246.8,1402.8,112844.2,0.0,4602.0,66.0,4572.0,0.0,2076.0,575.0,395.0,950.0,155.0,1284.0,731.0,61.0
401,2022,17000.0,BUSINESS,118921.72,1402.8,117518.92,0.0,4754.0,66.0,4724.0,0.0,2230.0,611.0,413.0,1034.0,166.0,1380.0,771.0,77.0
402,2023,17000.0,BUSINESS,123875.84,1520.8,122355.04,0.0,4884.0,72.0,4854.0,0.0,2298.0,605.0,421.0,1087.0,184.0,1385.0,830.0,83.0
403,2024,17000.0,BUSINESS,132544.63999999998,1786.8,130757.84,0.0,5150.0,90.0,5120.0,0.0,2338.0,622.0,412.0,1103.0,193.0,1388.0,852.0,93.0
404,2021,17040.0,BUSINESS,91673.04,249.2,77743.84,13680.0,5354.0,37.0,5326.0,18.0,2710.0,793.0,545.0,1171.0,200.0,1581.0,1085.0,44.0
405,2022,17040.0,BUSINESS,94349.94,463.2,80188.94,13680.0,5614.0,67.0,5574.0,18.0,2851.0,803.0,590.0,1253.0,203.0,1636.0,1168.0,50.0
406,2023,17040.0,BUSINESS,103941.38,1184.8,89076.58,13680.0,5986.0,163.0,5920.0,18.0,2878.0,798.0,604.0,1262.0,214.0,1571.0,1246.0,61.0
407,2024,17040.0,BUSINESS,130860.28,1627.0,115553.08,13680.0,6309.0,232.0,6235.0,18.0,2923.0,802.0,622.0,1267.0,221.0,1607.0,1256.0,60.0
408,2021,17080.0,BUSINESS,127609.8,438.0,123391.8,3780.0,7260.0,33.0,7242.0,6.0,1634.0,673.0,270.0,617.0,75.0,922.0,682.0,30.0
409,2022,17080.0,BUSINESS,129179.36,688.0,124711.36,3780.0,7360.0,57.0,7332.0,6.0,1678.0,679.0,266.0,659.0,76.0,927.0,710.0,33.0
410,2023,17080.0,BUSINESS,137241.92,1864.0,131597.32,3780.0,7646.0,167.0,7564.0,6.0,1706.0,689.0,276.0,643.0,98.0,927.0,742.0,37.0
411,2024,17080.0,BUSINESS,165411.76,2767.6,158863.96,3780.0,8019.0,244.0,7915.0,6.0,1691.0,671.0,279.0,640.0,95.0,937.0,712.0,37.0
412,2021,17100.0,BUSINESS,105745.0,180.0,102445.0,3120.0,2072.0,12.0,2060.0,6.0,6545.0,43.0,1232.0,4549.0,715.0,4010.0,2235.0,300.0
413,2022,17100.0,BUSINESS,107083.04,180.0,103783.04,3120.0,2136.0,12.0,2124.0,6.0,6680.0,38.0,1311.0,4604.0,724.0,4044.0,2341.0,292.0
414,2023,17100.0,BUSINESS,112798.23999999999,180.0,109498.23999999999,3120.0,2220.0,12.0,2208.0,6.0,6934.0,35.0,1299.0,4838.0,758.0,4059.0,2534.0,341.0
415,2024,17100.0,BUSINESS,118623.64,400.0,115103.84,3120.0,2334.0,18.0,2320.0,6.0,7081.0,34.0,1328.0,4933.0,778.0,4041.0,2683.0,355.0
416,2021,17150.0,BUSINESS,45593.0,66.2,45527.4,0.0,2072.0,10.0,2072.0,0.0,22128.0,145.0,5835.0,12594.0,3536.0,13234.0,8401.0,493.0
417,2022,17150.0,BUSINESS,49078.159999999996,96.2,48942.6,39.96,2252.0,16.0,2246.0,6.0,22710.0,149.0,5986.0,12983.0,3579.0,13293.0,8894.0,526.0
418,2023,17150.0,BUSINESS,52293.56,106.2,52148.0,39.96,2330.0,18.0,2324.0,6.0,22752.0,139.0,5939.0,13047.0,3607.0,12688.0,9442.0,622.0
419,2024,17150.0,BUSINESS,55904.56,150.8,55714.2,39.96,2466.0,28.0,2460.0,6.0,23233.0,133.0,6026.0,13397.0,3668.0,12734.0,9802.0,694.0
420,2021,17200.0,BUSINESS,109729.48,3474.0,97255.48,9000.0,3772.0,48.0,3748.0,12.0,74266.0,759.0,6486.0,49832.0,17055.0,38551.0,29897.0,5818.0
421,2022,17200.0,BUSINESS,120265.27,3524.0,102568.2,14173.07,4080.0,56.0,3982.0,86.0,77398.0,765.0,6837.0,52093.0,17607.0,38996.0,31714.0,6675.0
422,2023,17200.0,BUSINESS,135124.94999999998,3584.0,107874.28,23666.67,4242.0,64.0,4140.0,90.0,79163.0,759.0,7033.0,53531.0,17722.0,38308.0,33211.0,7644.0
423,2024,17200.0,BUSINESS,143286.29,3614.0,116005.62,23666.67,4446.0,68.0,4338.0,94.0,82639.0,804.0,7502.0,56065.0,18158.0,39418.0,35216.0,7988.0
424,2021,17310.0,BUSINESS,57120.0,792.0,56328.0,0.0,3548.0,54.0,3542.0,0.0,5704.0,1483.0,1197.0,2656.0,367.0,3474.0,2113.0,117.0
425,2022,17310.0,BUSINESS,57929.52,792.0,57137.52,0.0,3600.0,54.0,3594.0,0.0,5913.0,1550.0,1227.0,2768.0,387.0,3463.0,2315.0,142.0
426,2023,17310.0,BUSINESS,57868.92,738.0,57130.92,0.0,3598.0,48.0,3592.0,0.0,6031.0,1574.0,1292.0,2776.0,387.0,3368.0,2500.0,163.0
427,2024,17310.0,BUSINESS,59287.52,738.0,58549.52,0.0,3634.0,48.0,3628.0,0.0,6138.0,1532.0,1346.0,2847.0,402.0,3456.0,2516.0,168.0
428,2021,17350.0,BUSINESS,18697.2,30.0,18667.2,0.0,1308.0,6.0,1308.0,0.0,742.0,321.0,103.0,285.0,31.0,366.0,362.0,14.0
429,2022,17350.0,BUSINESS,18667.6,30.0,18637.6,0.0,1294.0,6.0,1294.0,0.0,772.0,322.0,119.0,287.0,30.0,365.0,382.0,19.0
430,2023,17350.0,BUSINESS,18622.0,40.0,18582.0,0.0,1294.0,8.0,1294.0,0.0,763.0,319.0,117.0,295.0,33.0,356.0,384.0,23.0
431,2024,17350.0,BUSINESS,18900.2,60.0,18840.2,0.0,1296.0,12.0,1296.0,0.0,768.0,317.0,121.0,305.0,32.0,367.0,377.0,35.0
432,2021,17400.0,BUSINESS,80692.08,271.2,80420.88,0.0,5808.0,48.0,5808.0,0.0,975.0,519.0,127.0,297.0,41.0,714.0,259.0,0.0
433,2022,17400.0,BUSINESS,83505.02,271.2,83198.3,35.519999999999996,5959.0,48.0,5953.0,6.0,1004.0,528.0,140.0,293.0,44.0,704.0,297.0,6.0
434,2023,17400.0,BUSINESS,87698.62,217.6,87445.5,35.519999999999996,6101.0,48.0,6095.0,6.0,1007.0,527.0,132.0,304.0,42.0,686.0,314.0,8.0
435,2024,17400.0,BUSINESS,94331.52,194.8,94101.2,35.519999999999996,6348.0,48.0,6338.0,10.0,998.0,517.0,138.0,289.0,48.0,677.0,311.0,13.0
436,2021,17420.0,BUSINESS,38588.8,264.0,38324.8,0.0,2992.0,12.0,2992.0,0.0,22796.0,275.0,4681.0,13736.0,4079.0,13603.0,8576.0,617.0
437,2022,17420.0,BUSINESS,41103.6,264.0,40839.6,0.0,3080.0,12.0,3080.0,0.0,24076.0,271.0,5023.0,14443.0,4315.0,14164.0,9230.0,673.0
438,2023,17420.0,BUSINESS,47097.24,264.0,46509.24,324.0,3246.0,12.0,3240.0,6.0,24755.0,250.0,5054.0,14927.0,4502.0,14028.0,9938.0,789.0
439,2024,17420.0,BUSINESS,65809.04,754.8,64730.24,324.0,3458.0,36.0,3452.0,6.0,26030.0,246.0,5212.0,15778.0,4767.0,14558.0,10601.0,866.0
440,2021,17550.0,BUSINESS,135096.4,738.6,134363.8,0.0,8290.0,74.0,8274.0,0.0,7965.0,612.0,2142.0,4272.0,935.0,4868.0,2955.0,142.0
441,2022,17550.0,BUSINESS,141228.46,798.6,140316.97,79.28999999999999,8576.0,84.0,8546.0,12.0,8350.0,597.0,2303.0,4436.0,1001.0,4923.0,3284.0,151.0
442,2023,17550.0,BUSINESS,152253.06,879.8,151299.97,79.28999999999999,8780.0,92.0,8750.0,12.0,8632.0,582.0,2400.0,4597.0,1052.0,4940.0,3515.0,177.0
443,2024,17550.0,BUSINESS,167251.576,1433.4,165740.886,79.28999999999999,9070.0,118.0,9030.0,12.0,8988.0,577.0,2497.0,4825.0,1079.0,5059.0,3731.0,194.0
444,2021,17620.0,BUSINESS,98478.6,975.6,97503.0,0.0,4946.0,78.0,4934.0,0.0,1774.0,816.0,260.0,590.0,103.0,1136.0,605.0,33.0
445,2022,17620.0,BUSINESS,101932.6,975.6,100957.0,0.0,5066.0,78.0,5054.0,0.0,1865.0,864.0,278.0,614.0,105.0,1092.0,732.0,35.0
446,2023,17620.0,BUSINESS,103692.0,975.6,102716.4,0.0,5128.0,78.0,5116.0,0.0,1881.0,860.0,302.0,608.0,111.0,1105.0,743.0,33.0
447,2024,17620.0,BUSINESS,107003.4,1005.6,105997.8,0.0,5224.0,84.0,5212.0,0.0,1903.0,878.0,302.0,608.0,116.0,1095.0,766.0,42.0
448,2021,17640.0,BUSINESS,76759.4,84.0,76675.4,0.0,4838.0,15.0,4838.0,0.0,1420.0,860.0,173.0,307.0,81.0,888.0,522.0,10.0
449,2022,17640.0,BUSINESS,77988.18000000001,84.0,77904.18000000001,0.0,4878.0,15.0,4878.0,0.0,1470.0,876.0,176.0,310.0,88.0,899.0,564.0,11.0
450,2023,17640.0,BUSINESS,85185.58,84.0,85101.58,0.0,4934.0,15.0,4934.0,0.0,1496.0,877.0,193.0,342.0,86.0,902.0,578.0,16.0
451,2024,17640.0,BUSINESS,111173.92,129.0,111044.92,0.0,5195.0,24.0,5195.0,0.0,1495.0,868.0,194.0,343.0,81.0,913.0,567.0,10.0
452,2021,17650.0,BUSINESS,16682.2,0.0,16682.2,0.0,1238.0,0.0,1238.0,0.0,642.0,304.0,104.0,188.0,43.0,422.0,216.0,6.0
453,2022,17650.0,BUSINESS,16672.8,0.0,16672.8,0.0,1244.0,0.0,1244.0,0.0,657.0,309.0,115.0,203.0,41.0,411.0,244.0,6.0
454,2023,17650.0,BUSINESS,16658.399999999998,0.0,16658.399999999998,0.0,1246.0,0.0,1246.0,0.0,677.0,311.0,120.0,204.0,40.0,401.0,269.0,5.0
455,2024,17650.0,BUSINESS,16846.0,0.0,16846.0,0.0,1252.0,0.0,1252.0,0.0,684.0,324.0,122.0,207.0,32.0,392.0,283.0,3.0
456,2021,17750.0,BUSINESS,51821.0,144.0,51677.0,0.0,3234.0,18.0,3234.0,0.0,5503.0,915.0,1284.0,2922.0,377.0,2795.0,2526.0,182.0
457,2022,17750.0,BUSINESS,51834.6,144.0,51690.6,0.0,3244.0,18.0,3244.0,0.0,5893.0,959.0,1385.0,3152.0,391.0,2905.0,2776.0,211.0
458,2023,17750.0,BUSINESS,51821.4,144.0,51677.4,0.0,3242.0,18.0,3242.0,0.0,5957.0,952.0,1390.0,3227.0,386.0,2934.0,2794.0,229.0
459,2024,17750.0,BUSINESS,53280.6,144.0,53136.6,0.0,3262.0,18.0,3262.0,0.0,6077.0,956.0,1413.0,3292.0,412.0,2994.0,2845.0,238.0
460,2021,17850.0,BUSINESS,63117.8,208.0,62909.8,0.0,3776.0,34.0,3776.0,0.0,624.0,404.0,48.0,155.0,19.0,352.0,266.0,7.0
461,2022,17850.0,BUSINESS,63345.6,168.0,63177.6,0.0,3776.0,30.0,3776.0,0.0,635.0,410.0,45.0,159.0,25.0,320.0,298.0,9.0
462,2023,17850.0,BUSINESS,63344.399999999994,158.0,63186.399999999994,0.0,3762.0,28.0,3762.0,0.0,641.0,418.0,45.0,152.0,22.0,299.0,332.0,10.0
463,2024,17850.0,BUSINESS,64168.8,138.0,64030.8,0.0,3742.0,24.0,3742.0,0.0,650.0,421.0,50.0,163.0,20.0,312.0,334.0,8.0
464,2021,17900.0,BUSINESS,59165.200000000004,96.0,59069.200000000004,0.0,2028.0,12.0,2028.0,0.0,693.0,353.0,75.0,237.0,22.0,374.0,304.0,15.0
465,2022,17900.0,BUSINESS,44401.8,132.0,44269.8,0.0,2024.0,14.0,2024.0,0.0,728.0,367.0,85.0,260.0,24.0,322.0,361.0,47.0
466,2023,17900.0,BUSINESS,44672.6,343.2,44329.4,0.0,2022.0,26.0,2016.0,0.0,761.0,390.0,76.0,271.0,24.0,337.0,387.0,37.0
467,2024,17900.0,BUSINESS,44616.4,381.6,44234.8,0.0,1998.0,30.0,1992.0,0.0,731.0,376.0,59.0,261.0,29.0,295.0,389.0,48.0
468,2021,17950.0,BUSINESS,34081.200000000004,0.0,34081.200000000004,0.0,2278.0,0.0,2278.0,0.0,432.0,256.0,48.0,119.0,14.0,234.0,190.0,8.0
469,2022,17950.0,BUSINESS,34267.6,20.0,34247.6,0.0,2282.0,4.0,2278.0,0.0,447.0,262.0,48.0,115.0,19.0,190.0,231.0,20.0
470,2023,17950.0,BUSINESS,34712.6,30.0,34682.6,0.0,2288.0,6.0,2282.0,0.0,449.0,257.0,50.0,129.0,15.0,178.0,246.0,25.0
471,2024,17950.0,BUSINESS,36180.4,30.0,36150.4,0.0,2364.0,6.0,2358.0,0.0,456.0,254.0,44.0,135.0,21.0,180.0,243.0,21.0
472,2021,18020.0,BUSINESS,64019.600000000006,114.0,63905.600000000006,0.0,4590.0,24.0,4590.0,0.0,1184.0,688.0,115.0,343.0,38.0,742.0,436.0,7.0
473,2022,18020.0,BUSINESS,64285.52,134.0,64151.52,0.0,4604.0,28.0,4600.0,0.0,1248.0,702.0,118.0,375.0,51.0,699.0,533.0,10.0
474,2023,18020.0,BUSINESS,65025.119999999995,144.0,64881.119999999995,0.0,4612.0,30.0,4606.0,0.0,1234.0,683.0,124.0,372.0,51.0,682.0,539.0,14.0
475,2024,18020.0,BUSINESS,65734.52,144.0,65590.52,0.0,4622.0,30.0,4616.0,0.0,1218.0,678.0,134.0,363.0,51.0,667.0,548.0,8.0
476,2021,18050.0,BUSINESS,24975.0,245.0,16234.0,8496.0,930.0,16.0,924.0,6.0,11183.0,61.0,1224.0,7493.0,2395.0,6896.0,4097.0,190.0
477,2022,18050.0,BUSINESS,25754.08,245.0,17013.08,8496.0,1006.0,14.0,1000.0,6.0,11642.0,65.0,1264.0,7874.0,2444.0,6986.0,4421.0,234.0
478,2023,18050.0,BUSINESS,26886.44,285.0,18105.44,8496.0,1060.0,18.0,1054.0,6.0,11358.0,59.0,1242.0,7602.0,2443.0,6449.0,4634.0,275.0
479,2024,18050.0,BUSINESS,28292.04,305.0,19491.04,8496.0,1120.0,20.0,1114.0,6.0,11505.0,59.0,1277.0,7654.0,2507.0,6601.0,4608.0,294.0
480,2021,18100.0,BUSINESS,28399.2,0.0,28399.2,0.0,1850.0,0.0,1850.0,0.0,525.0,296.0,57.0,156.0,15.0,281.0,238.0,6.0
481,2022,18100.0,BUSINESS,28348.8,0.0,28348.8,0.0,1836.0,0.0,1836.0,0.0,544.0,290.0,64.0,171.0,15.0,266.0,263.0,7.0
482,2023,18100.0,BUSINESS,28272.4,10.0,28262.4,0.0,1834.0,2.0,1834.0,0.0,570.0,298.0,66.0,186.0,19.0,276.0,285.0,9.0
483,2024,18100.0,BUSINESS,28549.2,30.0,28519.2,0.0,1836.0,6.0,1836.0,0.0,565.0,296.0,65.0,176.0,19.0,274.0,280.0,13.0
484,2021,18200.0,BUSINESS,448812.62,280.0,448532.62,0.0,6600.0,30.0,6590.0,0.0,764.0,337.0,127.0,274.0,25.0,414.0,325.0,25.0
485,2022,18200.0,BUSINESS,474683.382,360.0,474323.382,0.0,7706.0,42.0,7694.0,0.0,799.0,333.0,139.0,297.0,29.0,423.0,348.0,23.0
486,2023,18200.0,BUSINESS,493514.582,2658.4,490856.18200000003,0.0,8198.0,52.0,8184.0,0.0,799.0,321.0,132.0,312.0,33.0,425.0,349.0,25.0
487,2024,18200.0,BUSINESS,528453.182,16009.2,512443.982,0.0,8730.0,80.0,8696.0,0.0,798.0,309.0,143.0,331.0,36.0,401.0,364.0,29.0
488,2021,18250.0,BUSINESS,42239.2,84.0,41116.6,1038.0,1632.0,12.0,1626.0,6.0,12824.0,131.0,1386.0,8483.0,2812.0,7506.0,4784.0,534.0
489,2022,18250.0,BUSINESS,53619.2,8494.0,44086.6,1038.0,1700.0,18.0,1688.0,6.0,13031.0,134.0,1447.0,8628.0,2825.0,7474.0,5007.0,550.0
490,2023,18250.0,BUSINESS,61635.2,12714.0,47882.6,1038.0,1818.0,24.0,1800.0,6.0,13012.0,129.0,1445.0,8630.0,2799.0,7217.0,5222.0,573.0
491,2024,18250.0,BUSINESS,67639.0,12744.0,53856.4,1038.0,1902.0,30.0,1884.0,6.0,13296.0,119.0,1504.0,8855.0,2820.0,7319.0,5367.0,614.0
492,2021,18350.0,BUSINESS,45215.4,0.0,45215.4,0.0,3654.0,0.0,3654.0,0.0,6034.0,587.0,1380.0,3181.0,883.0,3634.0,2300.0,100.0
493,2022,18350.0,BUSINESS,46933.76,0.0,46713.76,220.0,3722.0,0.0,3720.0,2.0,6389.0,606.0,1440.0,3365.0,965.0,3703.0,2564.0,117.0
494,2023,18350.0,BUSINESS,51536.08,0.0,50876.08,660.0,3824.0,0.0,3818.0,6.0,6475.0,603.0,1459.0,3438.0,971.0,3634.0,2701.0,140.0
495,2024,18350.0,BUSINESS,56968.68,0.0,56308.68,660.0,3942.0,0.0,3936.0,6.0,6536.0,604.0,1452.0,3521.0,970.0,3617.0,2769.0,149.0
496,2021,18400.0,BUSINESS,37458.58,0.0,37458.58,0.0,3148.0,0.0,3148.0,0.0,4608.0,313.0,1728.0,2183.0,380.0,2558.0,1984.0,66.0
497,2022,18400.0,BUSINESS,39667.3,0.0,39447.3,220.0,3202.0,0.0,3200.0,2.0,4905.0,327.0,1852.0,2343.0,389.0,2718.0,2097.0,89.0
498,2023,18400.0,BUSINESS,43649.22,0.0,42989.22,660.0,3282.0,0.0,3276.0,6.0,5083.0,318.0,1917.0,2413.0,432.0,2610.0,2351.0,122.0
499,2024,18400.0,BUSINESS,53381.52,0.0,52721.52,660.0,3416.0,0.0,3410.0,6.0,5238.0,321.0,1938.0,2528.0,452.0,2635.0,2478.0,125.0
500,2021,18450.0,BUSINESS,51782.4,0.0,51782.4,0.0,4036.0,0.0,4036.0,0.0,14128.0,176.0,3412.0,8598.0,1927.0,8164.0,5594.0,370.0
501,2022,18450.0,BUSINESS,53955.96,0.0,53735.96,220.0,4088.0,0.0,4086.0,2.0,15026.0,177.0,3663.0,9082.0,2101.0,8521.0,6089.0,410.0
502,2023,18450.0,BUSINESS,59553.08,0.0,58893.08,660.0,4276.0,0.0,4270.0,6.0,15408.0,168.0,3713.0,9332.0,2180.0,8378.0,6555.0,475.0
503,2024,18450.0,BUSINESS,69402.58,0.0,68742.58,660.0,4508.0,0.0,4502.0,6.0,15927.0,186.0,3750.0,9743.0,2253.0,8514.0,6891.0,519.0
504,2021,18500.0,BUSINESS,22599.6,309.0,13794.6,8496.0,890.0,18.0,884.0,6.0,9853.0,139.0,660.0,7026.0,2019.0,5850.0,3797.0,206.0
505,2022,18500.0,BUSINESS,23387.68,359.0,14532.68,8496.0,962.0,26.0,956.0,6.0,10306.0,130.0,745.0,7329.0,2100.0,5949.0,4101.0,254.0
506,2023,18500.0,BUSINESS,24628.2,399.0,15733.199999999999,8496.0,1032.0,30.0,1026.0,6.0,10165.0,115.0,776.0,7154.0,2110.0,5689.0,4201.0,275.0
507,2024,18500.0,BUSINESS,26164.78,419.0,17249.78,8496.0,1106.0,32.0,1100.0,6.0,10400.0,115.0,794.0,7344.0,2143.0,5738.0,4362.0,303.0
508,2021,18710.0,BUSINESS,78482.44,234.0,71129.44,7119.0,3562.0,21.0,3538.0,24.0,2066.0,616.0,491.0,721.0,235.0,1250.0,788.0,28.0
509,2022,18710.0,BUSINESS,82627.54,385.8,75122.74,7119.0,3686.0,41.0,3658.0,24.0,2178.0,633.0,508.0,786.0,260.0,1270.0,867.0,39.0
510,2023,18710.0,BUSINESS,96189.94,1753.8,87316.54,7119.0,3984.0,131.0,3926.0,24.0,2244.0,640.0,540.0,790.0,273.0,1293.0,901.0,50.0
511,2024,18710.0,BUSINESS,132780.84,2740.0,122921.64,7119.0,4373.0,212.0,4287.0,24.0,2273.0,630.0,558.0,825.0,267.0,1278.0,935.0,54.0
512,2021,19399.0,BUSINESS,37356.6,9372.0,27984.6,0.0,2082.0,12.0,2082.0,0.0,171.0,75.0,14.0,79.0,4.0,92.0,77.0,6.0
513,2022,19399.0,BUSINESS,38678.54,9402.0,29276.54,0.0,2148.0,18.0,2148.0,0.0,182.0,84.0,17.0,80.0,5.0,78.0,102.0,3.0
514,2023,19399.0,BUSINESS,40610.34,9500.4,31109.94,0.0,2200.0,26.0,2200.0,0.0,189.0,84.0,15.0,85.0,4.0,74.0,113.0,6.0
515,2024,19399.0,BUSINESS,42104.94,9672.0,32432.94,0.0,2256.0,40.0,2254.0,0.0,198.0,91.0,17.0,100.0,3.0,82.0,105.0,0.0
516,2021,20110.0,BUSINESS,55535.6,3681.0,51854.6,0.0,3566.0,28.0,3540.0,0.0,1576.0,375.0,310.0,748.0,143.0,993.0,566.0,17.0
517,2022,20110.0,BUSINESS,99554.6,41144.6,58410.0,0.0,4140.0,64.0,4082.0,0.0,1671.0,394.0,335.0,786.0,153.0,975.0,674.0,20.0
518,2023,20110.0,BUSINESS,180779.79,114780.4,65999.39,0.0,4506.0,106.0,4414.0,0.0,1693.0,380.0,343.0,819.0,149.0,937.0,734.0,22.0
519,2024,20110.0,BUSINESS,210796.53,134016.8,76779.73,0.0,5018.0,148.0,4888.0,0.0,1698.0,373.0,354.0,811.0,155.0,958.0,716.0,27.0
520,2021,20260.0,BUSINESS,20812.02,20.0,20732.02,60.0,1530.0,2.0,1524.0,6.0,1056.0,462.0,137.0,415.0,38.0,550.0,479.0,27.0
521,2022,20260.0,BUSINESS,26226.14,132.0,25994.18,99.96000000000001,1924.0,16.0,1908.0,12.0,1131.0,461.0,150.0,476.0,44.0,584.0,516.0,33.0
522,2023,20260.0,BUSINESS,30183.58,532.0,29551.62,99.96000000000001,2154.0,60.0,2118.0,12.0,1133.0,454.0,156.0,470.0,52.0,566.0,530.0,37.0
523,2024,20260.0,BUSINESS,34310.7,678.0,33532.74,99.96000000000001,2286.0,66.0,2256.0,12.0,1135.0,453.0,158.0,477.0,51.0,574.0,535.0,35.0
524,2021,20570.0,BUSINESS,240595.014,348.0,235747.014,4500.0,4236.0,18.0,4212.0,12.0,8866.0,518.0,2245.0,5156.0,937.0,5081.0,3496.0,289.0
