"LGA_CODE22","LGA_NAME22","POST_CODE_21"
"10050","Albury","2640"
"10050","Albury","2641"
"10050","Albury","2642"
"10050","Albury","3690"
"10050","Albury","3691"
"10180","Armidale","2350"
"10180","Armidale","2354"
"10180","Armidale","2358"
"10180","Armidale","2359"
"10180","Armidale","2365"
"10180","Armidale","2369"
"10180","Armidale","2370"
"10180","Armidale","2440"
"10180","Armidale","2453"
"10180","Armidale","2454"
"10250","Ballina","2471"
"10250","Ballina","2472"
"10250","Ballina","2477"
"10250","Ballina","2478"
"10250","Ballina","2479"
"10250","Ballina","2480"
"10250","Ballina","2481"
"10300","Balranald","2648"
"10300","Balranald","2711"
"10300","Balranald","2715"
"10300","Balranald","2736"
"10300","Balranald","2737"
"10300","Balranald","2738"
"10300","Balranald","2878"
"10300","Balranald","3501"
"10300","Balranald","3549"
"10300","Balranald","3597"
"10300","Balranald","3599"
"10470","Bathurst","2583"
"10470","Bathurst","2787"
"10470","Bathurst","2793"
"10470","Bathurst","2795"
"10470","Bathurst","2798"
"10470","Bathurst","2799"
"10470","Bathurst","2800"
"10470","Bathurst","2847"
"10470","Bathurst","2850"
"10500","Bayside (NSW)","2015"
"10500","Bayside (NSW)","2018"
"10500","Bayside (NSW)","2019"
"10500","Bayside (NSW)","2020"
"10500","Bayside (NSW)","2032"
"10500","Bayside (NSW)","2033"
"10500","Bayside (NSW)","2035"
"10500","Bayside (NSW)","2036"
"10500","Bayside (NSW)","2044"
"10500","Bayside (NSW)","2204"
"10500","Bayside (NSW)","2205"
"10500","Bayside (NSW)","2206"
"10500","Bayside (NSW)","2207"
"10500","Bayside (NSW)","2208"
"10500","Bayside (NSW)","2216"
"10500","Bayside (NSW)","2217"
"10500","Bayside (NSW)","2218"
"10500","Bayside (NSW)","2219"
"10500","Bayside (NSW)","2220"
"10550","Bega Valley","2545"
"10550","Bega Valley","2546"
"10550","Bega Valley","2548"
"10550","Bega Valley","2549"
"10550","Bega Valley","2550"
"10550","Bega Valley","2551"
"10550","Bega Valley","2630"
"10550","Bega Valley","2631"
"10550","Bega Valley","2632"
"10550","Bega Valley","3890"
"10550","Bega Valley","3891"
"10550","Bega Valley","3892"
"10600","Bellingen","2448"
"10600","Bellingen","2449"
"10600","Bellingen","2450"
"10600","Bellingen","2453"
"10600","Bellingen","2454"
"10600","Bellingen","2455"
"10650","Berrigan","2646"
"10650","Berrigan","2647"
"10650","Berrigan","2712"
"10650","Berrigan","2713"
"10650","Berrigan","2714"
"10650","Berrigan","3641"
"10650","Berrigan","3644"
"10650","Berrigan","3730"
"10750","Blacktown","2145"
"10750","Blacktown","2146"
"10750","Blacktown","2147"
"10750","Blacktown","2148"
"10750","Blacktown","2153"
"10750","Blacktown","2155"
"10750","Blacktown","2164"
"10750","Blacktown","2175"
"10750","Blacktown","2178"
"10750","Blacktown","2747"
"10750","Blacktown","2756"
"10750","Blacktown","2759"
"10750","Blacktown","2760"
"10750","Blacktown","2761"
"10750","Blacktown","2762"
"10750","Blacktown","2763"
"10750","Blacktown","2765"
"10750","Blacktown","2766"
"10750","Blacktown","2767"
"10750","Blacktown","2768"
"10750","Blacktown","2769"
"10750","Blacktown","2770"
"10800","Bland","2594"
"10800","Bland","2665"
"10800","Bland","2666"
"10800","Bland","2668"
"10800","Bland","2669"
"10800","Bland","2671"
"10800","Bland","2672"
"10800","Bland","2675"
"10800","Bland","2721"
"10800","Bland","2810"
"10800","Bland","2871"
"10850","Blayney","2791"
"10850","Blayney","2792"
"10850","Blayney","2793"
"10850","Blayney","2795"
"10850","Blayney","2797"
"10850","Blayney","2798"
"10850","Blayney","2799"
"10850","Blayney","2800"
"10900","Blue Mountains","2745"
"10900","Blue Mountains","2749"
"10900","Blue Mountains","2750"
"10900","Blue Mountains","2753"
"10900","Blue Mountains","2758"
"10900","Blue Mountains","2773"
"10900","Blue Mountains","2774"
"10900","Blue Mountains","2776"
"10900","Blue Mountains","2777"
"10900","Blue Mountains","2778"
"10900","Blue Mountains","2779"
"10900","Blue Mountains","2780"
"10900","Blue Mountains","2782"
"10900","Blue Mountains","2783"
"10900","Blue Mountains","2784"
"10900","Blue Mountains","2785"
"10900","Blue Mountains","2786"
"10900","Blue Mountains","2787"
"10900","Blue Mountains","2790"
"10950","Bogan","2824"
"10950","Bogan","2825"
"10950","Bogan","2826"
"10950","Bogan","2831"
"10950","Bogan","2835"
"10950","Bogan","2839"
"10950","Bogan","2873"
"10950","Bogan","2877"
"11150","Bourke","2831"
"11150","Bourke","2835"
"11150","Bourke","2839"
"11150","Bourke","2840"
"11150","Bourke","4490"
"11150","Bourke","4493"
"11200","Brewarrina","2831"
"11200","Brewarrina","2832"
"11200","Brewarrina","2834"
"11200","Brewarrina","2838"
"11200","Brewarrina","2839"
"11200","Brewarrina","2840"
"11200","Brewarrina","4486"
"11200","Brewarrina","4490"
"11250","Broken Hill","2880"
"11300","Burwood","2046"
"11300","Burwood","2132"
"11300","Burwood","2133"
"11300","Burwood","2134"
"11300","Burwood","2135"
"11300","Burwood","2136"
"11300","Burwood","2137"
"11300","Burwood","2191"
"11300","Burwood","2194"
"11350","Byron","2477"
"11350","Byron","2479"
"11350","Byron","2480"
"11350","Byron","2481"
"11350","Byron","2482"
"11350","Byron","2483"
"11350","Byron","2484"
"11400","Cabonne","2792"
"11400","Cabonne","2795"
"11400","Cabonne","2798"
"11400","Cabonne","2799"
"11400","Cabonne","2800"
"11400","Cabonne","2804"
"11400","Cabonne","2805"
"11400","Cabonne","2806"
"11400","Cabonne","2818"
"11400","Cabonne","2820"
"11400","Cabonne","2830"
"11400","Cabonne","2850"
"11400","Cabonne","2864"
"11400","Cabonne","2865"
"11400","Cabonne","2866"
"11400","Cabonne","2867"
"11400","Cabonne","2868"
"11400","Cabonne","2869"
"11400","Cabonne","2870"
"11400","Cabonne","2871"
"11450","Camden","2179"
"11450","Camden","2556"
"11450","Camden","2557"
"11450","Camden","2558"
"11450","Camden","2559"
"11450","Camden","2563"
"11450","Camden","2565"
"11450","Camden","2566"
"11450","Camden","2567"
"11450","Camden","2570"
"11450","Camden","2745"
"11500","Campbelltown (NSW)","2167"
"11500","Campbelltown (NSW)","2170"
"11500","Campbelltown (NSW)","2173"
"11500","Campbelltown (NSW)","2174"
"11500","Campbelltown (NSW)","2179"
"11500","Campbelltown (NSW)","2508"
"11500","Campbelltown (NSW)","2557"
"11500","Campbelltown (NSW)","2558"
"11500","Campbelltown (NSW)","2559"
"11500","Campbelltown (NSW)","2560"
"11500","Campbelltown (NSW)","2563"
"11500","Campbelltown (NSW)","2564"
"11500","Campbelltown (NSW)","2565"
"11500","Campbelltown (NSW)","2566"
"11500","Campbelltown (NSW)","2567"
"11500","Campbelltown (NSW)","2568"
"11500","Campbelltown (NSW)","2570"
"11520","Canada Bay","2045"
"11520","Canada Bay","2046"
"11520","Canada Bay","2047"
"11520","Canada Bay","2127"
"11520","Canada Bay","2131"
"11520","Canada Bay","2132"
"11520","Canada Bay","2134"
"11520","Canada Bay","2135"
"11520","Canada Bay","2137"
"11520","Canada Bay","2138"
"11520","Canada Bay","2140"
"11570","Canterbury-Bankstown","2131"
"11570","Canterbury-Bankstown","2133"
"11570","Canterbury-Bankstown","2136"
"11570","Canterbury-Bankstown","2141"
"11570","Canterbury-Bankstown","2143"
"11570","Canterbury-Bankstown","2144"
"11570","Canterbury-Bankstown","2161"
"11570","Canterbury-Bankstown","2162"
"11570","Canterbury-Bankstown","2163"
"11570","Canterbury-Bankstown","2165"
"11570","Canterbury-Bankstown","2166"
"11570","Canterbury-Bankstown","2170"
"11570","Canterbury-Bankstown","2172"
"11570","Canterbury-Bankstown","2190"
"11570","Canterbury-Bankstown","2191"
"11570","Canterbury-Bankstown","2192"
"11570","Canterbury-Bankstown","2193"
"11570","Canterbury-Bankstown","2194"
"11570","Canterbury-Bankstown","2195"
"11570","Canterbury-Bankstown","2196"
"11570","Canterbury-Bankstown","2197"
"11570","Canterbury-Bankstown","2198"
"11570","Canterbury-Bankstown","2199"
"11570","Canterbury-Bankstown","2200"
"11570","Canterbury-Bankstown","2203"
"11570","Canterbury-Bankstown","2204"
"11570","Canterbury-Bankstown","2205"
"11570","Canterbury-Bankstown","2206"
"11570","Canterbury-Bankstown","2207"
"11570","Canterbury-Bankstown","2208"
"11570","Canterbury-Bankstown","2209"
"11570","Canterbury-Bankstown","2210"
"11570","Canterbury-Bankstown","2211"
"11570","Canterbury-Bankstown","2212"
"11570","Canterbury-Bankstown","2213"
"11570","Canterbury-Bankstown","2214"
"11570","Canterbury-Bankstown","2234"
"11600","Carrathool","2652"
"11600","Carrathool","2665"
"11600","Carrathool","2669"
"11600","Carrathool","2672"
"11600","Carrathool","2675"
"11600","Carrathool","2680"
"11600","Carrathool","2681"
"11600","Carrathool","2706"
"11600","Carrathool","2711"
"11600","Carrathool","2835"
"11600","Carrathool","2877"
"11600","Carrathool","2878"
"11650","Central Coast (NSW)","2083"
"11650","Central Coast (NSW)","2250"
"11650","Central Coast (NSW)","2251"
"11650","Central Coast (NSW)","2256"
"11650","Central Coast (NSW)","2257"
"11650","Central Coast (NSW)","2258"
"11650","Central Coast (NSW)","2259"
"11650","Central Coast (NSW)","2260"
"11650","Central Coast (NSW)","2261"
"11650","Central Coast (NSW)","2262"
"11650","Central Coast (NSW)","2263"
"11650","Central Coast (NSW)","2264"
"11650","Central Coast (NSW)","2265"
"11650","Central Coast (NSW)","2325"
"11650","Central Coast (NSW)","2775"
"11700","Central Darling","2648"
"11700","Central Darling","2675"
"11700","Central Darling","2715"
"11700","Central Darling","2835"
"11700","Central Darling","2836"
"11700","Central Darling","2840"
"11700","Central Darling","2878"
"11700","Central Darling","2879"
"11700","Central Darling","2880"
"11720","Cessnock","2250"
"11720","Cessnock","2259"
"11720","Cessnock","2265"
"11720","Cessnock","2278"
"11720","Cessnock","2285"
"11720","Cessnock","2286"
"11720","Cessnock","2287"
"11720","Cessnock","2320"
"11720","Cessnock","2321"
"11720","Cessnock","2322"
"11720","Cessnock","2323"
"11720","Cessnock","2325"
"11720","Cessnock","2326"
"11720","Cessnock","2327"
"11720","Cessnock","2330"
"11720","Cessnock","2331"
"11720","Cessnock","2334"
"11720","Cessnock","2335"
"11720","Cessnock","2756"
"11720","Cessnock","2775"
"11730","Clarence Valley","2365"
"11730","Clarence Valley","2370"
"11730","Clarence Valley","2372"
"11730","Clarence Valley","2450"
"11730","Clarence Valley","2453"
"11730","Clarence Valley","2454"
"11730","Clarence Valley","2456"
"11730","Clarence Valley","2460"
"11730","Clarence Valley","2462"
"11730","Clarence Valley","2463"
"11730","Clarence Valley","2464"
"11730","Clarence Valley","2465"
"11730","Clarence Valley","2466"
"11730","Clarence Valley","2469"
"11730","Clarence Valley","2472"
"11750","Cobar","2672"
"11750","Cobar","2675"
"11750","Cobar","2825"
"11750","Cobar","2831"
"11750","Cobar","2835"
"11750","Cobar","2836"
"11750","Cobar","2840"
"11750","Cobar","2877"
"11750","Cobar","2878"
"11800","Coffs Harbour","2450"
"11800","Coffs Harbour","2452"
"11800","Coffs Harbour","2453"
"11800","Coffs Harbour","2454"
"11800","Coffs Harbour","2456"
"11800","Coffs Harbour","2460"
"12000","Coolamon","2650"
"12000","Coolamon","2652"
"12000","Coolamon","2663"
"12000","Coolamon","2665"
"12000","Coolamon","2666"
"12000","Coolamon","2701"
"12000","Coolamon","2702"
"12150","Coonamble","2356"
"12150","Coonamble","2357"
"12150","Coonamble","2388"
"12150","Coonamble","2396"
"12150","Coonamble","2817"
"12150","Coonamble","2824"
"12150","Coonamble","2827"
"12150","Coonamble","2828"
"12150","Coonamble","2829"
"12150","Coonamble","2831"
"12150","Coonamble","2832"
"12160","Cootamundra-Gundagai","2582"
"12160","Cootamundra-Gundagai","2587"
"12160","Cootamundra-Gundagai","2588"
"12160","Cootamundra-Gundagai","2590"
"12160","Cootamundra-Gundagai","2594"
"12160","Cootamundra-Gundagai","2650"
"12160","Cootamundra-Gundagai","2652"
"12160","Cootamundra-Gundagai","2663"
"12160","Cootamundra-Gundagai","2666"
"12160","Cootamundra-Gundagai","2720"
"12160","Cootamundra-Gundagai","2722"
"12160","Cootamundra-Gundagai","2725"
"12160","Cootamundra-Gundagai","2726"
"12160","Cootamundra-Gundagai","2727"
"12160","Cootamundra-Gundagai","2729"
"12350","Cowra","2583"
"12350","Cowra","2586"
"12350","Cowra","2792"
"12350","Cowra","2793"
"12350","Cowra","2794"
"12350","Cowra","2795"
"12350","Cowra","2797"
"12350","Cowra","2799"
"12350","Cowra","2800"
"12350","Cowra","2803"
"12350","Cowra","2804"
"12350","Cowra","2805"
"12350","Cowra","2807"
"12350","Cowra","2808"
"12350","Cowra","2809"
"12350","Cowra","2810"
"12350","Cowra","2871"
"12380","Cumberland","2127"
"12380","Cumberland","2128"
"12380","Cumberland","2135"
"12380","Cumberland","2140"
"12380","Cumberland","2141"
"12380","Cumberland","2142"
"12380","Cumberland","2143"
"12380","Cumberland","2144"
"12380","Cumberland","2145"
"12380","Cumberland","2146"
"12380","Cumberland","2148"
"12380","Cumberland","2150"
"12380","Cumberland","2160"
"12380","Cumberland","2161"
"12380","Cumberland","2162"
"12380","Cumberland","2164"
"12380","Cumberland","2165"
"12380","Cumberland","2190"
"12390","Dubbo","2800"
"12390","Dubbo","2818"
"12390","Dubbo","2820"
"12390","Dubbo","2821"
"12390","Dubbo","2822"
"12390","Dubbo","2827"
"12390","Dubbo","2830"
"12390","Dubbo","2831"
"12390","Dubbo","2842"
"12390","Dubbo","2844"
"12390","Dubbo","2850"
"12390","Dubbo","2852"
"12390","Dubbo","2866"
"12390","Dubbo","2867"
"12390","Dubbo","2868"
"12390","Dubbo","2869"
"12700","Dungog","2311"
"12700","Dungog","2320"
"12700","Dungog","2321"
"12700","Dungog","2324"
"12700","Dungog","2330"
"12700","Dungog","2335"
"12700","Dungog","2336"
"12700","Dungog","2337"
"12700","Dungog","2415"
"12700","Dungog","2420"
"12700","Dungog","2421"
"12700","Dungog","2422"
"12700","Dungog","2425"
"12730","Edward River","2707"
"12730","Edward River","2710"
"12730","Edward River","2711"
"12730","Edward River","2713"
"12730","Edward River","2714"
"12730","Edward River","2716"
"12730","Edward River","2733"
"12750","Eurobodalla","2536"
"12750","Eurobodalla","2537"
"12750","Eurobodalla","2538"
"12750","Eurobodalla","2545"
"12750","Eurobodalla","2546"
"12750","Eurobodalla","2550"
"12750","Eurobodalla","2622"
"12750","Eurobodalla","2630"
"12850","Fairfield","2145"
"12850","Fairfield","2148"
"12850","Fairfield","2161"
"12850","Fairfield","2162"
"12850","Fairfield","2163"
"12850","Fairfield","2164"
"12850","Fairfield","2165"
"12850","Fairfield","2166"
"12850","Fairfield","2168"
"12850","Fairfield","2170"
"12850","Fairfield","2171"
"12850","Fairfield","2175"
"12850","Fairfield","2176"
"12850","Fairfield","2177"
"12850","Fairfield","2178"
"12850","Fairfield","2198"
"12850","Fairfield","2759"
"12850","Fairfield","2766"
"12870","Federation","2640"
"12870","Federation","2642"
"12870","Federation","2643"
"12870","Federation","2645"
"12870","Federation","2646"
"12870","Federation","2647"
"12870","Federation","2652"
"12870","Federation","2656"
"12870","Federation","2700"
"12870","Federation","2707"
"12870","Federation","2716"
"12870","Federation","3682"
"12870","Federation","3685"
"12870","Federation","3687"
"12870","Federation","3688"
"12870","Federation","3730"
"12900","Forbes","2671"
"12900","Forbes","2805"
"12900","Forbes","2806"
"12900","Forbes","2810"
"12900","Forbes","2870"
"12900","Forbes","2871"
"12900","Forbes","2875"
"12900","Forbes","2876"
"12900","Forbes","2877"
"12930","Georges River","2207"
"12930","Georges River","2208"
"12930","Georges River","2209"
"12930","Georges River","2210"
"12930","Georges River","2216"
"12930","Georges River","2217"
"12930","Georges River","2218"
"12930","Georges River","2219"
"12930","Georges River","2220"
"12930","Georges River","2221"
"12930","Georges River","2222"
"12930","Georges River","2223"
"12950","Gilgandra","2357"
"12950","Gilgandra","2817"
"12950","Gilgandra","2821"
"12950","Gilgandra","2822"
"12950","Gilgandra","2823"
"12950","Gilgandra","2827"
"12950","Gilgandra","2828"
"12950","Gilgandra","2830"
"12950","Gilgandra","2842"
"13010","Glen Innes Severn","2360"
"13010","Glen Innes Severn","2365"
"13010","Glen Innes Severn","2370"
"13010","Glen Innes Severn","2371"
"13010","Glen Innes Severn","2372"
"13010","Glen Innes Severn","2460"
"13310","Goulburn Mulwaree","2540"
"13310","Goulburn Mulwaree","2577"
"13310","Goulburn Mulwaree","2579"
"13310","Goulburn Mulwaree","2580"
"13310","Goulburn Mulwaree","2581"
"13310","Goulburn Mulwaree","2622"
"13340","Greater Hume","2640"
"13340","Greater Hume","2641"
"13340","Greater Hume","2642"
"13340","Greater Hume","2643"
"13340","Greater Hume","2644"
"13340","Greater Hume","2646"
"13340","Greater Hume","2650"
"13340","Greater Hume","2652"
"13340","Greater Hume","2653"
"13340","Greater Hume","2656"
"13340","Greater Hume","2658"
"13340","Greater Hume","2659"
"13340","Greater Hume","2660"
"13340","Greater Hume","3688"
"13340","Greater Hume","3690"
"13340","Greater Hume","3691"
"13340","Greater Hume","3701"
"13340","Greater Hume","3709"
"13450","Griffith","2652"
"13450","Griffith","2665"
"13450","Griffith","2680"
"13450","Griffith","2681"
"13450","Griffith","2705"
"13450","Griffith","2706"
"13550","Gunnedah","2340"
"13550","Gunnedah","2341"
"13550","Gunnedah","2342"
"13550","Gunnedah","2343"
"13550","Gunnedah","2344"
"13550","Gunnedah","2346"
"13550","Gunnedah","2347"
"13550","Gunnedah","2357"
"13550","Gunnedah","2379"
"13550","Gunnedah","2380"
"13550","Gunnedah","2381"
"13550","Gunnedah","2382"
"13550","Gunnedah","2388"
"13660","Gwydir","2347"
"13660","Gwydir","2359"
"13660","Gwydir","2360"
"13660","Gwydir","2390"
"13660","Gwydir","2399"
"13660","Gwydir","2400"
"13660","Gwydir","2401"
"13660","Gwydir","2402"
"13660","Gwydir","2403"
"13660","Gwydir","2404"
"13660","Gwydir","2408"
"13660","Gwydir","2409"
"13660","Gwydir","2410"
"13660","Gwydir","2411"
"13800","Hawkesbury","2250"
"13800","Hawkesbury","2325"
"13800","Hawkesbury","2330"
"13800","Hawkesbury","2749"
"13800","Hawkesbury","2753"
"13800","Hawkesbury","2754"
"13800","Hawkesbury","2756"
"13800","Hawkesbury","2757"
"13800","Hawkesbury","2758"
"13800","Hawkesbury","2765"
"13800","Hawkesbury","2775"
"13800","Hawkesbury","2777"
"13800","Hawkesbury","2786"
"13800","Hawkesbury","2787"
"13800","Hawkesbury","2790"
"13800","Hawkesbury","2849"
"13850","Hay","2710"
"13850","Hay","2711"
"13850","Hay","2733"
"13850","Hay","2878"
"13910","Hilltops","2581"
"13910","Hilltops","2582"
"13910","Hilltops","2583"
"13910","Hilltops","2584"
"13910","Hilltops","2585"
"13910","Hilltops","2586"
"13910","Hilltops","2587"
"13910","Hilltops","2588"
"13910","Hilltops","2590"
"13910","Hilltops","2594"
"13910","Hilltops","2666"
"13910","Hilltops","2722"
"13910","Hilltops","2725"
"13910","Hilltops","2726"
"13910","Hilltops","2727"
"13910","Hilltops","2793"
"13910","Hilltops","2794"
"13910","Hilltops","2803"
"13910","Hilltops","2807"
"13910","Hilltops","2808"
"13910","Hilltops","2809"
"13910","Hilltops","2810"
"14000","Hornsby","2074"
"14000","Hornsby","2076"
"14000","Hornsby","2077"
"14000","Hornsby","2079"
"14000","Hornsby","2080"
"14000","Hornsby","2081"
"14000","Hornsby","2082"
"14000","Hornsby","2083"
"14000","Hornsby","2118"
"14000","Hornsby","2119"
"14000","Hornsby","2120"
"14000","Hornsby","2121"
"14000","Hornsby","2122"
"14000","Hornsby","2125"
"14000","Hornsby","2126"
"14000","Hornsby","2154"
"14000","Hornsby","2156"
"14000","Hornsby","2157"
"14000","Hornsby","2158"
"14000","Hornsby","2159"
"14000","Hornsby","2756"
"14000","Hornsby","2775"
"14100","Hunters Hill","2110"
"14100","Hunters Hill","2111"
"14100","Hunters Hill","2113"
"14170","Inner West","2015"
"14170","Inner West","2020"
"14170","Inner West","2037"
"14170","Inner West","2038"
"14170","Inner West","2039"
"14170","Inner West","2040"
"14170","Inner West","2041"
"14170","Inner West","2042"
"14170","Inner West","2043"
"14170","Inner West","2044"
"14170","Inner West","2045"
"14170","Inner West","2046"
"14170","Inner West","2048"
"14170","Inner West","2049"
"14170","Inner West","2050"
"14170","Inner West","2110"
"14170","Inner West","2130"
"14170","Inner West","2131"
"14170","Inner West","2132"
"14170","Inner West","2133"
"14170","Inner West","2193"
"14170","Inner West","2203"
"14170","Inner West","2204"
"14170","Inner West","2205"
"14170","Inner West","2206"
"14220","Inverell","2359"
"14220","Inverell","2360"
"14220","Inverell","2361"
"14220","Inverell","2365"
"14220","Inverell","2369"
"14220","Inverell","2370"
"14220","Inverell","2371"
"14220","Inverell","2372"
"14220","Inverell","2402"
"14220","Inverell","2403"
"14220","Inverell","2404"
"14220","Inverell","2408"
"14220","Inverell","2409"
"14220","Inverell","2410"
"14220","Inverell","4385"
"14220","Inverell","4388"
"14300","Junee","2590"
"14300","Junee","2650"
"14300","Junee","2652"
"14300","Junee","2663"
"14300","Junee","2666"
"14300","Junee","2722"
"14300","Junee","2725"
"14300","Junee","2729"
"14350","Kempsey","2350"
"14350","Kempsey","2354"
"14350","Kempsey","2431"
"14350","Kempsey","2440"
"14350","Kempsey","2441"
"14350","Kempsey","2444"
"14350","Kempsey","2446"
"14350","Kempsey","2447"
"14350","Kempsey","2449"
"14350","Kempsey","2453"
"14350","Kempsey","2454"
"14400","Kiama","2527"
"14400","Kiama","2529"
"14400","Kiama","2533"
"14400","Kiama","2534"
"14400","Kiama","2535"
"14400","Kiama","2577"
"14500","Ku-ring-gai","2067"
"14500","Ku-ring-gai","2069"
"14500","Ku-ring-gai","2070"
"14500","Ku-ring-gai","2071"
"14500","Ku-ring-gai","2072"
"14500","Ku-ring-gai","2073"
"14500","Ku-ring-gai","2074"
"14500","Ku-ring-gai","2075"
"14500","Ku-ring-gai","2076"
"14500","Ku-ring-gai","2077"
"14500","Ku-ring-gai","2079"
"14500","Ku-ring-gai","2084"
"14500","Ku-ring-gai","2085"
"14500","Ku-ring-gai","2086"
"14500","Ku-ring-gai","2087"
"14500","Ku-ring-gai","2113"
"14500","Ku-ring-gai","2120"
"14500","Ku-ring-gai","2121"
"14500","Ku-ring-gai","2122"
"14550","Kyogle","2372"
"14550","Kyogle","2469"
"14550","Kyogle","2470"
"14550","Kyogle","2474"
"14550","Kyogle","2475"
"14550","Kyogle","2476"
"14550","Kyogle","2480"
"14550","Kyogle","2484"
"14550","Kyogle","4211"
"14550","Kyogle","4285"
"14550","Kyogle","4287"
"14550","Kyogle","4310"
"14600","Lachlan","2669"
"14600","Lachlan","2671"
"14600","Lachlan","2672"
"14600","Lachlan","2675"
"14600","Lachlan","2823"
"14600","Lachlan","2825"
"14600","Lachlan","2826"
"14600","Lachlan","2871"
"14600","Lachlan","2873"
"14600","Lachlan","2874"
"14600","Lachlan","2875"
"14600","Lachlan","2877"
"14650","Lake Macquarie","2259"
"14650","Lake Macquarie","2262"
"14650","Lake Macquarie","2264"
"14650","Lake Macquarie","2265"
"14650","Lake Macquarie","2267"
"14650","Lake Macquarie","2278"
"14650","Lake Macquarie","2280"
"14650","Lake Macquarie","2281"
"14650","Lake Macquarie","2282"
"14650","Lake Macquarie","2283"
"14650","Lake Macquarie","2284"
"14650","Lake Macquarie","2285"
"14650","Lake Macquarie","2286"
"14650","Lake Macquarie","2287"
"14650","Lake Macquarie","2289"
"14650","Lake Macquarie","2290"
"14650","Lake Macquarie","2291"
"14650","Lake Macquarie","2305"
"14650","Lake Macquarie","2306"
"14650","Lake Macquarie","2322"
"14650","Lake Macquarie","2323"
"14650","Lake Macquarie","2325"
"14700","Lane Cove","2064"
"14700","Lane Cove","2065"
"14700","Lane Cove","2066"
"14700","Lane Cove","2067"
"14750","Leeton","2665"
"14750","Leeton","2680"
"14750","Leeton","2681"
"14750","Leeton","2700"
"14750","Leeton","2703"
"14750","Leeton","2705"
"14750","Leeton","2706"
"14850","Lismore","2469"
"14850","Lismore","2470"
"14850","Lismore","2471"
"14850","Lismore","2472"
"14850","Lismore","2474"
"14850","Lismore","2477"
"14850","Lismore","2480"
"14850","Lismore","2482"
"14850","Lismore","2484"
"14870","Lithgow","2330"
"14870","Lithgow","2756"
"14870","Lithgow","2758"
"14870","Lithgow","2785"
"14870","Lithgow","2786"
"14870","Lithgow","2787"
"14870","Lithgow","2790"
"14870","Lithgow","2795"
"14870","Lithgow","2845"
"14870","Lithgow","2846"
"14870","Lithgow","2847"
"14870","Lithgow","2848"
"14870","Lithgow","2849"
"14870","Lithgow","2850"
"14900","Liverpool","2166"
"14900","Liverpool","2167"
"14900","Liverpool","2168"
"14900","Liverpool","2170"
"14900","Liverpool","2171"
"14900","Liverpool","2172"
"14900","Liverpool","2173"
"14900","Liverpool","2174"
"14900","Liverpool","2176"
"14900","Liverpool","2177"
"14900","Liverpool","2178"
"14900","Liverpool","2179"
"14900","Liverpool","2198"
"14900","Liverpool","2200"
"14900","Liverpool","2213"
"14900","Liverpool","2214"
"14900","Liverpool","2234"
"14900","Liverpool","2555"
"14900","Liverpool","2556"
"14900","Liverpool","2557"
"14900","Liverpool","2564"
"14900","Liverpool","2565"
"14900","Liverpool","2566"
"14900","Liverpool","2570"
"14900","Liverpool","2745"
"14900","Liverpool","2752"
"14920","Liverpool Plains","2329"
"14920","Liverpool Plains","2336"
"14920","Liverpool Plains","2337"
"14920","Liverpool Plains","2338"
"14920","Liverpool Plains","2339"
"14920","Liverpool Plains","2340"
"14920","Liverpool Plains","2341"
"14920","Liverpool Plains","2342"
"14920","Liverpool Plains","2343"
"14920","Liverpool Plains","2344"
"14920","Liverpool Plains","2381"
"14920","Liverpool Plains","2843"
"14950","Lockhart","2642"
"14950","Lockhart","2645"
"14950","Lockhart","2650"
"14950","Lockhart","2652"
"14950","Lockhart","2655"
"14950","Lockhart","2656"
"14950","Lockhart","2658"
"14950","Lockhart","2659"
"15050","Maitland","2320"
"15050","Maitland","2321"
"15050","Maitland","2322"
"15050","Maitland","2323"
"15050","Maitland","2324"
"15050","Maitland","2326"
"15050","Maitland","2334"
"15050","Maitland","2335"
"15050","Maitland","2421"
"15240","Mid-Coast","2311"
"15240","Mid-Coast","2312"
"15240","Mid-Coast","2321"
"15240","Mid-Coast","2324"
"15240","Mid-Coast","2337"
"15240","Mid-Coast","2354"
"15240","Mid-Coast","2415"
"15240","Mid-Coast","2420"
"15240","Mid-Coast","2422"
"15240","Mid-Coast","2423"
"15240","Mid-Coast","2424"
"15240","Mid-Coast","2425"
"15240","Mid-Coast","2426"
"15240","Mid-Coast","2427"
"15240","Mid-Coast","2428"
"15240","Mid-Coast","2429"
"15240","Mid-Coast","2430"
"15240","Mid-Coast","2439"
"15240","Mid-Coast","2443"
"15240","Mid-Coast","2446"
"15270","Mid-Western","2328"
"15270","Mid-Western","2329"
"15270","Mid-Western","2330"
"15270","Mid-Western","2795"
"15270","Mid-Western","2800"
"15270","Mid-Western","2820"
"15270","Mid-Western","2844"
"15270","Mid-Western","2846"
"15270","Mid-Western","2848"
"15270","Mid-Western","2849"
"15270","Mid-Western","2850"
"15270","Mid-Western","2852"
"15270","Mid-Western","2866"
"15300","Moree Plains","2387"
"15300","Moree Plains","2390"
"15300","Moree Plains","2397"
"15300","Moree Plains","2398"
"15300","Moree Plains","2399"
"15300","Moree Plains","2400"
"15300","Moree Plains","2401"
"15300","Moree Plains","2404"
"15300","Moree Plains","2405"
"15300","Moree Plains","2406"
"15300","Moree Plains","2408"
"15300","Moree Plains","2409"
"15300","Moree Plains","2410"
"15300","Moree Plains","2411"
"15300","Moree Plains","2833"
